playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesKickoffKicker,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesKickReturn,gradesLongSnap,gradesPuntReturn,gradesFgepKicker,gradesPunter
72769,Lavario Wiley,CB,0,0,,2025,325,,60.9,67,D17,0,0,1,0,1,1,0,0,2,0,UNLV,UNLV,4,,59.9,,,,,
72821,Keith Conley Jr.,ED,0,0,,2026,325,,60,63.8,D99,0,0,1,0,0,0,0,0,1,0,UNLV,UNLV,1,,,,,,,
73148,Falcon Kaumatule,G,0,0,,2025,328,,60.7,61.2,59,0,0,1,4,0,0,0,0,0,0,UTAH,UTAH,4,60,,,,,,
73243,Lincoln Tuioti-Mariner,S,0,0,,2028,101,,60.2,63.4,D23,0,0,1,0,2,0,0,1,1,0,AIR FORCE,AIR FORCE,4,,60,,,,,
73389,Marco Notarainni,LB,0,0,,2026,120,,61.8,66.7,D53,0,0,1,0,2,7,0,2,0,0,BOISE ST,BOISE ST,11,,60,,,,,
73621,Elijah Gilliam,HB,0,0,,2026,169,,60,62.8,33,0,0,1,0,0,1,0,0,0,0,FRESNO ST,FRESNO ST,1,,,,,,,
73658,Gio De Leon,LB,0,0,,2026,126,,61.2,64.5,D45,0,0,1,0,0,8,0,0,0,0,BUFFALO,BUFFALO,8,,,,,,,
73697,Sioeli Helu,G,0,0,,2027,242,,62.3,69.4,58,0,0,1,9,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,9,62.8,,,,,,
73930,Ryan Daly,TE,0,0,,2027,126,,60,62.9,88,0,0,1,0,0,0,2,0,0,0,BUFFALO,BUFFALO,2,,,,,,,
74119,Taariq Al-Uqdah,LB,0,0,,2027,341,,60.3,63.9,D00,0,0,1,0,3,1,0,0,0,0,WASH STATE,WASH STATE,4,,59.9,,,,,
74152,Ryan Quintanar,LB,0,0,,2026,326,,76.4,65.4,D51,0,0,1,0,0,6,8,0,0,0,USC,USC,14,,,,,,,
74236,Mason Murphy,T,0,0,2026,2026,326,,61.1,67.8,76,0,0,1,4,0,0,0,0,0,0,USC,USC,4,60,,,,,,
74258,Justin Sinclair,S,0,0,,2026,180,,61.6,69.2,D06,0,0,1,0,5,0,4,2,3,0,HAWAII,HAWAII,14,,60,,,,,
74267,Melquan Stovall,WR,0,0,,2025,110,,60.1,64,05,0,0,1,0,0,0,2,0,5,0,ARIZONA ST,ARIZONA ST,7,,,59.4,,63.9,,
74395,Zion Branch,S,0,0,,2027,326,,61.2,67.3,D08,0,0,1,0,1,6,0,0,0,0,USC,USC,7,,60,,,,,
74427,Anthony Landphere,TE,0,0,2025,2025,218,,61.2,62.4,82,0,0,1,6,0,0,1,0,0,0,MEMPHIS,MEMPHIS,7,60,,,,,,
74498,Treven Ma'ae,DI,0,0,2025,2025,118,,59.5,63.9,D09,0,0,1,0,4,0,0,0,0,0,BAYLOR,BAYLOR,4,,59.4,,,,,
74652,AJ Vaipulu,G,0,0,,2026,242,,61.7,62.3,51,0,0,1,9,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,9,60,,,,,,
74957,Nathan Griffin,LB,0,0,,2025,346,,58.3,66.5,D45,0,0,1,0,0,0,4,0,3,0,W KENTUCKY,W KENTUCKY,7,,,,,,,
75046,Jaylen Johnson,S,0,0,,2026,259,,60,61.1,D28,0,0,1,0,1,0,0,0,0,0,OHIO,OHIO,1,,60,,,,,
75263,Silas Walters,S,0,0,2026,2026,221,,68.3,68.7,D29,0,0,1,0,2,0,0,4,8,0,MIAMI OH,MIAMI OH,14,,59.9,,,,,
75288,Tegra Tshabola,G,0,0,,2028,260,,61.4,64.2,77,0,0,1,4,0,0,0,0,0,0,OHIO STATE,OHIO STATE,4,60,,,,,,
75816,Chuck Hicks,LB,0,0,,2025,229,,60,63.9,D30,0,0,1,0,0,0,0,1,0,0,MISSOURI,MISSOURI,1,,,,,,,
76532,Damaje Yancey,CB,0,0,,2025,318,,60.5,65.8,D09,0,0,1,0,3,0,0,0,1,0,TROY,TROY,4,,60,,,,,
76792,Dennis Briggs Jr.,DI,0,0,,2025,187,,59.7,64.3,D06,0,0,1,0,5,0,0,0,0,0,ILLINOIS,ILLINOIS,5,,59.5,,,,,
76813,Antonio Colclough,ED,0,0,,2025,126,,60,64.1,D06,0,0,1,0,0,0,0,0,1,0,BUFFALO,BUFFALO,1,,,,,,,
77160,Justin Wright,LB,0,0,,2025,262,,60.2,63.8,D44,0,0,1,0,4,0,0,0,0,0,OKLA STATE,OKLA STATE,4,,60,,,,,
77244,Matt Harmon,ED,0,0,2025,2025,201,,60.8,64.8,D07,0,0,1,0,2,0,0,1,2,0,KENT STATE,KENT STATE,5,,59.6,,,,,
77252,Daniel Bolden,LB,0,0,,2025,316,,57.3,66.8,D31,0,0,1,0,3,0,3,4,0,0,TOLEDO,TOLEDO,10,,59.9,,,,,
77266,Keye Thompson,LB,0,0,,2025,268,,60,61.6,D38,0,0,1,0,2,0,0,0,0,0,PITTSBURGH,PITTSBURGH,2,,60,,,,,
77307,Justin Holloway,LS,0,0,,2025,109,,66,63.8,S31,0,0,1,2,0,0,0,6,0,0,ARIZONA,ARIZONA,8,60,,,82.6,,,
77518,Marques Cox,T,0,0,2025,2025,202,,60,62.1,69,0,0,1,2,0,0,0,0,0,0,KENTUCKY,KENTUCKY,2,60,,,,,,
77680,Jace Ruder,LB,0,0,,2025,251,,50.6,28.2,D03,0,1,1,0,0,0,4,9,9,0,N TEXAS,N TEXAS,22,,,,,,,
77939,Anthony Torres,TE,0,0,2025,2025,316,,61.1,61.2,88,0,0,1,5,0,0,0,0,0,0,TOLEDO,TOLEDO,5,60,,,,,,
78169,DaShon Bussell,CB,0,0,,2025,347,,60,64.3,D00,0,0,1,0,0,0,0,0,1,0,W MICHIGAN,W MICHIGAN,1,,,,,,,
78573,Solomon Vanhorse,HB,0,0,,2026,190,,61.9,72.2,18,0,0,1,0,0,0,0,2,9,0,INDIANA,INDIANA,11,,,,,,,
78999,Marque Collins,CB,0,0,,2026,128,,60.3,66.2,D02,0,0,1,0,1,0,0,0,1,0,BYU,BYU,2,,60,,,,,
79240,Cherif Seye,ED,0,0,,2025,324,,60,63.5,D94,0,0,1,0,0,0,0,0,1,0,UCLA,UCLA,1,,,,,,,
81249,Jayden McDonald,LB,0,0,,2025,146,,61.4,64.6,D10,0,0,1,0,6,0,0,0,3,0,UCONN,UCONN,9,,59.9,,,,,
81284,Jared Small,LB,0,0,,2026,109,,60.2,66.5,D40,0,0,1,0,1,2,8,0,0,0,ARIZONA,ARIZONA,11,,59.9,,,,,
81514,Brennen Milliron,LS,0,0,,2025,296,,57.4,63.5,S39,1,0,1,3,0,0,0,5,0,0,SO MISS,SO MISS,8,60,,,81.5,,,
81559,Spencer Lovell,G,0,0,,2025,239,,60.6,61.5,76,0,0,1,2,0,0,0,0,0,0,NEVADA,NEVADA,2,60,,,,,,
81809,Joe More,C,0,0,,2025,111,,60.4,62.5,78,0,0,1,3,0,0,0,0,0,0,ARKANSAS,ARKANSAS,3,60,,,,,,
81883,Baraka Beckett,G,0,0,,2025,241,,61.3,63.7,56,0,0,1,5,0,1,0,0,0,0,NEW MEXICO,NEW MEXICO,6,60,,,,,,
81896,Wyatt Bowles,G,0,0,2025,2025,329,,62,67.2,60,0,0,1,6,0,0,0,0,0,0,UTAH ST,UTAH ST,6,61.5,,,,,,
82266,Matt Lawson,DI,0,0,,2025,242,,60.5,69.7,D90,0,0,1,0,1,0,0,0,1,0,NEW MEX ST,NEW MEX ST,2,,59.8,,,,,
82281,Ezekiel Holmes,DI,0,0,,2025,187,,61.8,68.8,D33,0,0,1,6,0,0,0,0,0,0,ILLINOIS,ILLINOIS,6,60,,,,,,
82408,Maurice Strong Jr.,DI,0,0,,2025,288,,59,63.2,D55,0,0,1,0,4,0,0,0,0,0,S ALABAMA,S ALABAMA,4,,59,,,,,
82557,Jacob Mangum-Farrar,ED,0,0,,2025,190,,69.2,68.7,D07,0,0,1,0,0,11,0,0,9,1,INDIANA,INDIANA,20,,,,,,,
82597,Kenneth Almendares,K,0,0,,2025,207,58.2,60.5,68.1,S45,0,0,1,7,0,7,0,0,0,0,LA LAFAYET,LA LAFAYET,14,,,,,,68.5,
83074,Jaden Robinson,CB,0,0,2025,2025,265,,60.7,67.2,D04,0,0,1,0,6,0,0,0,1,0,OREGON ST,OREGON ST,7,,59.8,,,,,
83197,Dustin Johnson,S,0,0,,2025,259,,61.2,88.2,D06,0,0,1,0,2,0,0,0,1,0,OHIO,OHIO,3,,60,,,,,
83825,Bryan Addison,S,0,0,,2025,324,,59.9,61.7,D04,0,0,1,0,3,0,0,0,0,0,UCLA,UCLA,3,,59.8,,,,,
83838,Armani-Eli Adams,S,0,0,,2025,347,,60.3,61.5,D30,0,0,1,0,2,0,0,0,1,0,W MICHIGAN,W MICHIGAN,3,,59.8,,,,,
83944,Tyneil Hopper,TE,0,0,,2025,223,,71.4,67.2,88,0,0,1,2,0,0,8,0,0,0,MICH STATE,MICH STATE,10,60,,,,,,
85774,Gracen Halton,DI,0,0,2026,2026,261,,60,62.9,D56,0,0,1,0,1,0,0,0,0,0,OKLAHOMA,OKLAHOMA,1,,60,,,,,
86082,Jacob Bandes,DI,0,0,,2025,340,,59.5,65.4,D55,0,0,1,0,7,0,0,0,0,0,WASHINGTON,WASHINGTON,7,,59.2,,,,,
86142,Carson Lee,G,0,0,,2026,160,,60.6,61.5,75,0,0,1,2,0,0,0,0,0,0,E MICHIGAN,E MICHIGAN,2,60,,,,,,
86267,Kalib Perry,LB,0,0,,2027,307,,58.5,68.2,D08,0,0,1,0,0,0,5,1,3,0,TENNESSEE,TENNESSEE,9,,,,,,,
86345,Aaron Rodriguez,P,0,0,,2025,241,,60.7,64.9,S10,0,0,1,5,0,0,0,3,0,0,NEW MEXICO,NEW MEXICO,8,60,,,,,,64.5
86489,Alex Moore,T,0,0,,2025,101,,61.1,63,76,0,0,1,5,0,0,0,1,0,0,AIR FORCE,AIR FORCE,6,60,,,,,,
86527,Rodney Robinson,S,0,0,,2025,120,,63.5,68.4,D04,0,0,1,0,1,7,0,0,4,0,BOISE ST,BOISE ST,12,,60,,,,,
86729,Ozzie Nicholas,LB,0,0,,2025,154,,60,61.7,D45,0,0,1,0,3,0,0,0,0,0,DUKE,DUKE,3,,60,,,,,
86773,Jackson Schulz,S,0,0,,2026,202,,71.6,66.8,D29,0,0,1,0,0,0,8,0,0,0,KENTUCKY,KENTUCKY,8,,,,,,,
86877,Ceyair Wright,CB,0,0,2026,2026,238,,60.1,69.4,D15,0,0,1,0,3,0,0,7,3,0,NEBRASKA,NEBRASKA,13,,59.8,,,,,
87618,Logan Taylor,LB,0,0,,2026,180,,60.4,64.8,D16,0,0,1,0,1,1,1,0,0,0,HAWAII,HAWAII,3,,60,,,,,
88453,Dylan Brown,DI,0,0,,2025,196,,60.3,64.4,D54,0,0,1,0,1,0,0,8,0,0,JVILLE ST,JVILLE ST,9,,59.7,,,,,
88746,Landon Parker,WR,0,0,2025,2025,318,,60,62.2,01,0,0,1,0,0,0,1,0,0,0,TROY,TROY,1,,,,,,,
90079,David Reese,ED,0,0,,2026,130,,60.2,63.9,D07,0,0,1,0,4,0,0,0,1,0,CAL,CAL,5,,59.6,,,,,
90131,Joseph Vaughn,LB,0,0,2025,2025,324,,55.1,69.6,D30,1,0,1,0,0,5,3,5,4,0,UCLA,UCLA,17,,,,,,,
90160,Davis Salom,LS,0,0,,2025,285,,53.7,62.7,S40,0,0,1,6,0,0,0,2,0,0,S JOSE ST,S JOSE ST,8,57.4,,,24.6,,,
90192,Dalton Norris,DI,0,0,,2025,221,,60.8,60.5,D95,0,0,1,4,0,0,0,0,0,0,MIAMI OH,MIAMI OH,4,60,,,,,,
90279,Nilay Upadhyayula,LS,0,0,,2026,268,,62.1,63.7,S47,0,0,1,0,0,0,0,6,0,0,PITTSBURGH,PITTSBURGH,6,,,,68,,,
90529,Ose Egbase,ED,0,0,,2026,325,,60,71.8,D26,0,0,1,0,1,0,0,0,0,0,UNLV,UNLV,1,,59.8,,,,,
90613,Skylar Loving-Black,TE,0,0,,2025,285,,60.4,65.8,86,0,0,1,6,0,0,6,2,0,0,S JOSE ST,S JOSE ST,14,60,,,,,,
90626,Beau Gardner,LS,0,0,2026,2026,173,,64.8,63,S60,0,0,1,5,0,0,0,3,0,0,GEORGIA,GEORGIA,8,61.6,,,78.7,,,
90783,Tyrice Ivy Jr.,S,0,0,,2026,265,,60.2,63.8,D12,0,0,1,0,2,0,0,0,1,0,OREGON ST,OREGON ST,3,,60,,,,,
91245,Trey Laing,ED,0,0,,2025,160,,60,63.5,D97,0,0,1,0,0,0,0,0,1,0,E MICHIGAN,E MICHIGAN,1,,,,,,,
97104,Lexington Joseph,HB,0,0,,2025,166,,60,61.2,08,0,0,1,0,0,0,1,0,0,0,FIU,FIU,1,,,59.9,,,,
97105,Cam Ross,WR,0,0,2026,2026,197,,60,62.2,01,0,0,1,0,0,0,5,0,0,0,JAMES MAD,JAMES MAD,5,,,57.7,,,,
97121,Gerald Green,HB,0,0,,2025,318,,60,61.2,00,0,0,1,0,0,0,1,0,0,0,TROY,TROY,1,,,,,,,
97125,Jacquez Stuart,HB,0,0,,2025,316,,59.9,62.8,00,0,0,1,0,0,0,3,0,0,0,TOLEDO,TOLEDO,3,,,60,,,,
97127,Samario Rudolph,WR,0,0,,2026,196,,60,64.3,03,0,0,1,0,0,0,0,0,7,0,JVILLE ST,JVILLE ST,7,,,,,63.3,,
97141,Antavious Lane,S,0,0,,2025,245,,60.1,61.5,D01,0,0,1,0,6,0,0,0,0,0,N CAROLINA,N CAROLINA,6,,60.1,,,,,
97143,Bralyn Lux,CB,0,0,2025,2025,315,,60.2,65.6,D00,0,0,1,0,1,0,0,0,1,0,TEXAS TECH,TEXAS TECH,2,,60,,,,,
97151,Michael Hayes,K,0,0,,2025,343,67.8,60,67.4,S22,0,0,1,1,0,4,0,0,0,0,W VIRGINIA,W VIRGINIA,5,,,,,,60,
97191,Michael Brown Stephens,WR,0,0,,2025,327,,60,62.1,07,0,0,1,0,0,1,0,0,0,0,USF,USF,1,,,,,,,
97200,Ulysses Bentley IV,HB,0,0,2025,2025,226,,60,61.6,24,0,0,1,0,0,0,2,0,0,0,OLE MISS,OLE MISS,2,,,59.4,,,,
97211,Christian Dremel,WR,0,0,,2025,278,,60,63.2,80,0,0,1,0,0,0,2,0,3,0,RUTGERS,RUTGERS,5,,,59.9,,62.9,,
97213,Taylor Morin,WR,0,0,2025,2025,339,,60,64.1,02,0,0,1,0,0,0,0,0,6,0,WAKE,WAKE,6,,,,,63.8,,
97218,Jacob Bernard,WR,0,0,,2025,207,,60,63.3,04,0,0,1,0,0,0,0,0,3,0,LA LAFAYET,LA LAFAYET,3,,,,,61.4,,
97220,Anthony Wilson,S,0,0,,2025,343,,60.7,64.4,D12,0,0,1,0,6,3,0,0,0,0,W VIRGINIA,W VIRGINIA,9,,59.9,,,,,
97225,Brandon Crossley,CB,0,0,2025,2025,287,,38,69.9,D01,0,1,1,0,3,5,0,0,5,0,SMU,SMU,13,,60,,,,,
97230,Marcus Harris,CB,0,0,2025,2025,130,,61.2,66.5,D05,0,0,1,0,5,3,0,0,1,0,CAL,CAL,9,,60.1,,,,,
97237,Rod Heard II,S,0,0,,2025,258,,55.8,69.2,D02,0,0,1,0,2,0,0,1,5,0,NOTRE DAME,NOTRE DAME,8,,60,,,,,
97239,Chike Anigbogu,LB,1,0,,2025,275,,68.3,67.5,D07,0,0,1,0,0,7,2,0,6,0,RICE,RICE,15,,,61.8,,,,
97243,Isaiah Essissima,CB,0,0,,2025,144,,60.8,66.4,D01,0,0,1,0,1,1,0,0,3,0,COLO STATE,COLO STATE,5,,59.9,,,50,,
97257,Will Goldberg,S,0,0,,2025,154,,63.5,69.8,D35,0,0,1,0,0,0,0,0,6,0,DUKE,DUKE,6,,,,,,,
97274,Dywan Griffin,CB,0,0,,2025,263,,61.1,67,D23,0,0,1,0,1,0,0,0,2,0,DOMINION,DOMINION,3,,60,,,,,
97278,Javon Harvey,WR,0,0,,2025,154,,60.2,64.3,07,0,0,1,0,0,0,4,0,0,0,DUKE,DUKE,4,,,,,,,
97287,Trevor Wilson,WR,0,0,,2025,198,,59.9,64.4,07,0,0,1,0,0,0,8,2,0,0,KANSAS,KANSAS,10,,,57.4,,,,
97303,Enoch Nawahine,HB,0,0,,2026,128,,61.6,66.3,21,0,0,1,0,0,6,4,0,0,0,BYU,BYU,10,,,,,,,
97308,Jerjuan Newton,WR,0,0,2025,2025,316,,60,63.8,01,0,0,1,0,0,0,3,0,0,0,TOLEDO,TOLEDO,3,,,59.4,,,,
97310,Deion Hankins,HB,0,0,2025,2025,314,,61.3,69.5,33,0,0,1,0,0,0,6,0,3,0,TEXAS ST,TEXAS ST,9,,,,,,,
97321,Ryan Davis,WR,0,0,,2026,241,,60,63,18,0,0,1,0,0,1,0,0,1,0,NEW MEXICO,NEW MEXICO,2,,,,,60,,
97329,Derrick Canteen,S,0,0,2025,2025,138,,60.2,67.8,D10,0,0,1,0,4,3,0,5,0,0,CINCINNATI,CINCINNATI,12,,60,,,,,
97330,Juan Powell,CB,0,0,,2025,141,,60,61.3,D00,0,0,1,0,3,0,0,0,0,0,COAST CAR,COAST CAR,3,,59.9,,,,,
97341,Ken Robinson,S,0,0,,2025,331,,60,64.1,D04,0,0,1,0,0,0,0,0,1,0,UTSA,UTSA,1,,,,,,,
97351,Jakeen Harris,S,0,0,,2025,245,,59.3,65.3,D02,0,0,1,0,4,0,0,5,0,0,N CAROLINA,N CAROLINA,9,,59.9,,,,,
97353,Coco Azema,S,0,0,,2025,256,,33.2,65.6,D00,0,0,1,0,1,3,1,0,1,0,NWESTERN,NWESTERN,6,,60,59.9,,,,
97372,Reid Dedman,LB,0,0,,2025,174,,74.1,66.5,D17,0,0,1,0,1,5,4,5,1,3,GA SOUTHRN,GA SOUTHRN,16,,60,,,,,
97379,Woodi Washington,CB,0,0,,2025,261,,60.2,68.2,D05,0,0,1,0,4,0,0,0,0,0,OKLAHOMA,OKLAHOMA,4,,59.8,,,,,
97386,Solomon Brown,S,0,0,,2026,126,,60,61.5,D07,0,0,1,0,1,0,0,0,1,0,BUFFALO,BUFFALO,2,,60,,,,,
97392,Daton Montiel,K,1,0,,2025,166,71.7,61.2,68.6,S25,0,0,1,5,0,6,0,4,0,1,FIU,FIU,15,60,,,,,,63.1
97397,Alex Raynor,K,0,0,,2025,202,,60,62.5,S16,0,0,1,2,0,0,0,0,0,0,KENTUCKY,KENTUCKY,2,,,,,,60,
97422,Dino Tomlin,WR,0,0,,2025,121,,60,64.9,13,0,0,1,0,0,0,1,0,0,0,BOSTON COL,BOSTON COL,1,,,,,,,
97423,Jake Smith,WR,0,0,,2025,110,,60,62.1,08,0,0,1,0,0,0,0,0,1,0,ARIZONA ST,ARIZONA ST,1,,,,,60,,
97427,Devin Voisin,WR,0,0,,2026,288,,60.3,70,01,0,0,1,0,0,1,8,0,0,0,S ALABAMA,S ALABAMA,9,,,,,,,
97433,Trey Sanders,HB,0,0,,2025,305,,62.5,67.1,02,0,0,1,0,0,5,3,0,3,0,TCU,TCU,11,,,,,,,
97453,Luis Cristobal Jr.,G,0,0,,2025,220,,61.2,63.1,52,0,0,1,6,0,0,0,0,0,0,MIAMI FL,MIAMI FL,6,60,,,,,,
