playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesFgepOffense,gradesKickReturn,gradesKickoffKicker,gradesLongSnap,gradesPuntReturn,gradesPunter,gradesFgepKicker
148046,Jack Dwyer,S,0,0,,2026,188,60.8,63.3,D34,0,0,1,0,4,0,0,0,2,0,ILL STATE,ILL STATE,6,60,,,,,,,
148051,Reese Edwards,ED,0,0,,2026,188,60.5,63.8,D10,0,0,1,0,4,0,0,0,1,0,ILL STATE,ILL STATE,5,59.9,,,,,,,
149744,Mason Kaplan,LB,0,0,,2027,188,59.5,65.7,D14,0,0,1,0,3,0,0,4,0,0,ILL STATE,ILL STATE,7,60.1,,,,,,,
155538,Neil Daily,LB,0,0,,2027,233,62.5,69.8,D19,0,0,1,0,1,0,0,0,4,0,MONTANA ST,MONTANA ST,5,60,,,,,,,
155915,Hunter Parsons,ED,0,0,,2026,233,93.4,64.8,D45,0,0,1,0,3,0,0,0,1,0,MONTANA ST,MONTANA ST,4,91.4,,,,,,,
156610,Samora Ezekiel,T,0,0,,2027,233,61,62.9,56,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,,60,,,,,,
158215,Christian Lorenzo,DI,0,0,,2027,188,60.2,64.1,D08,0,0,1,0,2,0,0,0,1,0,ILL STATE,ILL STATE,3,59.5,,,,,,,
159103,Michael Cosentino,K,0,0,,2027,188,60,63.7,S80,0,0,1,6,0,0,0,0,0,0,ILL STATE,ILL STATE,6,,,,,,,,63.2
159350,Jacob Anderson,DI,0,0,,2027,188,60.2,67.4,D97,0,0,1,0,4,0,0,0,2,0,ILL STATE,ILL STATE,6,59,,,,,,,
159353,Max Ziebarth,TE,0,0,,2027,188,62.7,70,82,0,0,1,6,0,0,5,0,3,0,ILL STATE,ILL STATE,14,,60,,,,,,
159361,Tye Niekamp,LB,0,0,,2027,188,61,63.9,D46,0,0,1,0,5,0,0,4,2,0,ILL STATE,ILL STATE,11,60,,,,,,,
159363,Rylan Crawford,WR,0,0,,2027,188,65,69.7,09,0,0,1,0,0,5,5,4,3,1,ILL STATE,ILL STATE,17,,,,,,,,
164386,Takhari Carr,CB,0,0,,2027,233,65.2,64.6,D00,0,0,1,0,1,5,0,0,0,1,MONTANA ST,MONTANA ST,6,60,,,,,,,
164387,Taco Dowler,WR,0,0,,2027,233,60,63.6,14,0,0,1,0,0,0,0,0,4,0,MONTANA ST,MONTANA ST,4,,,,,,60.9,,
164388,Caden Dowler,S,0,0,,2027,233,60,61.1,D05,0,0,1,0,1,0,0,0,0,0,MONTANA ST,MONTANA ST,1,60,,,,,,,
164392,Ryan Krahe,LB,0,0,,2027,233,62,68.3,D42,0,0,1,0,0,0,5,0,3,0,MONTANA ST,MONTANA ST,8,,,,,,,,
164397,Tommy Nilson,G,0,0,,2027,233,61.7,66.8,60,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,,60.3,,,,,,
164429,Bryant Meredith,S,0,0,,2027,233,59.8,62.3,D06,0,0,1,0,5,0,0,0,0,0,MONTANA ST,MONTANA ST,5,59.7,,,,,,,
164785,Eddie Kasper,WR,0,0,,2027,188,60,64.1,13,0,0,1,0,0,0,0,0,5,0,ILL STATE,ILL STATE,5,,,,,,63.8,,
165188,Matt Maldonado,K,1,0,,2026,188,60,68.4,S31,0,0,1,0,0,5,0,0,0,1,ILL STATE,ILL STATE,5,,,,66.4,,,,
170697,Zac Crews,ED,0,0,,2027,233,59.2,65.8,D36,0,0,1,0,3,0,0,5,0,0,MONTANA ST,MONTANA ST,8,59.5,,,,,,,
170701,Myles Sansted,K,0,0,,2027,233,60,63.5,S39,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,,,,,,,,64.3
170702,Dominic Solano,ED,0,0,,2028,233,60,63.8,D58,0,0,1,0,0,0,5,0,0,0,MONTANA ST,MONTANA ST,5,,,,,,,,
170703,Brock Steel,LB,0,0,,2027,233,60.4,65.9,D27,0,0,1,0,0,0,0,5,3,0,MONTANA ST,MONTANA ST,8,,,,,,,,
170706,Taki Uluilakepa,S,0,0,,2028,233,60,61.5,D02,0,0,1,0,2,0,0,0,0,0,MONTANA ST,MONTANA ST,2,59.9,,,,,,,
176760,Everett Carr,G,0,0,,2028,233,61.5,67.8,57,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,,60,,,,,,
176762,Colson Coon,HB,1,0,,2028,233,68.1,72.3,28,0,0,1,0,0,5,5,5,3,1,MONTANA ST,MONTANA ST,18,,,,,,,,
176765,Tayden Gray,S,0,0,,2028,233,61.1,66.5,D07,0,0,1,0,5,0,0,0,4,0,MONTANA ST,MONTANA ST,9,59.8,,,,,,,
176766,Bryce Grebe,LB,0,0,,2028,233,60.5,65.2,D10,0,0,1,0,5,0,0,0,0,0,MONTANA ST,MONTANA ST,5,60.2,,,,,,,
176774,Colter Petre,S,1,0,,2028,233,68.3,67.6,D24,0,0,1,0,5,3,4,0,4,1,MONTANA ST,MONTANA ST,16,59.9,,,,,,,
176776,Hunter Provience,TE,0,0,,2028,233,61.1,60.5,86,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,,60,,,,,,
176779,Cole Taylor,LB,0,0,,2028,233,60.7,63.1,D34,0,0,1,0,6,0,0,0,1,0,MONTANA ST,MONTANA ST,7,60,,,,,,,
176780,Jacob Trimble,WR,0,0,,2027,233,59.9,65.7,04,0,0,1,0,0,0,5,0,0,0,MONTANA ST,MONTANA ST,5,,,,,,,,
177112,Patrick Bauer,LB,0,0,,2028,188,59.8,61.9,D13,0,0,1,0,4,0,0,0,0,0,ILL STATE,ILL STATE,4,59.8,,,,,,,
177114,Anthony Corona,LB,0,0,,2028,188,60,62.9,D35,0,0,1,0,1,0,0,0,0,0,ILL STATE,ILL STATE,1,60,,,,,,,
177120,Hayden Futch,K,0,0,,2028,188,60.9,65.4,S41,0,0,1,6,0,0,0,4,0,0,ILL STATE,ILL STATE,10,,60,,,,,66,
177121,Mark Haering,LB,0,0,,2028,188,61.6,69.7,D47,0,0,1,0,0,0,5,0,3,0,ILL STATE,ILL STATE,8,,,,,,,,
177123,Brayden Jellison,G,0,0,,2028,188,61.9,62.2,66,0,0,1,6,0,0,0,0,0,0,ILL STATE,ILL STATE,6,,62,,,,,,
177124,Travis Jones,DI,0,0,,2028,188,60,64.4,D92,0,0,1,0,3,0,0,0,1,0,ILL STATE,ILL STATE,4,59.4,,,,,,,
177125,Nate Kraus,LB,0,0,,2027,188,65.7,69.4,D48,0,0,1,0,0,5,5,0,0,1,ILL STATE,ILL STATE,10,,,,,,,,
177126,Solomon Oduma,ED,0,0,,2028,188,49.4,68.4,D39,1,0,1,0,2,5,0,0,2,0,ILL STATE,ILL STATE,9,60,,,,,,,
177129,Brady Probst,TE,0,0,,2028,188,28.2,68.2,86,0,0,1,6,0,0,5,4,3,0,ILL STATE,ILL STATE,18,,60,,,,,,
177131,Evan Sierra,S,0,0,,2028,188,61.8,69.2,D18,0,0,1,0,1,5,0,4,3,0,ILL STATE,ILL STATE,13,60,,,,,,,
177134,Chris Taylor,CB,0,0,,2028,188,59.8,63.6,D28,0,0,1,0,0,0,5,0,0,0,ILL STATE,ILL STATE,5,,,59.6,,,,,
177135,Ben Wallace,T,0,0,,2028,188,61.7,68.3,78,0,0,1,6,0,0,0,0,0,0,ILL STATE,ILL STATE,6,,60.2,,,,,,
185450,Wyatt Boals,DI,0,0,,2029,188,59.8,62,D51,0,0,1,0,1,0,0,0,0,0,ILL STATE,ILL STATE,1,59.6,,,,,,,
185456,Doreon Dubose,CB,1,0,,2029,188,63.8,67.3,D24,0,0,1,0,0,5,0,4,1,0,ILL STATE,ILL STATE,10,,,,,,,,
185457,Ben Cooper,LB,0,0,,2029,188,61.3,65.7,D38,0,0,1,0,0,5,5,0,0,0,ILL STATE,ILL STATE,10,,,,,,,,
185464,Dexter Niekamp,ED,0,0,,2029,188,60.2,63.5,D44,0,0,1,0,1,0,0,0,1,0,ILL STATE,ILL STATE,2,60,,,,,,,
185468,Kaden Lehew,LB,0,0,,2029,188,59.5,67.1,D21,0,0,1,0,0,0,0,4,0,0,ILL STATE,ILL STATE,4,,,,,,,,
185472,Andrew Rockford,WR,0,0,,2027,188,60.2,64.8,24,0,0,1,0,0,0,5,0,0,0,ILL STATE,ILL STATE,5,,,,,,,,
185473,Aidan Crews,CB,0,0,,2029,188,62,69.2,D29,0,0,1,0,0,5,0,3,3,0,ILL STATE,ILL STATE,11,,,,,,,,
185476,CJ Richard Jr.,S,0,0,,2029,188,60.8,63.3,D20,0,0,1,0,4,0,0,0,2,0,ILL STATE,ILL STATE,6,59.8,,,,,,,
186459,Logan Brasfield,G,0,0,,2029,188,62,67.2,70,0,0,1,6,0,0,0,0,0,0,ILL STATE,ILL STATE,6,,61.5,,,,,,
191471,Kory Boyd,CB,0,0,,2029,233,60.7,27.8,D03,0,1,1,0,0,5,0,5,3,1,MONTANA ST,MONTANA ST,13,,,,,,,,
191472,Seth Brock,ED,0,0,,2029,233,47,26.9,D91,0,1,1,0,0,5,5,5,3,1,MONTANA ST,MONTANA ST,18,,,,,,,,
191476,Mason Dethman,S,0,0,,2029,233,61.7,70.3,D33,0,0,1,0,0,5,5,5,3,0,MONTANA ST,MONTANA ST,18,,,,,,,,
191477,Seth Johnson,CB,0,0,,2029,233,60.9,66.4,D09,0,0,1,0,5,0,0,0,1,0,MONTANA ST,MONTANA ST,6,60,,,,,,,
191481,Rocky Lencioni,TE,0,0,,2029,233,60.6,65.5,89,0,0,1,5,0,0,5,5,0,0,MONTANA ST,MONTANA ST,15,,60,,,,,,
191482,Jhase McMillan,CB,0,0,,2030,233,92.3,69,D01,0,0,1,0,3,0,0,4,4,0,MONTANA ST,MONTANA ST,11,91.7,,,,,,,
191485,Brendon Ross,S,0,0,,2029,233,61.5,67.1,D16,0,0,1,0,0,5,5,1,0,0,MONTANA ST,MONTANA ST,11,,,,,,,,
191486,Dane Steel,WR,0,0,,2029,233,60.8,63.9,84,0,0,1,0,0,5,0,0,0,0,MONTANA ST,MONTANA ST,5,,,,,,,,
191490,Carson Williams,CB,0,0,,2029,233,60.1,65.2,D08,0,0,1,0,3,0,0,0,0,0,MONTANA ST,MONTANA ST,3,60,,,,,,,
191492,Jabez Woods,WR,0,0,,2029,233,60,62.2,10,0,0,1,0,0,0,5,0,0,0,MONTANA ST,MONTANA ST,5,,,65.7,,,,,
191493,Braden Zimmer,T,0,0,,2029,233,60.9,61.9,72,0,0,1,5,0,0,0,0,0,0,MONTANA ST,MONTANA ST,5,,60,,,,,,
191778,Emmanuel Ofosu,CB,0,0,,2029,188,61.9,66.7,D30,0,0,1,0,0,5,0,0,1,0,ILL STATE,ILL STATE,6,,,,,,,,
201163,La'Shavion Brown,S,0,0,,2028,188,60,60.7,D04,0,0,1,0,1,0,0,0,0,0,ILL STATE,ILL STATE,1,60,,,,,,,
201168,Nio Espinoza,ED,1,0,,2029,188,53.6,68.7,D22,1,0,1,0,0,5,5,0,3,0,ILL STATE,ILL STATE,13,,,,,,,,
201169,Mar'Quan Gary,WR,0,0,,2030,188,59.8,62.2,12,0,0,1,0,0,0,5,0,0,0,ILL STATE,ILL STATE,5,,,59.1,,,,,
201423,Xavier Ahrens,LB,1,0,,2030,233,65.3,66.7,D43,0,0,1,0,0,5,0,0,0,0,MONTANA ST,MONTANA ST,5,,,,,,,,
201428,Carter Curnow,TE,0,0,,2030,233,61.8,66,85,0,0,1,0,0,5,5,0,0,0,MONTANA ST,MONTANA ST,10,,,,,,,,
201431,Colby Frokjer,P,0,0,,2030,233,61.3,68.8,S30,0,0,1,5,0,5,0,5,0,0,MONTANA ST,MONTANA ST,15,,60,,56.1,,,58.5,
201434,Brody Johnson,LS,0,0,,2030,233,65.9,63.6,S40,0,0,1,5,0,0,0,5,0,0,MONTANA ST,MONTANA ST,10,,61.6,,,81.1,,,
201438,Luke Oxarart,S,0,0,,2030,233,60,63.1,D25,0,0,1,0,0,0,1,0,0,0,MONTANA ST,MONTANA ST,1,,,,,,,,
