playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepOffense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesLongSnap,gradesKickReturn,gradesPuntReturn,gradesFgepKicker,gradesKickoffKicker,gradesPunter
54240,Cheikhsaliou Fall,ED,0,0,,2025,130,,61,66.9,D17,0,0,1,0,0,4,0,0,0,0,CAL,CAL,4,,,,,,,
62277,Jaiden Cameron,ED,0,0,,2025,256,,59.5,62.9,D53,0,0,1,0,2,0,0,0,0,0,NWESTERN,NWESTERN,2,59.3,,,,,,
62494,Alex Howard,LB,1,0,,2025,154,,71.9,66.6,D03,0,0,1,0,5,0,0,7,1,0,DUKE,DUKE,13,60,,,,,,
62724,Barry Brown,LB,0,0,,2025,141,,62,65.2,D35,0,0,1,0,2,7,0,0,0,0,COAST CAR,COAST CAR,9,59.9,,,,,,
63872,Kam Butler,ED,0,0,,2025,335,,59.9,64.3,D82,0,0,1,0,6,0,0,0,0,0,VIRGINIA,VIRGINIA,6,59.6,,,,,,
64470,Will Whitson,DI,0,0,,2028,141,,59.8,62.4,D44,0,0,1,0,1,0,0,0,0,0,COAST CAR,COAST CAR,1,59.6,,,,,,
66051,Josh Minkins,S,0,0,2025,2025,138,,60.1,65.7,D00,0,0,1,0,1,0,0,1,1,0,CINCINNATI,CINCINNATI,3,60,,,,,,
70536,Sebastian Macaluso,WR,0,0,,2025,285,,63.2,66.9,24,0,0,1,0,0,0,0,0,8,0,S JOSE ST,S JOSE ST,8,,,,,,,
70624,Jacob Garcia,LS,0,0,,2025,329,60,65.9,63.9,S49,0,0,1,1,0,0,0,6,0,0,UTAH ST,UTAH ST,7,,82.8,,,,,
70644,Ben Florentine,DI,0,0,,2026,351,,59.7,63.3,D94,0,0,1,0,3,0,0,5,0,0,WYOMING,WYOMING,8,59.1,,,,,,
70879,Tuasivi Nomura,LB,0,0,2025,2025,169,,59.9,62.8,D08,0,0,1,0,4,0,0,0,0,0,FRESNO ST,FRESNO ST,4,59.7,,,,,,
70933,DeCarlos Brooks,HB,0,0,,2025,110,,60,65.6,25,0,0,1,0,0,0,4,0,0,0,ARIZONA ST,ARIZONA ST,4,,,,,,,
70973,Bryant Jackson,LB,0,0,,2026,242,,56.8,64.4,D57,0,0,1,0,0,0,7,0,0,0,NEW MEX ST,NEW MEX ST,7,,,,,,,
71325,Boden Groen,TE,0,0,,2026,275,60,57.9,64.2,14,0,0,1,4,0,0,2,0,0,0,RICE,RICE,6,,,,,,,
71370,Domani Jackson,CB,0,0,2026,2026,103,,61.5,75,D01,0,0,1,0,5,0,0,0,3,0,ALABAMA,ALABAMA,8,59.7,,,,,,
71391,William Nimmo Jr.,S,0,0,,2025,284,,60,62.6,D07,0,0,1,0,1,0,0,0,1,0,S DIEGO ST,S DIEGO ST,2,60,,,,,,
71406,Akili Arnold,S,0,0,,2025,326,,62,68,D00,0,0,1,0,0,5,1,0,1,0,USC,USC,7,,,,,,,
71410,Easton Mascarenas-Arnold,LB,0,0,2025,2025,326,,60.3,63.9,D04,0,0,1,0,0,0,1,1,1,0,USC,USC,3,,,,,,,
71476,Cameron Warchuck,LS,0,0,,2026,340,60,59.4,63,S47,0,0,1,1,0,0,0,3,0,0,WASHINGTON,WASHINGTON,4,,55.3,,,,,
71530,Marquis Ashley,WR,0,0,,2026,239,,60,62.2,07,0,0,1,0,0,0,5,0,0,0,NEVADA,NEVADA,5,,,58,,,,
71674,Silas Bolden,WR,0,0,2025,2025,311,,59.6,66.7,11,0,0,1,0,0,0,1,3,2,0,TEXAS,TEXAS,6,,,,61,,,
71957,Sheldon Newton,DI,0,0,,2025,120,,58.8,63.3,D09,0,0,1,0,4,0,0,0,0,0,BOISE ST,BOISE ST,4,58.9,,,,,,
72089,DJ Harvey,CB,0,0,,2026,285,,60.2,65.5,D02,0,0,1,0,1,0,2,0,0,0,S JOSE ST,S JOSE ST,3,60,,,,,,
72178,Colby Bowman,WR,0,0,,2025,329,,59.9,68.2,09,0,0,1,0,0,0,9,6,0,0,UTAH ST,UTAH ST,15,,,,,,,
72332,Kamren Fabiculanan,S,0,0,,2025,340,,59.4,64.4,D13,0,0,1,0,0,0,0,3,0,0,WASHINGTON,WASHINGTON,3,,,,,,,
72338,Raider Damuni,S,0,0,,2028,128,,60,61.1,D03,0,0,1,0,1,0,0,0,0,0,BYU,BYU,1,59.9,,,,,,
72354,Logan Pili,LB,0,0,,2027,329,,60,62.1,D27,0,0,1,0,0,1,0,0,0,0,UTAH ST,UTAH ST,1,,,,,,,
72388,Justin Flowe,LB,0,0,,2027,109,,50.4,28,D00,0,1,1,0,0,5,0,5,5,0,ARIZONA,ARIZONA,15,,,,,,,
72425,Zahran Manley,CB,0,0,,2025,300,,62.2,68.6,D04,0,0,1,0,2,0,0,0,7,0,STANFORD,STANFORD,9,60,,,,,,
72538,Jadon Pearson,LB,0,0,,2026,329,,61.2,69.7,D39,0,0,1,0,0,1,9,0,0,0,UTAH ST,UTAH ST,10,,,,,,,
72689,Marshall Jackson,T,0,0,,2026,346,60,61.1,60.5,53,0,0,1,5,0,0,0,0,0,0,W KENTUCKY,W KENTUCKY,5,,,,,,,
72769,Lavario Wiley,CB,0,0,,2025,325,,63.1,69.7,D17,0,0,1,0,2,8,0,0,8,0,UNLV,UNLV,18,59.9,,,,,,
72821,Keith Conley Jr.,ED,0,0,,2026,325,,60.3,64.2,D99,0,0,1,0,1,0,0,0,1,0,UNLV,UNLV,2,59.6,,,,,,
73148,Falcon Kaumatule,G,0,0,,2025,328,60,61,61.5,59,0,0,1,5,0,0,0,0,0,0,UTAH,UTAH,5,,,,,,,
73151,Henry Ikahihifo,ED,0,0,,2026,239,,61,65.5,D00,0,0,1,0,4,0,0,0,3,0,NEVADA,NEVADA,7,59.9,,,,,,
73243,Lincoln Tuioti-Mariner,S,0,0,,2028,101,,60.7,62.7,D23,0,0,1,0,3,0,0,0,2,0,AIR FORCE,AIR FORCE,5,60,,,,,,
73389,Marco Notarainni,LB,0,0,,2026,120,,60.3,62.9,D53,0,0,1,0,6,0,0,0,1,0,BOISE ST,BOISE ST,7,59.7,,,,,,
73697,Sioeli Helu,G,0,0,,2027,242,60.2,61.7,68.3,58,0,0,1,6,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,6,,,,,,,
73935,Cade McConnell,QB,0,0,,2026,330,60,60.6,60.7,11,0,0,1,7,0,0,0,0,0,0,UTEP,UTEP,7,,,,,,,
74101,Justin Houston,CB,0,0,,2026,169,,60,61.7,D13,0,0,1,0,1,0,0,0,0,0,FRESNO ST,FRESNO ST,1,60,,,,,,
74119,Taariq Al-Uqdah,LB,0,0,,2027,341,,61.2,65.4,D00,0,0,1,0,1,3,0,0,1,0,WASH STATE,WASH STATE,5,60,,,,,,
74152,Ryan Quintanar,LB,0,0,,2026,326,,60,63.6,D51,0,0,1,0,0,1,0,0,0,0,USC,USC,1,,,,,,,
74236,Mason Murphy,T,0,0,2026,2026,326,60,62.2,69.6,76,0,0,1,8,0,0,0,0,0,0,USC,USC,8,,,,,,,
74267,Melquan Stovall,WR,0,0,,2025,110,,60.1,64.1,05,0,0,1,0,0,0,1,0,3,0,ARIZONA ST,ARIZONA ST,4,,,,61.4,,,
74427,Anthony Landphere,TE,0,0,2025,2025,218,60,61.3,61.5,82,0,0,1,6,0,0,0,0,0,0,MEMPHIS,MEMPHIS,6,,,,,,,
74498,Treven Ma'ae,DI,0,0,2025,2025,118,,59.8,64.6,D09,0,0,1,0,5,0,0,0,0,0,BAYLOR,BAYLOR,5,59.5,,,,,,
74652,AJ Vaipulu,G,0,0,,2026,242,60,61.2,62,51,0,0,1,6,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,6,,,,,,,
74957,Nathan Griffin,LB,0,0,,2025,346,,62.6,66.5,D45,0,0,1,0,0,0,1,0,5,0,W KENTUCKY,W KENTUCKY,6,,,,,,,
75288,Tegra Tshabola,G,0,0,,2028,260,62.5,62.2,67.6,77,0,0,1,7,0,0,0,0,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
75816,Chuck Hicks,LB,0,0,,2025,229,,60.1,63.3,D30,0,0,1,0,1,0,1,0,0,0,MISSOURI,MISSOURI,2,60,,,,,,
76532,Damaje Yancey,CB,0,0,,2025,318,,60.4,66.8,D09,0,0,1,0,6,0,0,0,1,0,TROY,TROY,7,59.7,,,,,,
76604,Capone Blue,CB,0,0,,2025,339,,61.1,68,D03,0,0,1,0,4,0,0,0,6,0,WAKE,WAKE,10,59.8,,,,,,
76711,Torey Richardson,CB,0,0,,2025,306,,62.6,67.9,D13,0,0,1,0,3,3,0,0,4,0,TEMPLE,TEMPLE,10,60,,,,,,
76792,Dennis Briggs Jr.,DI,0,0,,2025,187,,59.7,63.6,D06,0,0,1,0,3,0,0,0,0,0,ILLINOIS,ILLINOIS,3,59.5,,,,,,
76813,Antonio Colclough,ED,0,0,,2025,126,,60,62.7,D06,0,0,1,0,1,0,0,0,0,0,BUFFALO,BUFFALO,1,59.8,,,,,,
77244,Matt Harmon,ED,0,0,2025,2025,201,,60.3,65,D07,0,0,1,0,3,1,0,0,1,0,KENT STATE,KENT STATE,5,59.4,,,,,,
77252,Daniel Bolden,LB,0,0,,2025,316,,63.9,68.2,D31,0,0,1,0,5,0,6,6,1,1,TOLEDO,TOLEDO,18,59.9,,,,,,
77266,Keye Thompson,LB,0,0,,2025,268,,71.9,66.1,D38,0,0,1,0,2,2,5,0,1,0,PITTSBURGH,PITTSBURGH,10,59.6,,,,,,
77307,Justin Holloway,LS,0,0,,2025,109,61.6,77,63.5,S31,0,0,1,5,0,0,0,5,0,1,ARIZONA,ARIZONA,10,,81.1,,,,,
77518,Marques Cox,T,0,0,2025,2025,202,60,60,62.1,69,0,0,1,2,0,0,0,0,0,0,KENTUCKY,KENTUCKY,2,,,,,,,
77680,Jace Ruder,LB,0,0,,2025,251,,63.1,68,D03,0,0,1,0,0,6,5,0,6,0,N TEXAS,N TEXAS,17,,,,,,,
77939,Anthony Torres,TE,0,0,2025,2025,316,60,61.3,63,88,0,0,1,6,0,0,1,0,0,0,TOLEDO,TOLEDO,7,,,,,,,
78134,Tory Spears,S,0,0,,2025,314,,60,62.7,D12,0,0,1,0,1,0,0,0,0,0,TEXAS ST,TEXAS ST,1,60,,,,,,
78150,Sterling Galban,WR,0,0,,2026,216,,60.2,64.3,04,0,0,1,0,0,0,3,0,6,0,UMASS,UMASS,9,,,43.3,64.4,,,
78169,DaShon Bussell,CB,0,0,,2025,347,,60,63.6,D00,0,0,1,0,1,0,0,0,0,0,W MICHIGAN,W MICHIGAN,1,60,,,,,,
78573,Solomon Vanhorse,HB,0,0,,2026,190,,67.3,72.9,18,0,0,1,0,0,12,2,0,8,0,INDIANA,INDIANA,22,,,63,,,,
78999,Marque Collins,CB,0,0,,2026,128,,60.5,66.1,D02,0,0,1,0,5,0,0,0,0,0,BYU,BYU,5,60,,,,,,
81284,Jared Small,LB,0,0,,2026,109,,61.6,66.2,D40,0,0,1,0,0,5,0,0,0,0,ARIZONA,ARIZONA,5,,,,,,,
81437,Moroni Anae,ED,0,0,,2026,328,,63.8,70.5,D24,0,0,1,0,0,5,3,0,6,0,UTAH,UTAH,14,,,,,,,
81514,Brennen Milliron,LS,0,0,,2025,296,49.9,47,63.2,S39,0,0,1,7,0,0,0,4,0,0,SO MISS,SO MISS,11,,34.5,,,,,
81559,Spencer Lovell,G,0,0,,2025,239,60,61,61.8,76,0,0,1,3,0,0,0,0,0,0,NEVADA,NEVADA,3,,,,,,,
81809,Joe More,C,0,0,,2025,111,60,61.4,63.1,78,0,0,1,7,0,0,0,0,0,0,ARKANSAS,ARKANSAS,7,,,,,,,
81896,Wyatt Bowles,G,0,0,2025,2025,329,60,60,60.9,60,0,0,1,1,0,0,0,0,0,0,UTAH ST,UTAH ST,1,,,,,,,
82266,Matt Lawson,DI,0,0,,2025,242,,60.4,66.4,D90,0,0,1,0,2,0,0,0,1,0,NEW MEX ST,NEW MEX ST,3,59.6,,,,,,
82408,Maurice Strong Jr.,DI,0,0,,2025,288,,59.8,62.4,D55,0,0,1,0,1,0,0,0,0,0,S ALABAMA,S ALABAMA,1,59.6,,,,,,
82557,Jacob Mangum-Farrar,ED,0,0,,2025,190,,62.7,65.9,D07,0,0,1,0,0,12,0,0,0,0,INDIANA,INDIANA,12,,,,,,,
82560,Raymond Scott,LB,0,0,,2025,197,,60.5,65.3,D01,0,0,1,0,0,3,0,3,0,0,JAMES MAD,JAMES MAD,6,,,,,,,
82597,Kenneth Almendares,K,0,0,,2025,207,,60.4,67.8,S45,0,0,1,6,0,6,0,0,0,0,LA LAFAYET,LA LAFAYET,12,,,,,67.7,62.1,
83074,Jaden Robinson,CB,0,0,2025,2025,265,,60.4,65.4,D04,0,0,1,0,0,0,0,0,2,0,OREGON ST,OREGON ST,2,,,,,,,
83197,Dustin Johnson,S,0,0,,2025,259,,59.6,65.5,D06,0,0,1,0,4,1,0,5,0,0,OHIO,OHIO,10,59.8,,,,,,
83314,Jarvis Ware,CB,0,0,,2025,325,,60,63.5,D13,0,0,1,0,2,0,0,0,0,0,UNLV,UNLV,2,60,,,,,,
83315,Chris Mills,CB,0,0,,2025,314,,60.1,64.5,D07,0,0,1,0,2,0,0,0,0,0,TEXAS ST,TEXAS ST,2,59.8,,,,,,
83446,Brendon Harris,S,0,0,,2026,224,,59.8,64.9,D07,0,0,1,0,9,1,0,3,0,0,MIDDLE TN,MIDDLE TN,13,59.8,,,,,,
83824,Alex Williams,ED,0,0,2025,2025,224,,58.9,63.7,D99,0,0,1,0,5,0,0,0,0,0,MIDDLE TN,MIDDLE TN,5,58.9,,,,,,
83838,Armani-Eli Adams,S,0,0,,2025,347,,73.2,65.4,D30,0,0,1,0,6,1,0,3,1,1,W MICHIGAN,W MICHIGAN,11,59.9,,,,,,
85725,Jayden Dunlap,CB,0,0,,2026,128,,60,64.3,D29,0,0,1,0,0,0,0,0,1,0,BYU,BYU,1,,,,,,,
85774,Gracen Halton,DI,0,0,2026,2026,261,,60,64.4,D56,0,0,1,0,1,0,0,0,1,0,OKLAHOMA,OKLAHOMA,2,59.3,,,,,,
86142,Carson Lee,G,0,0,,2026,160,60,61,61.8,75,0,0,1,3,0,0,0,0,0,0,E MICHIGAN,E MICHIGAN,3,,,,,,,
86353,Byron Cardwell Jr.,HB,0,0,,2027,130,,62.4,68.1,21,0,0,1,0,0,0,3,0,4,0,CAL,CAL,7,,,,,,,
86392,Corey Kiner,HB,0,0,2025,2025,138,,59.8,64.2,21,0,0,1,0,0,0,0,2,0,0,CINCINNATI,CINCINNATI,2,,,,,,,
86489,Alex Moore,T,0,0,,2025,101,60,60.7,63.4,76,0,0,1,1,0,0,0,8,0,0,AIR FORCE,AIR FORCE,9,,,,,,,
86527,Rodney Robinson,S,0,0,,2025,120,,56.7,68.5,D04,0,0,1,0,1,7,0,4,1,0,BOISE ST,BOISE ST,13,60,,,,,,
86729,Ozzie Nicholas,LB,0,0,,2025,154,,56.5,65.8,D45,0,0,1,0,3,0,1,6,0,0,DUKE,DUKE,10,59.6,,,,,,
86759,Joe Bowman,K,0,0,,2026,330,,60,67.8,S97,0,0,1,0,0,4,0,0,0,0,UTEP,UTEP,4,,,,,,49.2,
86877,Ceyair Wright,CB,0,0,2026,2026,238,,74.7,67.4,D15,0,0,1,0,0,0,0,1,5,1,NEBRASKA,NEBRASKA,6,,,,,,,
88453,Dylan Brown,DI,0,0,,2025,196,,55.6,65.5,D54,0,0,1,0,8,0,0,8,0,0,JVILLE ST,JVILLE ST,16,58.7,,,,,,
88924,Josh Simmons,T,0,0,2025,2025,260,61.2,61.9,68.7,71,0,0,1,7,0,0,0,0,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
90160,Davis Salom,LS,0,0,,2025,285,60,42.7,64.1,S40,0,0,1,3,0,0,0,9,0,0,S JOSE ST,S JOSE ST,12,,7.9,,,,,
90279,Nilay Upadhyayula,LS,0,0,,2026,268,,58.9,63,S47,0,0,1,0,0,0,0,3,0,0,PITTSBURGH,PITTSBURGH,3,,53.7,,,,,
90529,Ose Egbase,ED,0,0,,2026,325,,60.4,69,D26,0,0,1,0,1,0,0,0,1,0,UNLV,UNLV,2,59.8,,,,,,
90613,Skylar Loving-Black,TE,0,0,,2025,285,60,60.5,61.1,86,0,0,1,3,0,0,0,0,0,0,S JOSE ST,S JOSE ST,3,,,,,,,
90626,Beau Gardner,LS,0,0,2026,2026,173,57.4,56.3,62.4,S60,0,0,1,6,0,0,0,1,0,0,GEORGIA,GEORGIA,7,,33.5,,,,,
90783,Tyrice Ivy Jr.,S,0,0,,2026,265,,61.5,67.2,D12,0,0,1,0,0,4,0,0,2,0,OREGON ST,OREGON ST,6,,,,,,,
90831,Isaac Gallegos,CB,0,0,,2026,242,,60,63.9,D39,0,0,1,0,0,0,0,1,0,0,NEW MEX ST,NEW MEX ST,1,,,,,,,
97061,Josh Kelly,WR,0,0,2025,2025,315,,60.2,64.6,03,0,0,1,0,0,1,0,0,4,0,TEXAS TECH,TEXAS TECH,5,,,,64.6,,,
97087,Amir McDaniel,CB,0,0,,2025,207,,69.1,68.2,D13,0,0,1,0,0,6,0,0,5,1,LA LAFAYET,LA LAFAYET,11,,,,,,,
97105,Cam Ross,WR,0,0,2026,2026,197,,60,62.1,01,0,0,1,0,0,0,0,0,1,0,JAMES MAD,JAMES MAD,1,,,,60.3,,,
97121,Gerald Green,HB,0,0,,2025,318,,60,64.2,00,0,0,1,0,0,0,2,0,0,0,TROY,TROY,2,,,,,,,
97125,Jacquez Stuart,HB,0,0,,2025,316,,59.8,62.3,00,0,0,1,0,0,0,6,0,0,0,TOLEDO,TOLEDO,6,,,72.2,,,,
97141,Antavious Lane,S,0,0,,2025,245,,61.7,66.4,D01,0,0,1,0,2,1,0,0,3,0,N CAROLINA,N CAROLINA,6,60,,,,,,
97143,Bralyn Lux,CB,0,0,2025,2025,315,,60.4,64,D00,0,0,1,0,7,0,0,0,1,0,TEXAS TECH,TEXAS TECH,8,60,,,,,,
97151,Michael Hayes,K,0,0,,2025,343,,60.5,68.2,S22,0,0,1,6,0,7,0,0,0,0,W VIRGINIA,W VIRGINIA,13,,,,,65.2,64.2,
97155,Jacob Barnes,K,0,0,,2026,319,,60,63.5,S35,0,0,1,5,0,0,0,0,0,0,TULANE,TULANE,5,,,,,71.3,,
97161,Aaron Young,HB,0,0,,2025,263,,60,63.6,05,0,0,1,0,0,1,0,0,0,0,DOMINION,DOMINION,1,,,,,,,
97188,Dante Wright,WR,0,0,,2025,306,,60,64.1,05,0,0,1,0,0,0,0,0,6,0,TEMPLE,TEMPLE,6,,,,65,,,
97200,Ulysses Bentley IV,HB,0,0,2025,2025,226,,60,64.8,24,0,0,1,0,0,0,0,0,2,0,OLE MISS,OLE MISS,2,,,,,,,
97204,Juwaun Price,HB,0,0,,2026,251,,60,62.2,02,0,0,1,0,0,0,5,0,0,0,N TEXAS,N TEXAS,5,,,72.2,,,,
97211,Christian Dremel,WR,0,0,,2025,278,,60.1,65.7,80,0,0,1,0,0,0,4,0,5,0,RUTGERS,RUTGERS,9,,,,62.5,,,
97213,Taylor Morin,WR,0,0,2025,2025,339,,60.2,65.1,02,0,0,1,0,0,0,2,0,6,0,WAKE,WAKE,8,,,,62.6,,,
97218,Jacob Bernard,WR,0,0,,2025,207,,60,63.9,04,0,0,1,0,0,0,0,0,5,0,LA LAFAYET,LA LAFAYET,5,,,,63.3,,,
97220,Anthony Wilson,S,0,0,,2025,343,,61.9,65.4,D12,0,0,1,0,2,4,0,0,2,0,W VIRGINIA,W VIRGINIA,8,60,,,,,,
97225,Brandon Crossley,CB,0,0,2025,2025,287,,63.4,69.3,D01,0,0,1,0,1,6,0,0,6,0,SMU,SMU,13,59.9,,,60,,,
97230,Marcus Harris,CB,0,0,2025,2025,130,,61.1,66.9,D05,0,0,1,0,2,4,0,1,1,0,CAL,CAL,8,60,,,,,,
97237,Rod Heard II,S,0,0,,2025,258,,63.3,77.7,D02,0,0,1,0,0,3,0,0,4,0,NOTRE DAME,NOTRE DAME,7,,,,,,,
97239,Chike Anigbogu,LB,0,0,,2025,275,,64.5,69.9,D07,0,0,1,0,1,12,2,1,8,0,RICE,RICE,24,60,,,,,,
97243,Isaiah Essissima,CB,0,0,,2025,144,,60.3,65.5,D01,0,0,1,0,2,0,0,0,1,0,COLO STATE,COLO STATE,3,59.8,,,,,,
97270,Mycah Pittman,WR,0,0,,2026,328,,60,63.3,05,0,0,1,0,0,0,0,0,3,0,UTAH,UTAH,3,,,,63.7,,,
97278,Javon Harvey,WR,0,0,,2025,154,,33.7,72.5,07,1,1,1,0,0,4,4,6,6,0,DUKE,DUKE,20,,,,,,,
97287,Trevor Wilson,WR,0,0,,2025,198,,60.1,65.1,07,0,0,1,0,0,0,6,2,4,0,KANSAS,KANSAS,12,,,61.8,63.8,,,
97303,Enoch Nawahine,HB,0,0,,2026,128,,60.2,65.4,21,0,0,1,0,0,2,0,0,0,0,BYU,BYU,2,,,,,,,
97305,Devyn Ford,HB,0,0,,2025,258,,60.1,68.2,22,0,0,1,0,0,3,4,5,0,0,NOTRE DAME,NOTRE DAME,12,,,59.9,,,,
97308,Jerjuan Newton,WR,0,0,2025,2025,316,,59.8,67.3,01,0,0,1,0,0,0,6,2,0,0,TOLEDO,TOLEDO,8,,,,,,,
97310,Deion Hankins,HB,0,0,2025,2025,314,,60,62.9,33,0,0,1,0,0,0,2,0,0,0,TEXAS ST,TEXAS ST,2,,,,,,,
97324,Jordan Clark,CB,0,0,2025,2025,258,,60,90.7,D01,0,0,1,0,0,0,0,0,1,0,NOTRE DAME,NOTRE DAME,1,,,,,,,
97329,Derrick Canteen,S,0,0,2025,2025,138,,61.6,65.4,D10,0,0,1,0,3,0,0,0,3,0,CINCINNATI,CINCINNATI,6,60,,,,,,
97330,Juan Powell,CB,0,0,,2025,141,,60.2,63.9,D00,0,0,1,0,1,0,0,1,1,0,COAST CAR,COAST CAR,3,60,,,,,,
97341,Ken Robinson,S,0,0,,2025,331,,60.8,64.8,D04,0,0,1,0,3,3,0,0,0,0,UTSA,UTSA,6,60.1,,,,,,
97343,AJ Williams,S,0,0,,2025,141,,59.6,64.5,D07,0,0,1,0,1,0,0,4,1,0,COAST CAR,COAST CAR,6,59.9,,,,,,
97351,Jakeen Harris,S,0,0,,2025,245,,59.9,65.3,D02,0,0,1,0,3,0,0,2,0,0,N CAROLINA,N CAROLINA,5,60,,,,,,
97353,Coco Azema,S,0,0,,2025,256,,61.4,64,D00,0,0,1,0,5,0,1,0,3,0,NWESTERN,NWESTERN,9,59.9,,60,,,,
97369,Sidney Porter,LB,0,0,,2025,200,,60.1,61.6,D11,0,0,1,0,6,0,0,0,0,0,KENNESAW,KENNESAW,6,60,,,,,,
97372,Reid Dedman,LB,0,0,,2025,174,,61.1,66.1,D17,0,0,1,0,1,4,0,7,1,0,GA SOUTHRN,GA SOUTHRN,13,59.9,,,,,,
97379,Woodi Washington,CB,0,0,,2025,261,,60.5,65.1,D05,0,0,1,0,1,0,0,0,2,0,OKLAHOMA,OKLAHOMA,3,60,,,,,,
97386,Solomon Brown,S,0,0,,2026,126,,59.9,62,D07,0,0,1,0,7,0,0,0,0,0,BUFFALO,BUFFALO,7,59.8,,,,,,
97392,Daton Montiel,K,0,0,,2025,166,60,61,66.5,S25,0,0,1,6,0,0,0,6,0,0,FIU,FIU,12,,,,,,,56.2
97397,Alex Raynor,K,0,0,,2025,202,,60,62.5,S16,0,0,1,2,0,0,0,0,0,0,KENTUCKY,KENTUCKY,2,,,,,60,,
97422,Dino Tomlin,WR,0,0,,2025,121,,62.6,68.3,13,0,0,1,0,0,0,1,0,9,0,BOSTON COL,BOSTON COL,10,,,,,,,
97423,Jake Smith,WR,0,0,,2025,110,,60,62.2,08,0,0,1,0,0,0,5,0,0,0,ARIZONA ST,ARIZONA ST,5,,,58,,,,
97427,Devin Voisin,WR,0,0,,2026,288,,59.8,66.1,01,0,0,1,0,0,0,6,0,0,0,S ALABAMA,S ALABAMA,6,,,,,,,
97453,Luis Cristobal Jr.,G,0,0,,2025,220,60,61.6,63.4,52,0,0,1,8,0,0,0,0,0,0,MIAMI FL,MIAMI FL,8,,,,,,,
97468,Trevon Booker,CB,0,0,,2025,136,,60.7,68.7,D20,0,0,1,0,1,4,0,6,2,0,CHARLOTTE,CHARLOTTE,13,60,,,,,,
97470,Keonte Glinton,CB,0,0,,2025,242,,62.3,67.3,D07,0,0,1,0,5,5,0,0,3,0,NEW MEX ST,NEW MEX ST,13,60,,,,,,
