playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesFgepOffense,gradesKickReturn,gradesLongSnap,gradesPuntReturn,gradesPunter,gradesKickoffKicker,gradesFgepKicker
86877,Ceyair Wright,CB,0,0,2026,2026,238,61.4,68.7,D01,0,0,1,0,3,0,0,0,4,0,NEBRASKA,NEBRASKA,7,59.8,,,,,,,
90079,David Reese,ED,0,0,,2026,304,61.4,65.7,D08,0,0,1,0,0,0,0,0,4,0,SYRACUSE,SYRACUSE,4,,,,,,,,
90224,Reymello Murphy,WR,0,0,,2026,146,60.6,67.6,06,0,0,1,0,0,0,4,0,0,0,UCONN,UCONN,4,,,,,,,,
90279,Nilay Upadhyayula,LS,0,0,,2026,268,61.3,63.7,S47,0,0,1,0,0,0,0,5,0,0,PITTSBURGH,PITTSBURGH,5,,,,64.8,,,,
90529,Ose Egbase,ED,0,0,,2026,325,59.9,63.8,D17,0,0,1,0,2,0,0,0,1,0,UNLV,UNLV,3,59.3,,,,,,,
90626,Beau Gardner,LS,0,0,2026,2026,173,77,63.7,S60,0,0,1,4,0,0,0,6,0,1,GEORGIA,GEORGIA,10,,60,,82.1,,,,
97105,Cam Ross,WR,0,0,2026,2026,335,60.2,64.3,06,0,0,1,0,0,0,4,0,8,0,VIRGINIA,VIRGINIA,12,,,59.1,,72.5,,,
97386,Solomon Brown,S,0,0,,2026,126,60,62.6,D07,0,0,1,0,1,0,0,0,2,0,BUFFALO,BUFFALO,3,60,,,,,,,
97427,Devin Voisin,WR,0,0,,2026,288,60,64.1,01,0,0,1,0,0,0,1,0,3,0,S ALABAMA,S ALABAMA,4,,,,,62.2,,,
97517,Marvae Myers,CB,0,0,,2026,214,67.6,71.7,D03,0,0,1,0,3,6,0,0,5,0,MARSHALL,MARSHALL,14,59.7,,,,,,,
97543,Jett Elad,S,0,0,,2026,278,61.1,65.5,D09,0,0,1,0,6,2,0,0,1,0,RUTGERS,RUTGERS,9,59.9,,,,,,,
97751,Mohamed Toure,LB,0,0,,2027,220,60.8,62.4,D01,0,0,1,0,3,0,0,0,2,0,MIAMI FL,MIAMI FL,5,59.9,,,,,,,
97761,Zaylin Wood,DI,0,0,,2026,333,59.1,63.2,D15,0,0,1,0,4,0,0,0,0,0,VANDERBILT,VANDERBILT,4,59.1,,,,,,,
97813,Donavon Greene,WR,0,0,,2026,337,60,61.2,03,0,0,1,0,0,0,1,0,0,0,VA TECH,VA TECH,1,,,,,,,,
97886,Mark Davis,CB,0,0,,2026,333,60,64.5,D17,0,0,1,0,2,0,0,0,0,0,VANDERBILT,VANDERBILT,2,60,,,,,,,
98082,Demetris Allen,G,0,0,,2026,331,61.7,63.5,73,0,0,1,9,0,0,0,0,0,0,UTSA,UTSA,9,,60,,,,,,
98193,Quindarius Dunnigan,ED,0,0,2026,2026,223,60,64.4,D99,0,0,1,0,0,0,0,0,2,0,MICH STATE,MICH STATE,2,,,,,,,,
98255,Jax Harrington,T,0,0,,2026,207,61.7,67.2,70,0,0,1,6,0,0,0,0,0,0,LA LAFAYET,LA LAFAYET,6,,60.6,,,,,,
98550,Adrian Medley,G,0,0,,2026,167,61.2,63.1,76,0,0,1,6,0,0,0,0,0,0,FLORIDA ST,FLORIDA ST,6,,60,,,,,,
99041,Jakai Moore,T,0,0,,2026,245,61.2,62.8,55,0,0,1,6,0,0,0,0,0,0,N CAROLINA,N CAROLINA,6,,60,,,,,,
99105,Brandon Mack II,ED,0,0,,2027,182,59.6,63.5,D04,0,0,1,0,5,0,0,0,0,0,HOUSTON,HOUSTON,5,59.5,,,,,,,
99276,Will Jones II,S,0,0,,2026,251,60,62.1,D00,0,0,1,0,3,0,0,0,0,0,N TEXAS,N TEXAS,3,60,,,,,,,
99280,Logan Wilson,CB,0,0,,2026,138,60.2,65.1,D07,0,0,1,0,4,0,4,0,0,0,CINCINNATI,CINCINNATI,8,59.7,,58.2,,,,,
99281,Isheem Young,S,0,0,,2026,218,61.4,67,D11,0,0,1,0,0,6,0,0,0,0,MEMPHIS,MEMPHIS,6,,,,,,,,
99286,Virdel Edwards II,CB,1,0,,2026,180,76.7,71.5,D23,0,0,1,0,0,7,0,0,1,0,HAWAII,HAWAII,8,,,,,,,,
99502,Deshawn McCuin,CB,0,0,,2026,284,56.7,68.7,D17,0,0,1,0,0,2,0,6,6,0,S DIEGO ST,S DIEGO ST,14,,,,,,,,
99726,Nate Temple,ED,0,0,,2026,268,60,62.9,D06,0,0,1,0,1,0,0,0,0,0,PITTSBURGH,PITTSBURGH,1,60,,,,,,,
99735,Cecil Powell,S,0,0,,2026,281,60,61.1,D02,0,0,1,0,1,0,0,0,0,0,SM HOUSTON,SM HOUSTON,1,60,,,,,,,
99757,Antonio Clary,S,0,0,,2026,335,60,64.9,D00,0,0,1,0,1,0,4,0,0,0,VIRGINIA,VIRGINIA,5,60,,60,,,,,
100221,PaSean Wimberly,HB,0,0,,2026,122,71.2,70,30,0,0,1,0,0,2,0,7,4,0,BOWL GREEN,BOWL GREEN,13,,,,,,,,
100437,Stephon Wright,DI,0,0,,2027,146,59.7,63.1,D92,0,0,1,0,1,0,0,0,0,0,UCONN,UCONN,1,59.4,,,,,,,
100445,De'Jon Benton,DI,0,0,,2026,180,60.2,65.6,D79,0,0,1,0,0,0,0,0,2,0,HAWAII,HAWAII,2,,,,,,,,
100457,Levani Damuni,LB,0,0,,2026,328,61.1,64.7,D03,0,0,1,0,1,0,3,2,2,0,UTAH,UTAH,8,60,,,,,,,
100595,Sitiveni Havili Kaufusi,ED,0,0,,2026,262,60,61.8,D17,0,0,1,0,0,0,0,1,0,0,OKLA STATE,OKLA STATE,1,,,,,,,,
100615,Briton Allen,S,0,0,,2026,220,61,66.9,D40,0,0,1,0,0,4,0,0,0,0,MIAMI FL,MIAMI FL,4,,,,,,,,
101373,Javin Wright,LB,0,0,2026,2026,238,60.9,66.7,D00,0,0,1,0,3,0,0,0,1,0,NEBRASKA,NEBRASKA,4,60,,,,,,,
101408,Smith Vilbert,ED,0,0,2026,2026,245,60.1,65.2,D08,0,0,1,0,2,0,0,0,2,0,N CAROLINA,N CAROLINA,4,59.6,,,,,,,
101456,Jalen Hunt,ED,0,0,2026,2026,138,58.9,64,D90,0,0,1,0,5,0,0,0,0,0,CINCINNATI,CINCINNATI,5,58.9,,,,,,,
101480,Joey Velazquez,LB,1,0,,2026,260,67.4,67.6,D39,0,0,1,0,0,7,3,0,0,0,OHIO STATE,OHIO STATE,10,,,,,,,,
101506,Derik LeCaptain,LB,0,0,,2026,225,62.4,69.2,D35,0,0,1,0,6,4,4,7,4,0,MINNESOTA,MINNESOTA,25,60,,,,,,,
101613,Jack Bouwmeester,P,0,0,2026,2026,311,60.7,62.4,S19,0,0,1,7,0,0,0,1,0,0,TEXAS,TEXAS,8,,60,,,,60,,
101668,Tate Hallock,S,0,0,,2026,347,61.8,67.3,D03,0,0,1,0,3,0,0,0,3,0,W MICHIGAN,W MICHIGAN,6,60,,,,,,,
101911,Rushawn Lawrence,DI,0,0,,2026,225,58.7,64,D16,0,0,1,0,6,0,0,0,0,0,MINNESOTA,MINNESOTA,6,58.8,,,,,,,
102309,Jordan Hall,G,0,0,,2026,319,61.1,65.7,50,0,0,1,3,0,0,0,0,0,0,TULANE,TULANE,3,,60,,,,,,
104560,Noah Holmes,LB,0,0,,2026,156,63.6,68.7,D25,0,0,1,0,2,8,3,2,7,0,E CAROLINA,E CAROLINA,22,60,,,,,,,
104901,Marcus Velez,TE,0,0,,2026,126,61.2,67.9,19,0,0,1,0,0,5,2,0,0,0,BUFFALO,BUFFALO,7,,,,,,,,
106446,Clay Patterson,DI,0,0,,2026,300,60,64.7,D91,0,0,1,0,0,0,0,0,1,0,STANFORD,STANFORD,1,,,,,,,,
108560,Michael Flores,G,0,0,,2026,210,61.4,62,51,0,0,1,4,0,0,0,0,0,0,LOUISVILLE,LOUISVILLE,4,,60,,,,,,
116043,Tra Thomas,ED,0,0,,2026,248,57,68.9,D04,0,0,1,0,2,8,0,1,1,0,NC STATE,NC STATE,12,60,,,,,,,
121358,Ethan Myers,LS,0,0,,2026,227,65.2,63.2,S45,0,0,1,8,0,0,0,3,0,0,MISS STATE,MISS STATE,11,,66.3,,78.2,,,,
121426,Caullin Lacy,WR,0,0,2026,2026,210,60.3,64.3,05,0,0,1,0,0,0,3,0,8,0,LOUISVILLE,LOUISVILLE,11,,,62.8,,90.3,,,
121445,Keyshawn Woodyard,WR,0,0,,2026,288,62.3,71.3,18,0,0,1,0,0,0,6,0,3,0,S ALABAMA,S ALABAMA,9,,,,,,,,
121461,Tyrese Hopkins,LB,0,0,,2026,209,61.7,66.2,D06,0,0,1,0,2,1,0,0,4,0,LA MONROE,LA MONROE,7,59.9,,,,,,,
121488,Zaire Flournoy,G,0,0,,2027,166,61.4,66.3,51,0,0,1,4,0,0,0,0,0,0,FIU,FIU,4,,60,,,,,,
121492,Justin Jones,HB,0,0,2026,2026,115,60.7,72.6,35,0,0,1,0,0,2,3,1,6,0,AUBURN,AUBURN,12,,,,,,,,
121523,Kenneth Harris,CB,0,0,2026,2026,262,60.1,62.1,D23,0,0,1,0,6,0,0,0,0,0,OKLA STATE,OKLA STATE,6,59.9,,,,,,,
121537,Lincoln Pare,HB,0,0,2026,2026,314,60,66.1,07,0,0,1,0,0,0,0,0,2,0,TEXAS ST,TEXAS ST,2,,,,,,,,
121669,Isaiah Cash,CB,0,0,,2026,337,57.8,69.9,D18,0,0,1,0,0,3,0,8,2,1,VA TECH,VA TECH,13,,,,,,,,
121708,Tyson Thompson,TE,0,0,,2026,275,60,66.2,11,0,0,1,0,0,0,6,0,5,0,RICE,RICE,11,,,,,63.8,,,
121724,Immanuel Bush,DI,0,0,,2026,197,58.8,64.1,D00,0,0,1,0,4,0,0,0,0,0,JAMES MAD,JAMES MAD,4,58.7,,,,,,,
121728,JoJo Evans Jr.,S,0,0,,2026,210,60.7,67.1,D27,0,0,1,0,1,0,0,0,2,0,LOUISVILLE,LOUISVILLE,3,60,,,,,,,
121739,Kerion Martin,LB,0,0,,2026,214,60,62.2,D22,0,0,1,0,2,0,0,0,0,0,MARSHALL,MARSHALL,2,59.9,,,,,,,
121745,Zane Porter,LB,0,0,,2026,214,70,68.1,D15,0,0,1,0,0,6,9,4,0,1,MARSHALL,MARSHALL,19,,,,,,,,
121749,Daytione Smith,S,0,0,,2027,214,60.9,65.7,D17,0,0,1,0,3,0,0,0,2,0,MARSHALL,MARSHALL,5,60,,,,,,,
121800,Devyn Curtis,LB,0,0,,2027,113,60.2,63.9,D31,0,0,1,0,0,0,2,4,0,0,ARK STATE,ARK STATE,6,,,,,,,,
121817,Frank Peasant,HB,0,0,,2026,218,60.7,65.4,22,0,0,1,0,0,3,3,0,0,0,MEMPHIS,MEMPHIS,6,,,,,,,,
121971,Durham Harris,LS,0,0,,2026,333,64,62.6,S46,0,0,1,4,0,0,0,2,0,0,VANDERBILT,VANDERBILT,6,,60,,77,,,,
121982,David Nunez,P,0,0,,2026,314,60.8,66.4,S38,0,0,1,4,0,0,0,5,0,0,TEXAS ST,TEXAS ST,9,,60,,,,41.6,,
122018,Josh Hancock,LS,0,0,,2026,330,76.8,64,S39,0,0,1,4,0,0,0,7,0,1,UTEP,UTEP,11,,60,,82.9,,,,
122103,Rodney Johnson,CB,0,0,,2026,210,66,70.5,D07,0,0,1,0,0,6,0,5,6,0,LOUISVILLE,LOUISVILLE,17,,,,,,,,
122144,DeMonte Capehart,DI,0,1,2026,2026,140,46.2,26.1,D19,0,1,1,7,3,0,0,0,0,0,CLEMSON,CLEMSON,10,59.2,60,,,,,,
122156,Walker Parks,G,0,0,,2026,140,61.2,63,64,0,0,1,6,0,0,0,0,0,0,CLEMSON,CLEMSON,6,,60,,,,,,
122163,Tyler Venables,S,0,0,,2026,140,91.7,70.6,D24,0,0,1,0,0,8,0,3,3,1,CLEMSON,CLEMSON,14,,,,,,,,
122164,E.J. Williams Jr.,WR,0,0,2026,2026,190,61.2,65.7,07,0,0,1,0,0,0,3,0,2,0,INDIANA,INDIANA,5,,,,,,,,
122165,Tre Williams,DI,0,0,,2026,222,60,62.7,D00,0,0,1,0,1,0,0,0,0,0,MICHIGAN,MICHIGAN,1,59.8,,,,,,,
122234,Anderson Castle,HB,0,0,2026,2026,154,62.5,67.2,04,0,0,1,0,0,8,0,0,0,0,DUKE,DUKE,8,,,,,,,,
122261,Tony Anyanwu,ED,0,0,,2026,275,60.6,65.5,D26,0,0,1,0,5,0,0,0,2,0,RICE,RICE,7,59.5,,,,,,,
122269,Mike Harris,S,0,0,,2026,288,60.3,67.9,D08,0,0,1,0,1,3,0,3,0,0,S ALABAMA,S ALABAMA,7,59.9,,,,,,,
122274,A.J. McCarty,CB,0,0,,2026,315,61.2,64.5,D01,0,0,1,0,0,8,0,0,0,0,TEXAS TECH,TEXAS TECH,8,,,,,,,,
122278,Devin Neal,S,0,0,2026,2026,335,60.7,66.8,D27,0,0,1,0,3,0,4,0,0,0,VIRGINIA,VIRGINIA,7,60,,,,,,,
122299,Quincy Jenkins,G,0,0,,2026,346,61.7,68.3,63,0,0,1,6,0,0,0,0,0,0,W KENTUCKY,W KENTUCKY,6,,60.2,,,,,,
122323,Shane Bruce,LB,0,0,,2026,141,60,62.6,D01,0,0,1,0,1,0,0,0,1,0,COAST CAR,COAST CAR,2,60,,,,,,,
122381,Calib Perez,G,0,0,,2027,321,60,63.4,75,0,0,1,1,0,0,0,0,0,0,UAB,UAB,1,,60,,,,,,
122396,Stephen Dix Jr.,LB,0,0,2026,2026,111,59.3,65.6,D14,0,0,1,0,0,0,0,5,0,0,ARKANSAS,ARKANSAS,5,,,,,,,,
122398,Markeston Douglas,TE,0,0,,2026,167,61.3,62.1,87,0,0,1,6,0,0,0,1,0,0,FLORIDA ST,FLORIDA ST,7,,60,,,,,,
122399,Jadarius Green-McKnight,S,0,0,,2026,214,60.1,66,D04,0,0,1,0,6,2,0,3,0,0,MARSHALL,MARSHALL,11,59.9,,,,,,,
122451,Rasheed Miller,T,0,0,2026,2026,210,60.8,62.7,60,0,0,1,4,0,0,0,0,0,0,LOUISVILLE,LOUISVILLE,4,,60,,,,,,
122491,Jason Moore,DI,0,0,,2026,176,61.4,66.6,D95,0,0,1,7,8,0,0,1,0,0,GA TECH,GA TECH,16,59.9,60,,,,,,
122551,Kenean Caldwell,DI,0,0,,2026,198,58.7,63.3,D97,0,0,1,0,5,0,0,0,0,0,KANSAS,KANSAS,5,58.8,,,,,,,
122557,Emory Duggar,LS,0,0,,2026,198,62.8,61.8,S51,0,0,1,6,0,0,0,0,0,0,KANSAS,KANSAS,6,,63.4,,70.1,,,,
122563,Will Huggins,TE,0,0,,2026,261,61.2,63.1,81,0,0,1,7,0,0,4,0,0,0,OKLAHOMA,OKLAHOMA,11,,60,,,,,,
122572,Kyler Pearson,WR,0,0,,2027,156,60.2,64.1,E00,0,0,1,0,0,0,3,0,7,0,E CAROLINA,E CAROLINA,10,,,62.8,,63.9,,,
122608,Christian Moore,TE,0,0,,2026,273,60.9,70.8,44,0,0,1,0,0,0,4,0,0,0,PURDUE,PURDUE,4,,,,,,,,
122610,Beau Palmer,LB,0,0,,2026,199,60.2,63.5,D57,0,0,1,0,0,0,0,4,0,0,KANSAS ST,KANSAS ST,4,,,,,,,,
122619,Cody Stufflebean,ED,0,0,,2026,199,60.1,67.4,D47,0,0,1,0,8,0,0,0,2,0,KANSAS ST,KANSAS ST,10,59.1,,,,,,,
122620,Will Swanson,TE,0,0,,2026,199,60.5,67.1,83,0,0,1,2,0,0,8,0,0,0,KANSAS ST,KANSAS ST,10,,60,,,,,,
122635,Courtline Flowers,CB,0,0,,2026,207,60.5,66.5,D07,0,0,1,0,2,0,0,0,1,0,LA LAFAYET,LA LAFAYET,3,60,,,,,,,
122645,Caleb Kibodi,LB,0,1,,2026,207,55.4,27.4,D45,0,1,1,0,1,6,4,3,0,1,LA LAFAYET,LA LAFAYET,14,59.9,,,,,,,
122647,Jordan Lawson,ED,0,0,,2026,207,59.9,63.5,D00,0,0,1,0,2,0,0,0,0,0,LA LAFAYET,LA LAFAYET,2,59.7,,,,,,,
122655,Dominique Ratcliff,DI,0,0,,2026,190,60,64.7,D91,0,0,1,0,0,0,0,0,1,0,INDIANA,INDIANA,1,,,,,,,,
122660,Tyree Skipper,S,0,0,,2026,207,60,61.2,D04,0,0,1,0,2,0,0,0,0,0,LA LAFAYET,LA LAFAYET,2,60,,,,,,,
122665,Ben Bell,ED,0,0,,2026,337,60,64.4,D33,0,0,1,0,0,0,0,0,2,0,VA TECH,VA TECH,2,,,,,,,,
122670,Kershawn Fisher,ED,0,0,,2026,347,60.2,64.3,D20,0,0,1,0,3,0,0,0,1,0,W MICHIGAN,W MICHIGAN,4,59.5,,,,,,,
122680,Logan Klotz,K,0,0,,2027,207,60,68.9,S40,0,0,1,0,0,6,0,0,0,0,LA LAFAYET,LA LAFAYET,6,,,,,,,65.3,
122687,Keveion'ta Spears,DI,0,0,2026,2026,287,59.4,63.3,D40,0,0,1,0,2,0,0,0,0,0,SMU,SMU,2,59.2,,,,,,,
122690,Cedric Woods,CB,0,0,,2026,208,60.2,65.9,D11,0,0,1,0,0,0,0,0,3,0,LA TECH,LA TECH,3,,,,,,,,
122692,Kobe Baynes,G,0,0,,2026,198,61.7,68.3,70,0,0,1,6,0,0,0,0,0,0,KANSAS,KANSAS,6,,60.2,,,,,,
122707,Christian Fitzpatrick,WR,0,0,,2026,262,59.9,65.7,16,0,0,1,0,0,0,7,0,0,0,OKLA STATE,OKLA STATE,7,,,,,,,,
122740,Tahj Chambers,LB,0,0,2026,2026,226,63.6,67.7,D26,0,0,1,0,0,7,0,0,4,0,OLE MISS,OLE MISS,11,,,,,,,,
122821,Kedrick Bingley-Jones,DI,0,0,,2027,227,58.9,63.6,D22,0,0,1,0,5,0,0,0,0,0,MISS STATE,MISS STATE,5,58.9,,,,,,,
122823,Jalen Brooks,LB,0,0,,2026,230,61.4,67,D19,0,0,1,0,3,5,0,7,4,0,MO STATE,MO STATE,19,59.9,,,,,,,
122825,Noah Burnette,K,0,0,,2026,258,60,61.7,S98,0,0,1,1,0,0,0,0,0,0,NOTRE DAME,NOTRE DAME,1,,,,,,,,60
122836,Elijah Green,HB,0,0,,2026,281,59.9,65.4,21,0,0,1,0,0,0,9,0,0,0,SM HOUSTON,SM HOUSTON,9,,,58.7,,,,,
122837,Tony Grimes,CB,0,0,,2026,273,61.3,67.6,D00,0,0,1,0,3,0,0,0,4,0,PURDUE,PURDUE,7,60,,,,,,,
122842,Malik McGowan,G,0,0,,2026,325,61.6,62.1,60,0,0,1,5,0,0,0,0,0,0,UNLV,UNLV,5,,60.8,,,,,,
122849,Spencer Triplett,LS,0,0,2026,2026,245,65.5,63.2,S42,0,0,1,6,0,0,0,4,0,0,N CAROLINA,N CAROLINA,10,,63.4,,79.8,,,,
122855,Devan Boykin,S,0,0,2026,2026,190,61.3,65.7,D12,0,0,1,0,1,6,0,1,1,0,INDIANA,INDIANA,9,60,,,,,,,
122874,Matt McCabe,G,0,0,,2026,248,62,68.1,66,0,0,1,8,0,0,0,2,0,0,NC STATE,NC STATE,10,,60,,,,,,
122879,Jayland Parker,LB,0,0,,2026,214,69.7,64.2,D07,0,0,1,0,7,0,9,0,1,0,MARSHALL,MARSHALL,17,60,,,,,,,
122880,Josh Pierre-Louis,S,0,0,,2027,214,60,61.5,D11,0,0,1,0,2,0,0,0,0,0,MARSHALL,MARSHALL,2,60,,,,,,,
122903,Aidan Keanaaina,DI,0,0,2026,2026,130,70.3,63.9,D47,0,0,1,0,4,0,0,8,0,1,CAL,CAL,12,59.2,,,,,,,
122908,Caleb Offord,CB,0,0,2026,2026,200,55.4,69.2,D02,0,0,1,0,4,0,0,7,1,0,KENNESAW,KENNESAW,12,59.7,,,,,,,
122916,Nate Anderson,G,0,0,,2026,287,61.2,62.4,69,0,0,1,5,0,0,0,5,0,0,SMU,SMU,10,,60,,,,,,
122917,Noah Arinze,ED,0,0,,2026,141,61,65.7,D42,0,0,1,0,5,0,0,0,1,0,COAST CAR,COAST CAR,6,60.2,,,,,,,
122924,Joshua Eaton,CB,0,0,,2026,223,60.4,65.4,D07,0,0,1,0,0,0,0,0,2,0,MICH STATE,MICH STATE,2,,,,,,,,
122949,Shane Whitter,LB,0,0,,2026,251,60,62.9,D07,0,0,1,0,0,0,0,1,0,0,N TEXAS,N TEXAS,1,,,,,,,,
122990,Nick Session,S,0,0,,2027,242,60.3,70.2,D05,0,0,1,0,6,4,0,7,0,0,NEW MEX ST,NEW MEX ST,17,59.8,,,,,,,
122993,Quinton Stewart,TE,0,0,,2026,262,60.3,66.1,82,0,0,1,5,0,0,7,1,0,0,OKLA STATE,OKLA STATE,13,,60,,,,,,
