playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense,gradesCoverageDefense
70644,Ben Florentine,DI,0,0,,0,0,,WYOMING,0,D94,0,0,0,23,1,2026,39,72.9,0,0,0,0,0,0,4,0,68.2,0,1,0,0,WYOMING,0,0,1,0,,0,0,63.4,,75.6,0,351,39,0,33,0,0,16,0,2,0,0,2,54.6,
70831,Korey Foreman,ED,0,0,,1,0,,FRESNO ST,0,D00,0,0,2,8,1,2026,12,73.4,0,0,1,0,2,0,0,0,60.1,0,0,0,1,FRESNO ST,2,0,3,0,,0,,82.8,,74.2,0,169,12,0,0,0,0,2,0,0,0,0,12,84.2,60.3
70879,Tuasivi Nomura,LB,1,0,2025,0,1,100,FRESNO ST,2,D08,42,38,0,7,1,2025,1,64.7,10,1,2,0,20,0,0,0,62.5,0,0,0,1,FRESNO ST,2,0,2,0,10,4,16.7,66,10,75.3,0,169,43,0,0,0,108.3,16,0,3,0,0,1,77.2,58.3
71322,Keyon Ware-Hudson,DI,0,0,,0,0,,OREGON,0,D95,0,0,0,5,1,2025,13,,0,0,0,0,0,1,3,0,56.7,0,0,0,0,OREGON,0,0,0,0,,0,,55.2,,72.8,0,264,13,0,9,0,0,8,0,0,0,0,0,56.9,
71370,Domani Jackson,CB,3,0,2026,0,0,0,ALABAMA,0,D01,52,1,0,1,1,2026,0,,0,0,0,0,26,0,0,0,63.8,51,0,1,0,ALABAMA,0,0,0,0,,0,,60.4,,76.3,0,103,52,0,0,0,39.6,25,0,0,0,0,0,58.3,59.8
71391,William Nimmo Jr.,S,1,0,,0,0,0,S DIEGO ST,4,D07,28,9,0,0,1,2025,0,82.9,0,0,0,0,15,0,0,0,62.4,0,0,0,0,S DIEGO ST,0,0,0,0,,3,0,47,,74.3,0,284,28,0,0,0,39.6,13,0,0,16,0,0,,41.5
71398,Keanu Tanuvasa,DI,0,0,,0,0,,UTAH,1,D57,3,3,1,30,1,2027,50,73.2,0,0,0,0,0,1,9,0,66.5,0,3,1,0,UTAH,2,1,4,0,,0,0,67.1,,0,0,328,53,0,39,0,0,23,1,1,0,0,1,70.6,
72089,DJ Harvey,CB,4,0,,0,1,50,S JOSE ST,1,D02,49,7,0,1,1,2026,0,28,0,2,0,0,22,0,0,0,63.7,40,0,0,0,S JOSE ST,1,0,0,0,3,2,50,66.1,0,75.5,0,285,49,3,0,0,56.3,26,0,0,0,0,0,59,66.1
72332,Kamren Fabiculanan,S,2,0,,0,2,100,WASHINGTON,3,D13,61,29,0,5,1,2025,9,29.3,23,2,2,0,40,0,0,0,45,1,0,1,0,WASHINGTON,1,0,2,0,19,12,40,55.5,11.5,0,0,340,70,18,0,0,114.6,25,0,0,19,0,9,61.6,64.7
72338,Raider Damuni,S,1,0,,0,0,100,BYU,3,D03,25,14,0,0,1,2028,1,81.6,24,1,0,0,16,0,0,0,75.7,0,0,0,0,BYU,2,0,0,0,24,1,0,66.2,24,72.3,0,128,26,2,0,0,118.8,10,0,0,10,0,1,,58.4
72354,Logan Pili,LB,0,0,,0,0,,UTAH ST,0,D27,1,1,0,0,1,2027,0,,0,0,0,0,0,0,0,0,60,0,0,0,0,UTAH ST,0,0,0,0,,0,,60,,63.9,0,329,1,0,0,0,0,1,0,0,0,0,0,,
72535,Noa Pola-Gates,CB,3,0,,1,1,66.7,NEW MEXICO,4,D34,61,1,0,0,1,2025,0,63.9,13,2,0,0,28,0,0,0,69.1,60,0,0,0,NEW MEXICO,1,0,0,0,10,0,20,68.1,6.5,76.9,0,241,61,1,0,0,115.3,33,0,0,0,1,0,,66.5
72538,Jadon Pearson,LB,0,0,,0,0,,UTAH ST,1,D39,14,12,0,1,1,2026,0,74.8,0,0,0,0,6,0,0,0,64.1,0,0,0,0,UTAH ST,0,0,0,0,,2,0,64.5,,68.1,0,329,14,0,0,0,0,7,0,0,0,0,0,59.6,62.5
72821,Keith Conley Jr.,ED,0,0,,0,0,,UNLV,2,D99,0,0,1,12,1,2026,30,74.7,0,0,0,0,0,6,0,0,54.5,0,1,0,0,UNLV,2,0,2,0,,0,0,61.7,,75.6,0,325,30,0,7,0,0,18,0,0,0,0,17,69.8,
73151,Henry Ikahihifo,ED,0,0,,0,2,,NEVADA,1,D00,4,4,0,19,1,2026,53,24.1,0,0,0,0,11,0,0,0,47.8,0,0,0,0,NEVADA,1,0,0,0,,0,50,56.4,,81.5,0,239,57,0,0,0,0,27,0,1,0,0,53,64.4,63
74101,Justin Houston,CB,2,0,,0,0,50,FRESNO ST,0,D13,22,0,0,0,1,2026,0,,21,1,0,1,12,0,0,0,62.3,0,0,0,0,FRESNO ST,0,0,0,0,21,22,,63.8,21,77.5,0,169,22,1,0,0,47.9,10,0,0,0,0,0,,63
74119,Taariq Al-Uqdah,LB,5,0,,0,4,80,WASH STATE,6,D00,57,47,0,4,1,2027,2,27.5,37,4,1,0,32,0,0,0,48,1,0,0,0,WASH STATE,3,0,1,0,17,6,36.4,55.4,9.3,77.1,0,341,59,49,0,0,97.5,23,0,1,3,0,2,54.8,62
74258,Justin Sinclair,S,1,0,,0,1,100,HAWAII,4,D06,30,15,0,0,1,2026,0,52.6,2,1,0,0,13,0,0,0,54.8,0,0,0,0,HAWAII,2,0,0,0,2,2,20,67.8,2,73,0,180,30,1,0,0,79.2,17,0,0,13,0,0,,74.1
74498,Treven Ma'ae,DI,0,0,2025,0,0,,BAYLOR,3,D09,0,0,0,6,1,2025,50,75.3,0,0,1,0,0,30,10,0,65.1,0,0,0,0,BAYLOR,2,0,1,0,,0,0,69.8,,75.2,0,118,50,0,10,0,0,44,0,0,0,0,0,75.1,60
75041,Jaymar Mundy,CB,2,0,,0,0,100,W KENTUCKY,0,D10,7,1,0,0,1,2026,0,,125,2,0,0,5,0,0,0,60,6,0,0,0,W KENTUCKY,0,0,0,0,71,0,,25.3,62.5,68.9,0,346,7,31,0,0,158.3,2,0,0,0,1,0,,26.3
75263,Silas Walters,S,6,0,2026,0,3,50,MIAMI OH,8,D29,65,7,0,0,1,2026,0,42.9,17,3,0,0,36,0,0,0,45.3,0,0,0,0,MIAMI OH,1,0,0,0,13,40,27.3,56.9,5.7,78.8,0,221,65,3,0,1,56.3,29,0,0,18,0,0,,61.7
75816,Chuck Hicks,LB,1,0,,0,0,100,MISSOURI,4,D30,28,25,0,1,1,2025,1,79.1,12,1,0,0,12,0,0,0,72.2,0,0,0,0,MISSOURI,2,0,0,0,12,3,0,73.8,12,71.4,0,229,29,2,0,1,116.7,16,1,0,0,0,1,60,67.2
76532,Damaje Yancey,CB,3,0,,0,2,66.7,TROY,6,D09,68,7,0,0,1,2025,0,52.1,23,2,0,0,26,0,0,0,54.1,60,0,0,0,TROY,2,0,0,0,12,1,20,56.4,11.5,76.3,0,318,68,6,0,0,89.6,42,1,2,0,0,0,,57.6
76604,Capone Blue,CB,6,0,,0,1,66.7,WAKE,6,D03,71,0,0,0,1,2025,0,70.5,32,4,0,0,36,0,0,0,61.5,71,0,0,0,WAKE,2,0,0,0,12,0,12.5,71.3,8,78.1,0,339,71,13,0,0,79.9,35,0,1,0,0,0,,71.8
76711,Torey Richardson,CB,3,0,,0,0,66.7,TEMPLE,1,D13,47,1,0,1,1,2025,2,73.5,17,2,0,0,17,0,0,0,59.1,43,0,0,0,TEMPLE,0,0,0,0,22,2,0,64,8.5,77,0,306,49,-1,0,0,81.3,31,0,0,1,0,2,60,65.1
76792,Dennis Briggs Jr.,DI,0,0,,0,0,,ILLINOIS,1,D06,0,0,1,25,1,2025,46,74.8,0,0,2,0,0,36,0,0,57.3,0,1,0,0,ILLINOIS,1,0,4,0,,0,0,65.6,,74.9,0,187,46,0,8,0,0,21,0,1,0,0,2,70.2,
76813,Antonio Colclough,ED,0,0,,0,0,,BUFFALO,1,D06,0,0,0,13,1,2025,22,71.3,0,0,3,0,0,11,0,0,74.4,0,1,0,0,BUFFALO,1,0,4,0,,0,0,76.7,,73.8,0,126,22,0,4,0,0,9,1,0,0,0,7,67.3,
76999,Darnell Jefferies,DI,0,0,,0,0,,MINNESOTA,1,D08,0,0,0,10,1,2025,18,72.4,0,0,0,0,0,1,0,0,64.5,0,0,0,0,MINNESOTA,1,0,0,0,,0,0,66.2,,72.9,0,225,18,0,17,0,0,8,0,1,0,0,0,61.9,60
77244,Matt Harmon,ED,0,0,2025,0,0,,KENT STATE,4,D07,0,0,1,17,1,2025,38,79.6,0,0,0,0,1,0,0,0,60.3,0,1,0,0,KENT STATE,4,0,2,0,,0,0,66.6,,79.2,0,201,38,0,0,0,0,20,1,0,0,0,38,69.6,60
77252,Daniel Bolden,LB,3,0,,0,1,66.7,TOLEDO,3,D31,51,51,2,8,1,2025,0,59.2,9,2,1,0,25,0,0,0,58.1,0,0,0,0,TOLEDO,5,0,3,0,7,0,20,67.2,4.5,74,0,316,51,4,0,0,70.1,18,0,1,0,0,0,74.3,63.7
78999,Marque Collins,CB,1,0,,0,0,0,BYU,1,D02,52,3,0,0,1,2026,1,73.5,0,0,0,0,30,0,0,0,64.2,49,0,1,0,BYU,0,0,0,0,,0,0,56,,76.4,0,128,53,0,0,1,39.6,23,0,0,0,0,1,,54.3
81249,Jayden McDonald,LB,2,0,,0,0,50,UCONN,5,D10,76,69,1,15,1,2025,2,82.7,11,1,1,0,29,0,0,0,57.4,0,0,1,0,UCONN,3,0,2,0,11,7,0,56.5,11,0,0,146,78,0,0,0,66.7,34,0,2,0,0,2,61.5,60.5
82212,Jermayne Lole,DI,0,0,,0,0,,TEXAS,0,D99,0,0,0,11,1,2025,21,,0,0,0,0,0,4,4,0,66.5,0,0,0,0,TEXAS,0,0,0,0,,0,,68.2,,73.4,0,311,21,0,13,0,0,10,0,0,0,0,0,63.2,
82266,Matt Lawson,DI,0,0,,0,0,,NEW MEX ST,1,D90,0,0,0,16,1,2025,37,72,0,0,0,0,0,2,11,0,69.3,0,0,0,0,NEW MEX ST,1,0,0,0,,0,0,65.7,,76,0,242,37,0,24,0,0,21,0,2,0,0,0,54.8,
82281,Ezekiel Holmes,DI,0,0,,0,0,,ILLINOIS,0,D33,0,0,0,7,1,2025,11,,0,0,1,0,0,9,0,0,60.9,0,0,0,0,ILLINOIS,0,0,1,0,,0,,71,,69.7,0,187,11,0,2,0,0,4,0,0,0,0,0,71.5,
82408,Maurice Strong Jr.,DI,0,0,,0,1,,S ALABAMA,4,D55,0,0,1,10,1,2025,24,52.9,0,0,1,0,0,5,0,0,78,0,0,0,0,S ALABAMA,4,0,2,0,,0,20,83.7,,73.7,0,288,24,0,19,0,0,14,1,0,0,0,0,74.2,
82646,Ale Kaho,LB,0,0,2025,0,0,,UCLA,1,D10,15,15,0,6,1,2025,6,75.7,0,0,0,0,4,0,0,0,66.3,0,0,0,0,UCLA,0,0,0,0,,0,0,66.4,,75.1,0,324,21,0,0,0,0,11,0,1,0,0,6,60,61.7
83074,Jaden Robinson,CB,2,0,2025,0,1,100,OREGON ST,6,D04,56,6,0,0,1,2025,1,64.8,23,2,0,0,31,0,0,0,70.5,47,0,0,0,OREGON ST,2,0,0,0,12,3,12.5,67.9,11.5,76.5,0,265,57,3,0,0,114.6,26,0,1,0,0,1,,65.8
83197,Dustin Johnson,S,5,0,,0,1,60,OHIO,6,D06,65,15,0,0,1,2025,0,68.3,17,3,0,0,36,0,0,0,70.7,0,0,0,0,OHIO,0,0,0,0,10,8,11.1,65.7,5.7,78.1,0,259,65,5,0,0,66.3,29,0,2,42,0,0,,62.5
83314,Jarvis Ware,CB,2,0,,0,0,50,UNLV,1,D13,22,0,0,0,1,2025,0,73.5,10,1,0,0,13,0,0,0,60,17,0,0,0,UNLV,0,0,0,0,10,0,0,68.4,10,74.3,0,325,22,0,0,1,64.6,9,0,0,5,0,0,,67.9
83315,Chris Mills,CB,4,0,,0,0,25,TEXAS ST,4,D07,50,3,0,0,1,2025,7,79.3,24,1,0,1,26,0,0,0,77,46,0,0,0,TEXAS ST,2,0,0,0,24,1,0,72,24,79,0,314,57,8,0,1,12.5,31,1,0,0,0,7,,67.6
83821,Fa'Najae Gotay,LB,0,0,,0,0,,AUBURN,1,D38,3,3,0,0,1,2025,0,73.6,0,0,0,0,1,0,0,0,64.2,0,0,0,0,AUBURN,1,0,0,0,,0,0,66.3,,66,0,115,3,0,0,0,0,2,0,0,0,0,0,,60
83824,Alex Williams,ED,0,0,2025,0,2,,MIDDLE TN,0,D99,0,0,0,22,1,2025,34,23.6,0,0,1,0,0,5,1,0,59.3,0,1,1,0,MIDDLE TN,0,0,2,0,,0,66.7,54.6,,0,0,224,34,0,27,0,0,12,0,1,0,0,1,61.2,
83825,Bryan Addison,S,1,0,,0,1,100,UCLA,4,D04,62,24,0,1,1,2025,3,61,6,1,0,0,35,0,0,0,66.7,0,0,0,0,UCLA,2,0,0,0,6,11,16.7,66.5,6,77.3,0,324,65,7,0,0,91.7,29,2,1,27,0,3,59.2,65.5
83838,Armani-Eli Adams,S,1,0,,0,1,100,W MICHIGAN,3,D30,41,16,0,0,1,2025,0,50.9,7,1,0,0,20,0,0,0,45.6,0,0,0,0,W MICHIGAN,1,0,0,0,7,6,25,59.4,7,73.8,0,347,41,2,0,0,95.8,21,0,0,19,0,0,,67.2
85774,Gracen Halton,DI,0,0,2026,0,0,,OKLAHOMA,2,D56,0,0,0,26,1,2026,40,72.2,0,0,3,0,0,4,9,0,57.8,0,1,0,0,OKLAHOMA,1,0,4,0,,0,0,64.2,,76.1,0,261,40,0,27,0,0,14,0,0,0,0,0,66.6,60
86077,Kitione Tau,DI,0,0,,0,0,,NEVADA,0,D52,0,0,0,7,1,2026,14,,0,0,0,0,0,2,5,0,37.3,0,0,0,0,NEVADA,0,0,0,0,,0,,37,,73.8,0,239,14,0,7,0,0,7,0,0,0,0,0,57.2,
86082,Jacob Bandes,DI,0,0,,0,0,,WASHINGTON,1,D55,0,0,0,17,1,2025,27,70.2,0,0,1,0,0,0,9,0,69.9,0,0,0,0,WASHINGTON,1,0,1,0,,0,0,71.9,,75.5,0,340,27,0,18,0,0,10,0,0,0,0,0,65.6,
86168,Jairus Satele,DI,0,0,,0,0,,FRESNO ST,1,D56,0,0,0,13,1,2028,25,71.9,0,0,0,0,0,0,2,0,71.3,0,0,1,0,FRESNO ST,1,0,0,0,,0,0,64.2,,0,0,169,25,0,23,0,0,12,0,1,0,0,0,62.9,
86267,Kalib Perry,LB,0,0,,0,0,,TENNESSEE,2,D08,12,12,0,1,1,2027,0,78.5,0,0,1,0,2,0,0,0,59.3,0,0,0,0,TENNESSEE,0,0,1,0,,0,0,59.8,,68.6,0,307,12,0,0,0,0,9,0,1,0,0,0,60,60.5
86729,Ozzie Nicholas,LB,1,0,,0,0,0,DUKE,2,D45,23,21,0,1,1,2025,0,79.1,0,0,0,0,8,0,0,0,81.1,0,1,0,0,DUKE,1,0,1,0,,2,0,68.4,,73.8,0,154,23,0,0,0,39.6,14,0,1,0,0,0,59.4,51
86877,Ceyair Wright,CB,0,0,2026,0,0,,NEBRASKA,0,D15,13,0,0,0,1,2026,0,,0,0,0,0,8,0,0,0,60,13,0,0,0,NEBRASKA,0,0,0,0,,0,,64.7,,71.5,0,238,13,0,0,0,0,5,0,0,0,0,0,,64.1
87618,Logan Taylor,LB,0,0,,0,1,,HAWAII,3,D16,31,30,0,2,1,2026,0,68.8,0,0,0,0,11,0,0,0,81.5,0,0,0,0,HAWAII,1,0,0,0,,1,12.5,77.6,,73.7,0,180,31,0,0,0,0,18,0,4,0,0,0,56.9,65.1
88453,Dylan Brown,DI,0,0,,0,0,,JVILLE ST,0,D54,0,0,0,22,1,2025,47,,0,0,0,0,0,0,45,0,57.4,0,0,1,0,JVILLE ST,0,0,0,0,,0,,51.8,,0,0,196,47,0,2,0,0,25,0,0,0,0,0,56.2,
90529,Ose Egbase,ED,0,0,,0,0,,UNLV,0,D26,0,0,0,4,1,2026,8,71.1,0,0,1,0,0,0,0,0,62.4,0,0,0,0,UNLV,0,0,1,0,,0,0,59.5,,72.2,0,325,8,0,0,0,0,4,0,1,0,0,8,55.3,
90783,Tyrice Ivy Jr.,S,0,0,,0,0,,OREGON ST,2,D12,11,6,0,0,1,2026,0,78.9,0,0,0,0,2,0,0,0,53,0,0,0,0,OREGON ST,0,0,0,0,,2,0,55.6,,70.6,0,265,11,0,0,0,0,9,0,0,3,0,0,,61.1
91245,Trey Laing,ED,0,0,,0,1,,E MICHIGAN,1,D97,1,1,0,4,1,2025,8,30.5,0,0,0,0,1,1,0,0,58.5,0,0,1,0,E MICHIGAN,1,0,0,0,,0,50,44,,0,0,160,9,0,0,0,0,4,1,0,0,0,7,57,60
97127,Samario Rudolph,WR,0,0,,0,0,,JVILLE ST,0,03,1,0,0,0,1,2026,0,,0,0,0,0,1,0,0,0,,0,0,0,0,JVILLE ST,0,0,0,0,,0,,62.4,,60,0,196,1,0,0,0,0,0,0,0,0,0,0,,60
97141,Antavious Lane,S,3,0,,0,2,33.3,N CAROLINA,2,D01,51,20,0,2,1,2025,7,51,8,1,1,0,24,0,0,0,66.5,0,0,0,0,N CAROLINA,1,0,1,0,8,15,28.6,60,8,78.4,0,245,58,11,0,0,42.4,32,0,3,16,0,7,59.7,54.4
97143,Bralyn Lux,CB,5,1,2025,0,0,40,TEXAS TECH,2,D00,23,1,0,0,1,2025,0,76.2,35,2,0,1,16,0,0,0,60.7,20,0,0,0,TEXAS TECH,0,0,0,0,18,0,0,83.3,17.5,73.7,0,315,23,5,0,0,25,7,0,0,2,0,0,,83.3
97220,Anthony Wilson,S,2,0,,0,0,100,W VIRGINIA,5,D12,64,14,0,1,1,2025,0,83,27,2,0,0,47,0,0,0,73.7,0,0,0,0,W VIRGINIA,1,0,0,0,21,9,0,63.6,13.5,78.2,0,343,64,4,0,0,118.8,16,0,0,41,0,0,60,59.8
97230,Marcus Harris,CB,4,0,2025,0,0,25,CAL,2,D05,32,1,0,0,1,2025,0,77,13,1,0,1,16,0,0,0,66.1,30,0,0,0,CAL,1,0,0,0,13,1,0,70.6,13,74.5,0,130,32,-1,0,0,1,16,0,0,0,0,0,,69.5
97237,Rod Heard II,S,2,0,,0,0,50,NOTRE DAME,3,D02,23,2,0,0,1,2025,0,80.3,5,1,0,0,15,0,0,0,68.6,1,0,0,0,NOTRE DAME,1,0,0,0,5,13,0,56.2,5,75.4,0,258,23,0,0,0,95.8,8,0,0,7,1,0,,51.6
97243,Isaiah Essissima,CB,7,0,,0,2,71.4,COLO STATE,3,D01,35,1,0,0,1,2025,0,28.8,41,5,0,0,26,0,0,0,61.2,34,0,1,0,COLO STATE,2,0,0,0,12,0,40,61.9,8.2,75.2,0,144,35,19,0,1,86,9,0,0,0,0,0,,61.4
97274,Dywan Griffin,CB,2,0,,0,1,50,DOMINION,1,D23,35,3,0,0,1,2025,5,28.3,11,1,0,0,17,0,0,0,38.4,31,0,0,0,DOMINION,1,0,0,0,11,1,50,64.3,11,77.2,0,263,40,1,0,1,66.7,23,0,0,0,0,5,,74.5
97324,Jordan Clark,CB,3,0,2025,0,0,66.7,NOTRE DAME,2,D01,26,0,0,0,1,2025,0,76,7,2,0,0,17,0,0,0,61.8,1,0,0,0,NOTRE DAME,2,0,0,0,4,24,0,78.9,3.5,77.2,0,258,26,0,0,0,70.1,9,0,0,1,0,0,,79.3
97329,Derrick Canteen,S,3,0,2025,0,0,100,CINCINNATI,3,D10,50,24,0,0,1,2025,0,81.8,57,3,0,1,40,0,0,0,64.8,0,0,1,0,CINCINNATI,0,0,0,0,43,15,0,74.1,19,77.8,0,138,50,0,0,0,79.2,10,0,2,11,0,0,,73.9
97330,Juan Powell,CB,4,0,,0,1,25,COAST CAR,2,D00,50,13,0,2,1,2025,5,55.9,2,1,1,0,24,0,0,0,61.1,0,0,0,0,COAST CAR,0,0,1,0,2,37,25,61.5,2,78.4,0,141,55,0,0,0,79.2,29,0,1,0,1,5,56.3,62.1
97343,AJ Williams,S,1,0,,0,1,100,COAST CAR,4,D07,41,18,0,1,1,2025,1,54,24,1,0,0,19,0,0,0,68.1,0,0,0,0,COAST CAR,1,0,0,0,24,14,20,64.2,24,76.7,0,141,42,22,0,0,118.8,22,0,0,9,0,1,59.6,61.5
97351,Jakeen Harris,S,1,0,,0,0,0,N CAROLINA,2,D02,55,32,0,1,1,2025,5,78.7,0,0,0,0,25,0,0,0,53.2,0,0,0,0,N CAROLINA,0,0,0,0,,13,0,55.5,,77.7,0,245,60,0,0,0,39.6,34,0,0,10,0,5,60,57.2
97353,Coco Azema,S,1,0,,0,1,100,NWESTERN,0,D00,47,17,0,1,1,2025,0,28.4,32,1,0,0,36,0,0,0,64.5,0,0,0,0,NWESTERN,0,0,0,0,32,1,50,56.1,32,75.8,0,256,47,15,0,0,118.8,10,0,1,29,0,0,60,53.8
97369,Sidney Porter,LB,2,0,,0,2,0,KENNESAW,4,D11,44,19,0,0,1,2025,0,43.4,0,0,0,0,31,0,0,0,61.1,0,0,0,0,KENNESAW,0,0,0,0,,7,33.3,42.6,,76.9,0,200,44,0,0,0,39.6,13,0,0,18,0,0,,38.9
97372,Reid Dedman,LB,1,0,,0,2,100,GA SOUTHRN,3,D17,20,17,0,2,1,2025,4,39.6,18,1,1,0,14,0,0,0,61.8,0,0,0,0,GA SOUTHRN,2,0,1,0,18,3,33.3,56.6,18,74.8,0,174,24,20,0,0,118.8,8,0,1,0,0,4,56,56.2
97379,Woodi Washington,CB,7,0,,0,1,57.1,OKLAHOMA,0,D05,45,5,0,0,1,2025,1,27,37,4,0,0,31,0,0,0,55.2,1,0,0,0,OKLAHOMA,0,0,0,0,19,39,100,54.3,9.3,77.5,0,261,46,21,0,0,111.3,15,0,0,0,1,1,,54.6
97386,Solomon Brown,S,1,0,,0,0,100,BUFFALO,3,D07,62,24,0,0,1,2026,0,81.6,6,1,0,0,34,0,0,0,68.6,0,0,0,0,BUFFALO,0,0,0,0,6,21,0,70.4,6,77.8,0,126,62,8,0,0,91.7,28,0,2,17,0,0,,69.4
97468,Trevon Booker,CB,4,0,,0,0,75,CHARLOTTE,1,D20,43,0,0,0,1,2025,0,77.8,71,3,0,0,29,0,0,0,62,41,0,2,0,CHARLOTTE,0,0,0,0,35,2,0,49.4,23.7,0,0,136,43,7,0,1,116.7,14,0,0,0,0,0,,52.2
97470,Keonte Glinton,CB,1,0,,0,0,100,NEW MEX ST,1,D07,51,9,0,0,1,2025,0,73.5,49,1,0,0,20,0,0,0,50.8,42,0,0,0,NEW MEX ST,0,0,0,0,49,0,0,56.8,49,75.2,0,242,51,3,0,0,118.8,31,0,0,0,0,0,,59.4
97473,Kerry Martin Jr.,S,0,0,,0,0,,NC STATE,0,D19,2,0,0,0,1,2025,0,,0,0,0,0,2,0,0,0,,0,0,0,0,NC STATE,0,0,0,0,,2,,61.8,,66,0,248,2,0,0,0,0,0,0,0,0,0,0,,61.1
97475,Cameron Williams,S,1,0,,0,1,100,GA SOUTHRN,6,D06,68,36,0,5,1,2025,2,63.4,6,1,0,0,41,0,0,0,64.8,0,0,0,0,GA SOUTHRN,2,0,0,0,6,10,14.3,61.5,6,77.3,0,174,70,5,0,0,91.7,24,0,0,22,0,2,52.8,61
