playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepOffense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesPuntReturn,gradesLongSnap,gradesKickReturn,gradesFgepKicker,gradesKickoffKicker,gradesPunter
53572,Eric Phillips,ED,0,0,,2025,138,,60.2,63.6,D97,0,0,1,0,1,0,0,0,1,0,CINCINNATI,CINCINNATI,2,59.7,,,,,,
53981,Iesa Jarmon,CB,0,0,,2027,102,,60,63.3,D12,0,0,1,0,0,0,0,0,1,0,AKRON,AKRON,1,,,,,,,
54240,Cheikhsaliou Fall,ED,0,0,,2025,130,,64,66.7,D17,0,0,1,0,1,3,0,0,3,0,CAL,CAL,7,60,,,,,,
62277,Jaiden Cameron,ED,0,0,,2025,256,,59.8,62,D53,0,0,1,0,1,0,0,0,0,0,NWESTERN,NWESTERN,1,59.6,,,,,,
62494,Alex Howard,LB,0,0,,2025,154,,59.3,65.3,D03,0,0,1,0,3,0,0,3,1,0,DUKE,DUKE,7,59.6,,,,,,
62724,Barry Brown,LB,0,0,,2025,141,,65.5,64.9,D35,0,0,1,0,0,5,0,0,0,1,COAST CAR,COAST CAR,5,,,,,,,
63709,Spencer Curtis,WR,0,0,,2025,180,,74.5,64.8,14,0,0,1,0,0,0,2,1,0,0,HAWAII,HAWAII,3,,,,,,,
63872,Kam Butler,ED,0,0,,2025,335,60,60.6,63.2,D82,0,0,1,7,4,0,0,0,0,0,VIRGINIA,VIRGINIA,11,59.3,,,,,,
63985,CJ Kiss,TE,0,0,,2025,346,60,60.8,62.7,89,0,0,1,4,0,0,0,0,0,0,W KENTUCKY,W KENTUCKY,4,,,,,,,
66051,Josh Minkins,S,0,0,2025,2025,138,,60,62.1,D00,0,0,1,0,1,0,0,0,1,0,CINCINNATI,CINCINNATI,2,60,60,,,,,
66298,Ty Hamilton,DI,0,0,2025,2025,260,,60,64.3,D58,0,0,1,0,2,0,0,0,1,0,OHIO STATE,OHIO STATE,3,59.3,,,,,,
70536,Sebastian Macaluso,WR,0,0,,2025,285,,60.7,65.9,24,0,0,1,0,0,0,0,0,3,0,S JOSE ST,S JOSE ST,3,,,,,,,
70624,Jacob Garcia,LS,0,0,,2025,329,60,66.2,63.8,S49,0,0,1,4,0,0,0,6,0,0,UTAH ST,UTAH ST,10,,,82.1,,,,
70644,Ben Florentine,DI,1,0,,2026,351,,69.8,64.4,D94,0,0,1,0,5,0,0,6,0,0,WYOMING,WYOMING,11,58.8,,,,,,
70879,Tuasivi Nomura,LB,0,0,2025,2025,169,,60.1,63.1,D08,0,0,1,0,3,0,0,0,0,0,FRESNO ST,FRESNO ST,3,60,,,,,,
70973,Bryant Jackson,LB,0,0,,2026,242,,40.7,64.2,D57,0,1,1,0,0,0,6,0,0,0,NEW MEX ST,NEW MEX ST,6,,,,,,,
71325,Boden Groen,TE,0,0,,2026,275,,60,64.6,14,0,0,1,0,0,1,0,0,0,0,RICE,RICE,1,,,,,,,
71332,Sean Dollars,HB,0,0,,2026,239,,60.1,65.5,04,0,0,1,0,0,0,3,0,0,0,NEVADA,NEVADA,3,,,,,,,
71398,Keanu Tanuvasa,DI,0,0,,2027,328,,59.7,66.8,D57,0,0,1,0,1,0,0,0,2,0,UTAH,UTAH,3,60,,,,,,
71406,Akili Arnold,S,0,0,,2025,326,,62.5,68.7,D00,0,0,1,0,3,0,4,0,8,0,USC,USC,15,59.8,,,,,,
71410,Easton Mascarenas-Arnold,LB,0,0,2025,2025,326,,60.4,66.3,D04,0,0,1,0,3,0,0,7,3,0,USC,USC,13,60,,,,,,
71476,Cameron Warchuck,LS,0,0,,2026,340,61.6,65.4,63.2,S47,0,0,1,5,0,0,0,4,0,0,WASHINGTON,WASHINGTON,9,,,80,,,,
71596,Aaron Smith,CB,0,0,,2026,241,,60,64.1,D29,0,0,1,0,0,0,0,0,1,0,NEW MEXICO,NEW MEXICO,1,,,,,,,
71674,Silas Bolden,WR,0,0,2025,2025,311,,60.2,64.8,11,0,0,1,0,0,0,0,0,10,0,TEXAS,TEXAS,10,,66.3,,,,,
71957,Sheldon Newton,DI,0,0,,2025,120,,93.4,62.7,D09,0,0,1,0,2,0,0,0,0,0,BOISE ST,BOISE ST,2,91.3,,,,,,
72075,Josh Carlin,G,0,0,,2025,324,60,61,61.8,54,0,0,1,3,0,0,0,0,0,0,UCLA,UCLA,3,,,,,,,
72089,DJ Harvey,CB,0,0,,2026,285,,60.3,65.5,D02,0,0,1,0,4,0,0,0,0,0,S JOSE ST,S JOSE ST,4,59.8,,,,,,
72158,Jake Bailey,WR,0,0,,2025,287,,60.5,66.6,12,0,0,1,0,0,0,2,0,2,0,SMU,SMU,4,,,,,,,
72178,Colby Bowman,WR,0,0,,2025,329,,74,70.6,09,0,0,1,0,0,0,7,6,6,0,UTAH ST,UTAH ST,19,,,,,,,
72292,Canaan Yarro,C,0,0,,2025,242,60,60,61,56,0,0,1,1,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,1,,,,,,,
72332,Kamren Fabiculanan,S,0,0,,2025,340,,60,62.6,D13,0,0,1,0,0,0,0,0,1,0,WASHINGTON,WASHINGTON,1,,,,,,,
72338,Raider Damuni,S,0,0,,2028,128,,61.3,66.2,D03,0,0,1,0,1,7,4,0,1,0,BYU,BYU,13,60,,,,,,
72354,Logan Pili,LB,0,0,,2027,329,,62.8,68.4,D27,0,0,1,0,0,5,0,0,6,0,UTAH ST,UTAH ST,11,,,,,,,
72425,Zahran Manley,CB,0,0,,2025,300,,61.3,67.5,D04,0,0,1,0,3,0,0,0,5,0,STANFORD,STANFORD,8,60,,,,,,
72535,Noa Pola-Gates,CB,0,0,,2025,241,,60.5,68.1,D34,0,0,1,0,6,2,0,2,2,0,NEW MEXICO,NEW MEXICO,12,59.7,,,,,,
72689,Marshall Jackson,T,0,0,,2026,346,60,60.5,62.8,53,0,0,1,4,1,0,0,0,0,0,W KENTUCKY,W KENTUCKY,5,59.4,,,,,,
73148,Falcon Kaumatule,G,0,0,,2025,328,60,61.1,62.8,59,0,0,1,5,0,0,0,3,0,0,UTAH,UTAH,8,,,,,,,
73151,Henry Ikahihifo,ED,0,0,,2026,239,,60.1,65.1,D00,0,0,1,0,0,0,2,0,0,0,NEVADA,NEVADA,2,,,,,,,
73389,Marco Notarainni,LB,0,0,,2026,120,,76.6,65.5,D53,0,0,1,0,3,7,0,0,0,3,BOISE ST,BOISE ST,10,60,,,,,,
73621,Elijah Gilliam,HB,0,0,,2026,169,,60.1,64.1,33,0,0,1,0,0,0,2,0,0,0,FRESNO ST,FRESNO ST,2,,,,58,,,
73658,Gio De Leon,LB,0,0,,2026,126,,62,69.7,D45,0,0,1,0,0,5,5,0,3,0,BUFFALO,BUFFALO,13,,,,,,,
73697,Sioeli Helu,G,0,0,,2027,242,60,60,63.7,58,0,0,1,1,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,1,,,,,,,
73935,Cade McConnell,QB,0,0,,2026,330,60,60.2,60.4,11,0,0,1,3,0,0,0,0,0,0,UTEP,UTEP,3,,,,,,,
74119,Taariq Al-Uqdah,LB,0,0,,2027,341,,73.4,66,D00,0,0,1,0,6,4,0,0,1,1,WASH STATE,WASH STATE,11,59.8,,,,,,
74236,Mason Murphy,T,0,0,2026,2026,326,60,61.1,66.6,76,0,0,1,4,0,0,0,0,0,0,USC,USC,4,,,,,,,
74258,Justin Sinclair,S,0,0,,2026,180,,62.5,69.5,D06,0,0,1,0,0,6,2,1,5,0,HAWAII,HAWAII,14,,,,,,,
74267,Melquan Stovall,WR,0,0,,2025,110,,49.5,66.5,05,1,0,1,0,0,0,0,3,5,0,ARIZONA ST,ARIZONA ST,8,,62.5,,,,,
74395,Zion Branch,S,0,0,,2027,326,,62.5,69.8,D08,0,0,1,0,0,5,0,0,5,0,USC,USC,10,,,,,,,
74427,Anthony Landphere,TE,0,0,2025,2025,218,60,60.8,61.2,82,0,0,1,4,0,0,0,0,0,0,MEMPHIS,MEMPHIS,4,,,,,,,
74498,Treven Ma'ae,DI,0,0,2025,2025,118,,59.6,63.8,D09,0,0,1,0,3,0,0,0,0,0,BAYLOR,BAYLOR,3,59.4,,,,,,
74652,AJ Vaipulu,G,0,0,,2026,242,60,60,60.9,51,0,0,1,1,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,1,,,,,,,
74957,Nathan Griffin,LB,0,0,,2025,346,,60.2,70.6,D45,0,0,1,0,0,0,5,0,5,0,W KENTUCKY,W KENTUCKY,10,,,,,,,
75046,Jaylen Johnson,S,0,0,,2026,259,,60.7,68.8,D28,0,0,1,0,0,1,3,3,1,0,OHIO,OHIO,8,,,,,,,
75263,Silas Walters,S,0,0,2026,2026,221,,59.7,66.9,D29,0,0,1,0,3,0,0,4,0,0,MIAMI OH,MIAMI OH,7,59.9,,,,,,
75288,Tegra Tshabola,G,0,0,,2028,260,62.5,62.2,67.6,77,0,0,1,7,0,0,0,0,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
75816,Chuck Hicks,LB,0,0,,2025,229,,60.3,63.9,D30,0,0,1,0,7,0,0,0,0,0,MISSOURI,MISSOURI,7,59.9,,,,,,
76053,Caleb Tubbs,CB,0,0,,2025,221,,60.7,66.1,D14,0,0,1,0,1,2,0,0,1,0,MIAMI OH,MIAMI OH,4,59.9,,,,,,
76122,Bam Booker,ED,0,0,,2027,122,,74.9,65.5,D17,0,0,1,0,0,0,3,0,0,0,BOWL GREEN,BOWL GREEN,3,,,,,,,
76532,Damaje Yancey,CB,0,0,,2025,318,,60.1,64.6,D09,0,0,1,0,2,0,0,0,0,0,TROY,TROY,2,59.8,,,,,,
76711,Torey Richardson,CB,0,0,,2025,306,,53.6,69.4,D13,0,0,1,0,2,6,0,0,6,0,TEMPLE,TEMPLE,14,60,,,,,,
76792,Dennis Briggs Jr.,DI,0,0,,2025,187,,59.7,64,D06,0,0,1,0,4,0,0,0,0,0,ILLINOIS,ILLINOIS,4,59.5,,,,,,
76794,Malcolm Lamar Sr.,T,0,0,,2025,165,60,60.3,65.4,70,0,0,1,2,0,0,0,0,0,0,FAU,FAU,2,,,,,,,
76813,Antonio Colclough,ED,0,0,,2025,126,,60,90.4,D06,0,0,1,0,0,0,0,0,1,0,BUFFALO,BUFFALO,1,,,,,,,
77244,Matt Harmon,ED,0,0,2025,2025,201,,59.4,63,D07,0,0,1,0,4,0,0,0,0,0,KENT STATE,KENT STATE,4,59.3,,,,,,
77252,Daniel Bolden,LB,0,0,,2025,316,,49.6,67.7,D31,1,0,1,0,3,0,5,5,4,0,TOLEDO,TOLEDO,17,59.9,,,,,,
77518,Marques Cox,T,0,0,2025,2025,202,60,61.4,63,69,0,0,1,7,0,0,0,0,0,0,KENTUCKY,KENTUCKY,7,,,,,,,
77680,Jace Ruder,LB,0,0,,2025,251,,65.1,70.3,D03,0,0,1,0,0,0,4,3,6,0,N TEXAS,N TEXAS,13,,,,,,,
77939,Anthony Torres,TE,0,0,2025,2025,316,60,60.8,61.3,88,0,0,1,4,0,0,0,0,0,0,TOLEDO,TOLEDO,4,,,,,,,
78573,Solomon Vanhorse,HB,1,0,,2026,190,,79.4,68,18,0,0,1,0,0,0,3,1,5,0,INDIANA,INDIANA,9,,,,58.7,,,
78999,Marque Collins,CB,0,0,,2026,128,,60.5,66.5,D02,0,0,1,0,2,0,0,0,1,0,BYU,BYU,3,60,,,,,,
81249,Jayden McDonald,LB,0,0,,2025,146,,60,63.5,D10,0,0,1,0,1,0,0,0,1,0,UCONN,UCONN,2,60,,,,,,
81437,Moroni Anae,ED,0,0,,2026,328,,62.8,69.1,D24,0,0,1,0,0,6,2,0,2,0,UTAH,UTAH,10,,,,,,,
81514,Brennen Milliron,LS,0,0,,2025,296,60,65,63.3,S39,0,0,1,2,0,0,0,4,0,0,SO MISS,SO MISS,6,,,80.7,,,,
81559,Spencer Lovell,G,0,0,,2025,239,60,61,61.8,76,0,0,1,3,0,0,0,0,0,0,NEVADA,NEVADA,3,,,,,,,
81809,Joe More,C,0,0,,2025,111,60,61,62.8,78,0,0,1,5,0,0,0,0,0,0,ARKANSAS,ARKANSAS,5,,,,,,,
81883,Baraka Beckett,G,0,0,,2025,241,60,60.4,62.5,56,0,0,1,3,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,3,,,,,,,
82266,Matt Lawson,DI,0,0,,2025,242,,59.4,62.6,D90,0,0,1,0,2,0,0,0,0,0,NEW MEX ST,NEW MEX ST,2,59.3,,,,,,
82281,Ezekiel Holmes,DI,0,0,,2025,187,,60,62.7,D33,0,0,1,0,1,0,0,0,0,0,ILLINOIS,ILLINOIS,1,59.8,,,,,,
82560,Raymond Scott,LB,0,0,,2025,197,,60.2,66.5,D01,0,0,1,0,0,3,1,5,0,0,JAMES MAD,JAMES MAD,9,,,,,,,
82597,Kenneth Almendares,K,0,0,,2025,207,,60.4,68.3,S45,0,0,1,5,0,7,0,0,0,0,LA LAFAYET,LA LAFAYET,12,,,,,66.4,52.3,
83074,Jaden Robinson,CB,0,0,2025,2025,265,,60.6,66.6,D04,0,0,1,0,3,0,0,0,1,0,OREGON ST,OREGON ST,4,60,,,,,,
83197,Dustin Johnson,S,0,0,,2025,259,,59.9,62.2,D06,0,0,1,0,7,0,0,0,0,0,OHIO,OHIO,7,59.8,,,,,,
83824,Alex Williams,ED,0,0,2025,2025,224,,58.7,63.2,D99,0,0,1,0,3,0,0,0,0,0,MIDDLE TN,MIDDLE TN,3,58.7,,,,,,
83825,Bryan Addison,S,0,0,,2025,324,,60.6,63.8,D04,0,0,1,0,5,3,0,0,0,0,UCLA,UCLA,8,60,,,,,,
83944,Tyneil Hopper,TE,0,0,,2025,223,,59.5,65.4,88,0,0,1,0,0,0,5,0,0,0,MICH STATE,MICH STATE,5,,,,,,,
84071,Brant Kuithe,TE,0,0,,2025,328,,60.2,66.2,80,0,0,1,0,0,0,2,0,0,0,UTAH,UTAH,2,,,,,,,
86082,Jacob Bandes,DI,0,0,,2025,340,,60.3,64,D55,0,0,1,0,1,0,0,0,1,0,WASHINGTON,WASHINGTON,2,59.7,,,,,,
86267,Kalib Perry,LB,0,0,,2027,307,,61.9,66.9,D08,0,0,1,0,0,6,0,8,0,0,TENNESSEE,TENNESSEE,14,,,,,,,
86345,Aaron Rodriguez,P,0,0,,2025,241,,60,65.4,S10,0,0,1,0,0,0,0,2,0,0,NEW MEXICO,NEW MEXICO,2,,,,,,,60
86392,Corey Kiner,HB,0,0,2025,2025,138,,59.8,64.8,21,0,0,1,0,0,0,0,2,0,0,CINCINNATI,CINCINNATI,2,,,,,,,
86527,Rodney Robinson,S,0,0,,2025,120,,62.1,66.6,D04,0,0,1,0,2,8,0,0,0,0,BOISE ST,BOISE ST,10,60,,,,,,
86729,Ozzie Nicholas,LB,0,0,,2025,154,,60.1,61.9,D45,0,0,1,0,3,0,0,0,0,0,DUKE,DUKE,3,60,,,,,,
86759,Joe Bowman,K,0,0,,2026,330,,60,67.8,S97,0,0,1,0,0,4,0,0,0,0,UTEP,UTEP,4,,,,,,67.8,
86877,Ceyair Wright,CB,1,0,2026,2026,238,,66.1,68.1,D15,1,0,1,0,3,0,0,3,2,1,NEBRASKA,NEBRASKA,8,60,,,,,,
87618,Logan Taylor,LB,0,0,,2026,180,,49,66.5,D16,0,0,1,0,1,5,2,0,0,0,HAWAII,HAWAII,8,60,,,,,,
88001,Trevor Adams,LB,0,0,,2026,138,,61.4,64,D37,0,0,1,0,0,4,0,0,0,0,CINCINNATI,CINCINNATI,4,,,,,,,
88453,Dylan Brown,DI,0,0,,2025,196,,59.7,63.9,D54,0,0,1,0,2,0,0,3,0,0,JVILLE ST,JVILLE ST,5,59.3,,,,,,
88924,Josh Simmons,T,0,0,2025,2025,260,61.2,61.9,68.7,71,0,0,1,7,0,0,0,0,0,0,OHIO STATE,OHIO STATE,7,,,,,,,
90079,David Reese,ED,0,0,,2026,130,,60,63.8,D07,0,0,1,0,1,0,0,0,1,0,CAL,CAL,2,60,,,,,,
90131,Joseph Vaughn,LB,0,0,2025,2025,324,,67.8,69.4,D30,0,0,1,0,0,4,7,4,0,0,UCLA,UCLA,15,,,,,,,
90160,Davis Salom,LS,0,0,,2025,285,63.4,65,63.2,S40,0,0,1,6,0,0,0,3,0,0,S JOSE ST,S JOSE ST,9,,,78.5,,,,
90192,Dalton Norris,DI,0,0,,2025,221,60,60,60.3,D95,0,0,1,2,0,0,0,0,0,0,MIAMI OH,MIAMI OH,2,,,,,,,
90279,Nilay Upadhyayula,LS,0,0,,2026,268,,61.1,61.9,S47,0,0,1,0,0,0,0,1,0,0,PITTSBURGH,PITTSBURGH,1,,,75.6,,,,
90613,Skylar Loving-Black,TE,0,0,,2025,285,60,61.2,67.4,86,0,0,1,6,0,0,0,3,0,0,S JOSE ST,S JOSE ST,9,,,,,,,
90783,Tyrice Ivy Jr.,S,0,0,,2026,265,,69.4,91.4,D12,0,0,1,0,1,3,3,0,0,0,OREGON ST,OREGON ST,7,60,,,,,,
97061,Josh Kelly,WR,0,0,2025,2025,315,,60,64,03,0,0,1,0,0,0,1,0,3,0,TEXAS TECH,TEXAS TECH,4,,63.7,,,,,
97105,Cam Ross,WR,0,0,2026,2026,197,,60,62,01,0,0,1,0,0,0,4,0,0,0,JAMES MAD,JAMES MAD,4,,,,62.3,,,
97125,Jacquez Stuart,HB,0,0,,2025,316,,57.9,62.2,00,0,0,1,0,0,0,5,0,0,0,TOLEDO,TOLEDO,5,,,,62.5,,,
97127,Samario Rudolph,WR,0,0,,2026,196,,60,63.6,03,0,0,1,0,0,0,0,0,4,0,JVILLE ST,JVILLE ST,4,,53.3,,,,,
97141,Antavious Lane,S,0,0,,2025,245,,60.4,62.8,D01,0,0,1,0,10,0,0,0,0,0,N CAROLINA,N CAROLINA,10,60.2,,,,,,
97151,Michael Hayes,K,0,0,,2025,343,,60.1,68,S22,0,0,1,4,0,6,0,0,0,0,W VIRGINIA,W VIRGINIA,10,,,,,66.4,71.7,
97188,Dante Wright,WR,0,0,,2025,306,,60.4,65.4,05,0,0,1,0,0,0,1,0,6,0,TEMPLE,TEMPLE,7,,64.5,,,,,
97211,Christian Dremel,WR,0,0,,2025,278,,60.1,63.2,80,0,0,1,0,0,0,5,0,3,0,RUTGERS,RUTGERS,8,,62.2,,58.6,,,
97218,Jacob Bernard,WR,0,0,,2025,207,,60,62.1,04,0,0,1,0,0,0,0,0,1,0,LA LAFAYET,LA LAFAYET,1,,60.3,,,,,
97220,Anthony Wilson,S,0,0,,2025,343,,60.7,65.8,D12,0,0,1,0,4,2,0,0,0,0,W VIRGINIA,W VIRGINIA,6,59.9,,,,,,
97225,Brandon Crossley,CB,0,0,2025,2025,287,,62.6,69.8,D01,0,0,1,0,5,8,0,0,2,0,SMU,SMU,15,59.9,,,,,,
97230,Marcus Harris,CB,0,0,2025,2025,130,,60.8,67.4,D05,0,0,1,0,2,2,0,2,3,0,CAL,CAL,9,60,,,,,,
97237,Rod Heard II,S,0,0,,2025,258,,63.1,67.2,D02,0,0,1,0,0,5,0,0,6,0,NOTRE DAME,NOTRE DAME,11,,,,,,,
97239,Chike Anigbogu,LB,0,0,,2025,275,,61.4,67.8,D07,0,0,1,0,0,4,6,1,2,0,RICE,RICE,13,,,,,,,
97243,Isaiah Essissima,CB,0,0,,2025,144,,61.3,67.7,D01,0,0,1,0,2,0,0,0,6,0,COLO STATE,COLO STATE,8,60,,,,,,
97270,Mycah Pittman,WR,0,0,,2026,328,,60.5,65.2,05,0,0,1,0,0,0,2,0,8,0,UTAH,UTAH,10,,64.9,,,,,
97278,Javon Harvey,WR,0,0,,2025,154,,61.2,65.4,07,0,0,1,0,0,4,4,0,1,0,DUKE,DUKE,9,,,,,,,
97287,Trevor Wilson,WR,0,0,,2025,198,,49.3,67.5,07,0,0,1,0,0,0,6,5,4,0,KANSAS,KANSAS,15,,60.9,,58,,,
97303,Enoch Nawahine,HB,0,0,,2026,128,,49.4,67.5,21,0,0,1,0,0,7,0,0,0,0,BYU,BYU,7,,,,,,,
97305,Devyn Ford,HB,0,0,,2025,258,,61,68.4,22,0,0,1,0,0,5,0,4,0,0,NOTRE DAME,NOTRE DAME,9,,,,,,,
97308,Jerjuan Newton,WR,0,0,2025,2025,316,,56.8,65.7,01,0,0,1,0,0,0,5,0,0,0,TOLEDO,TOLEDO,5,,,,57.5,,,
97329,Derrick Canteen,S,0,0,2025,2025,138,,60,66,D10,0,0,1,0,0,0,0,0,1,0,CINCINNATI,CINCINNATI,1,,,,,,,
97330,Juan Powell,CB,0,0,,2025,141,,60.1,62.1,D00,0,0,1,0,6,0,0,0,0,0,COAST CAR,COAST CAR,6,60,,,,,,
97343,AJ Williams,S,0,0,,2025,141,,60.3,67.5,D07,0,0,1,0,6,0,0,3,3,0,COAST CAR,COAST CAR,12,59.7,,,,,,
97351,Jakeen Harris,S,0,0,,2025,245,,59.7,64.1,D02,0,0,1,0,9,0,0,3,0,0,N CAROLINA,N CAROLINA,12,59.9,,,,,,
97353,Coco Azema,S,0,0,,2025,256,,60.1,62.1,D00,0,0,1,0,5,0,1,0,0,0,NWESTERN,NWESTERN,6,60,,,59.9,,,
97372,Reid Dedman,LB,0,0,,2025,174,,61.1,65.4,D17,0,0,1,0,0,4,0,8,0,0,GA SOUTHRN,GA SOUTHRN,12,,,,,,,
97379,Woodi Washington,CB,0,0,,2025,261,,60.7,65.9,D05,0,0,1,0,2,4,0,2,0,0,OKLAHOMA,OKLAHOMA,8,60,,,,,,
97386,Solomon Brown,S,0,0,,2026,126,,62.9,89.9,D07,0,0,1,0,6,0,0,0,2,0,BUFFALO,BUFFALO,8,59.9,,,,,,
97392,Daton Montiel,K,0,0,,2025,166,60,61,66,S25,0,0,1,6,0,0,0,5,0,0,FIU,FIU,11,,,,,,,65.8
97397,Alex Raynor,K,0,0,,2025,202,,60,63.9,S16,0,0,1,7,0,0,0,0,0,0,KENTUCKY,KENTUCKY,7,,,,,69.1,,
97423,Jake Smith,WR,0,0,,2025,110,,60,62.4,08,0,0,1,0,0,0,7,0,0,0,ARIZONA ST,ARIZONA ST,7,,,,57.7,,,
97427,Devin Voisin,WR,0,0,,2026,288,,60,64.2,05,0,0,1,0,0,0,2,0,0,0,S ALABAMA,S ALABAMA,2,,,,59.9,,,
97433,Trey Sanders,HB,0,0,,2025,305,,60,62.8,02,0,0,1,0,0,1,0,0,0,0,TCU,TCU,1,,,,,,,
97453,Luis Cristobal Jr.,G,0,0,,2025,220,60,61.2,63.1,52,0,0,1,6,0,0,0,0,0,0,MIAMI FL,MIAMI FL,6,,,,,,,
97468,Trevon Booker,CB,0,0,,2025,136,,53.7,67,D20,0,0,1,0,2,2,0,4,1,1,CHARLOTTE,CHARLOTTE,9,60,,,,,,
97470,Keonte Glinton,CB,0,0,,2025,242,,61.4,66.4,D07,0,0,1,0,4,0,0,0,3,0,NEW MEX ST,NEW MEX ST,7,59.7,,,,,,
97475,Cameron Williams,S,0,0,,2025,174,,60.5,63.5,D06,0,0,1,0,4,0,0,0,1,0,GA SOUTHRN,GA SOUTHRN,5,59.9,,,,,,
97483,Dallas Gamble,CB,0,0,,2025,288,,63.1,68.5,D04,0,0,1,0,1,5,0,0,4,0,S ALABAMA,S ALABAMA,10,59.9,,,,,,
97495,Dean Clark,S,0,0,2025,2025,169,,55,66.8,D32,0,0,1,0,3,0,2,3,2,0,FRESNO ST,FRESNO ST,10,59.8,,,,,,
97497,Dane Motley,LB,0,0,,2025,113,,59.3,65.8,D23,0,0,1,0,1,0,0,6,0,0,ARK STATE,ARK STATE,7,60,,,,,,
97499,Caleb Tate,LB,0,0,,2025,126,,71.9,66.5,D33,0,0,1,0,0,5,0,7,0,1,BUFFALO,BUFFALO,12,,,,,,,
97506,Jaden Voisin,S,0,0,,2025,288,,60.3,64,D02,0,0,1,0,1,3,0,1,0,0,S ALABAMA,S ALABAMA,5,60,,,,,,
97517,Marvae Myers,CB,0,0,,2026,224,,51.8,68,D06,1,0,1,0,7,4,0,5,0,0,MIDDLE TN,MIDDLE TN,16,59.6,,,,,,
97520,Malik Dixon-Williams,S,0,0,2025,2025,146,,60.3,65.1,D01,0,0,1,0,2,0,0,0,1,0,UCONN,UCONN,3,59.9,,,,,,
97532,Malachi Langley,LB,0,0,,2025,169,,60.2,63.1,D09,0,0,1,0,3,0,2,0,0,0,FRESNO ST,FRESNO ST,5,60,,,,,,
97539,Quincy Riley,CB,0,0,2025,2025,210,,60.2,64.8,D03,0,0,1,0,2,0,0,0,2,0,LOUISVILLE,LOUISVILLE,4,60,61.9,,,,,
97541,Chad Stephens,ED,0,0,,2025,156,,59.9,63.9,D03,0,0,1,0,3,0,0,0,0,0,E CAROLINA,E CAROLINA,3,59.6,,,,,,
97545,Jackson Barrow,LB,0,0,,2025,316,,60.5,62.7,D05,0,0,1,0,4,0,0,0,1,0,TOLEDO,TOLEDO,5,59.9,,,,,,
97546,Dorian Jones,LB,0,0,,2026,335,,61.2,68.4,D44,0,0,1,0,0,0,5,0,3,0,VIRGINIA,VIRGINIA,8,,,,,,,
97563,Marcus Fuqua,S,0,0,,2025,126,,60.7,84.3,D10,0,0,1,0,3,0,0,0,1,0,BUFFALO,BUFFALO,4,60,,,,,,
