playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepKicker,gradesKickoffKicker,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepOffense,gradesFgepDefense,gradesLongSnap,gradesPunter,gradesKickReturn,gradesPuntReturn
62277,Jaiden Cameron,ED,0,0,,2025,256,,,59.8,62.4,D53,0,0,1,0,1,0,0,0,0,0,NWESTERN,NWESTERN,1,,59.6,,,,
62494,Alex Howard,LB,0,0,,2025,154,,,60,62.3,D03,0,0,1,0,3,0,0,0,0,0,DUKE,DUKE,3,,59.9,,,,
63709,Spencer Curtis,WR,0,0,,2025,180,,,60,94.4,14,0,0,1,0,0,0,1,0,0,0,HAWAII,HAWAII,1,,,,,,
63872,Kam Butler,ED,0,0,,2025,335,,,60.6,64.5,D82,0,0,1,0,8,0,0,0,1,0,VIRGINIA,VIRGINIA,9,,59.9,,,,
66051,Josh Minkins,S,0,0,2025,2025,138,,,60.3,64,D00,0,0,1,0,3,0,0,3,2,0,CINCINNATI,CINCINNATI,8,,60,,,,
66298,Ty Hamilton,DI,0,0,2025,2025,260,,,60.8,65,D58,0,0,1,0,3,0,0,0,2,0,OHIO STATE,OHIO STATE,5,,59.6,,,,
70536,Sebastian Macaluso,WR,0,0,,2025,285,,,62,68.8,24,0,0,1,0,0,0,0,0,4,0,S JOSE ST,S JOSE ST,4,,,,,,
70624,Jacob Garcia,LS,0,0,,2025,329,,,66.3,63.8,S49,0,0,1,5,0,0,0,6,0,0,UTAH ST,UTAH ST,11,61.6,,81.9,,,
70644,Ben Florentine,DI,0,0,,2026,351,,,59.6,62.5,D94,0,0,1,0,2,0,0,0,0,0,WYOMING,WYOMING,2,,59.4,,,,
70670,Cash McVay,K,0,0,,2026,108,,69.9,60,68.4,S43,1,0,1,0,0,5,0,0,0,1,APP STATE,APP STATE,5,,,,,,
70727,Miller Moss,QB,0,0,2026,2026,326,,,60,63.3,07,0,0,1,0,0,0,0,1,0,0,USC,USC,1,,,,60,,
70879,Tuasivi Nomura,LB,0,0,2025,2025,169,,,60,62.5,D08,0,0,1,0,3,0,0,0,0,0,FRESNO ST,FRESNO ST,3,,59.9,,,,
71332,Sean Dollars,HB,0,0,,2026,239,,,59.7,64,04,0,0,1,0,0,0,7,0,0,0,NEVADA,NEVADA,7,,,,,59.1,
71406,Akili Arnold,S,0,0,,2025,326,,,60,61.7,D00,0,0,1,0,3,0,0,0,0,0,USC,USC,3,,59.9,,,,
71410,Easton Mascarenas-Arnold,LB,0,0,2025,2025,326,,,59.5,63.5,D04,0,0,1,0,3,0,0,2,0,0,USC,USC,5,,59.6,,,,
71476,Cameron Warchuck,LS,0,0,,2026,340,,,60.2,63.3,S47,0,0,1,0,0,0,0,4,0,0,WASHINGTON,WASHINGTON,4,,,60.3,,,
71674,Silas Bolden,WR,0,0,2025,2025,311,,,60,63.8,11,0,0,1,0,0,0,1,0,5,0,TEXAS,TEXAS,6,,,,,,65.7
71957,Sheldon Newton,DI,0,0,,2025,120,,,59.6,61.6,D09,0,0,1,0,1,0,0,0,0,0,BOISE ST,BOISE ST,1,,59.3,,,,
72089,DJ Harvey,CB,0,0,,2026,285,,,59.8,65.7,D02,0,0,1,0,4,1,7,0,0,0,S JOSE ST,S JOSE ST,12,,59.8,,,,
72158,Jake Bailey,WR,0,0,,2025,287,,,57.7,64,12,0,0,1,0,0,0,2,0,0,0,SMU,SMU,2,,,,,,
72178,Colby Bowman,WR,0,0,,2025,329,,,59.8,68.7,09,0,0,1,0,0,0,7,6,1,0,UTAH ST,UTAH ST,14,,,,,,
72324,Sonny Makasini,G,0,0,,2027,128,,,62.2,67.9,51,0,0,1,7,0,0,0,0,0,0,BYU,BYU,7,62.5,,,,,
72332,Kamren Fabiculanan,S,0,0,,2025,340,,,60.4,62.2,D13,0,0,1,0,5,0,0,0,1,0,WASHINGTON,WASHINGTON,6,,59.9,,,,
72338,Raider Damuni,S,0,0,,2028,128,,,61.9,69.3,D03,0,0,1,0,1,8,0,0,0,0,BYU,BYU,9,,60,,,,
72354,Logan Pili,LB,0,0,,2027,329,,,61.6,68.1,D27,0,0,1,0,5,4,4,0,1,0,UTAH ST,UTAH ST,14,,60,,,,
72535,Noa Pola-Gates,CB,0,0,,2025,241,,,62,75.6,D02,0,0,1,0,3,0,0,3,2,0,NEW MEXICO,NEW MEXICO,8,,60,,,,
72538,Jadon Pearson,LB,0,0,,2026,329,,,61.8,65.3,D39,0,0,1,0,5,5,0,0,1,0,UTAH ST,UTAH ST,11,,59.9,,,,
72769,Lavario Wiley,CB,0,0,,2025,325,,,74.2,69.2,D17,0,0,1,0,0,0,0,0,4,0,UNLV,UNLV,4,,,,,,
73148,Falcon Kaumatule,G,0,0,,2025,328,,,61,63.8,59,0,0,1,4,0,0,0,7,0,0,UTAH,UTAH,11,60,,,,,
73151,Henry Ikahihifo,ED,0,0,,2026,239,,,60,63.8,D00,0,0,1,0,0,0,0,0,1,0,NEVADA,NEVADA,1,,,,,,
73389,Marco Notarainni,LB,0,0,,2026,120,,,64.3,66.2,D53,1,0,1,0,5,7,5,4,0,2,BOISE ST,BOISE ST,21,,60.1,,,,
73621,Elijah Gilliam,HB,0,0,,2026,169,,,60,63.2,33,0,0,1,0,0,0,1,0,0,0,FRESNO ST,FRESNO ST,1,,,,,,
73930,Ryan Daly,TE,0,0,,2027,126,,,57.8,67.3,88,0,0,1,0,0,0,8,0,0,0,BUFFALO,BUFFALO,8,,,,,,
74119,Taariq Al-Uqdah,LB,0,0,,2027,341,,,60.1,62.7,D00,0,0,1,0,3,0,0,0,0,0,WASH STATE,WASH STATE,3,,59.9,,,,
74152,Ryan Quintanar,LB,0,0,,2026,326,,,72.6,65.5,D51,0,0,1,0,0,7,4,0,0,0,USC,USC,11,,,,,,
74236,Mason Murphy,T,0,0,2026,2026,326,,,60.4,68.9,76,0,0,1,6,0,0,0,1,0,0,USC,USC,7,60,,,,,
74395,Zion Branch,S,0,0,,2027,326,,,61.2,64.3,D08,0,0,1,0,1,7,0,0,0,0,USC,USC,8,,60,,,,
74427,Anthony Landphere,TE,0,0,2025,2025,218,,,61.2,62.7,82,0,0,1,6,0,0,1,0,0,0,MEMPHIS,MEMPHIS,7,60,,,,,
74498,Treven Ma'ae,DI,0,0,2025,2025,118,,,59.5,63.9,D09,0,0,1,0,4,0,0,0,0,0,BAYLOR,BAYLOR,4,,59.4,,,,
75263,Silas Walters,S,1,0,2026,2026,221,,,78.7,65.1,D29,0,0,1,0,2,0,0,1,6,0,MIAMI OH,MIAMI OH,9,,60,,,,
75288,Tegra Tshabola,G,0,0,,2028,260,,,61.3,65.3,77,0,0,1,4,0,0,0,0,0,0,OHIO STATE,OHIO STATE,4,60,,,,,
75816,Chuck Hicks,LB,0,0,,2025,229,,,59.9,61.7,D30,0,0,1,0,3,0,0,0,0,0,MISSOURI,MISSOURI,3,,59.9,,,,
76122,Bam Booker,ED,0,0,,2027,122,,,60.1,65.4,D45,0,0,1,0,0,0,5,0,0,0,BOWL GREEN,BOWL GREEN,5,,,,,,
76532,Damaje Yancey,CB,0,0,,2025,318,,,60.5,66.3,D09,0,0,1,0,6,0,0,0,0,0,TROY,TROY,6,,59.9,,,,
76711,Torey Richardson,CB,0,0,,2025,306,,,60.8,67.2,D13,0,0,1,0,6,0,0,0,1,0,TEMPLE,TEMPLE,7,,59.9,,,,
76792,Dennis Briggs Jr.,DI,0,0,,2025,187,,,59.7,64,D06,0,0,1,0,4,0,0,0,0,0,ILLINOIS,ILLINOIS,4,,59.5,,,,
76813,Antonio Colclough,ED,0,0,,2025,126,,,61.4,66,D06,0,0,1,0,7,0,0,0,2,0,BUFFALO,BUFFALO,9,,60.1,,,,
76999,Darnell Jefferies,DI,0,0,,2025,225,,,59.7,63.1,D08,0,0,1,0,1,0,0,0,0,0,MINNESOTA,MINNESOTA,1,,59.4,,,,
77160,Justin Wright,LB,0,0,,2025,262,,,60,62.2,D44,0,0,1,0,2,0,0,0,0,0,OKLA STATE,OKLA STATE,2,,59.9,,,,
77244,Matt Harmon,ED,0,0,2025,2025,201,,,60.7,65,D07,0,0,1,0,4,0,0,0,2,0,KENT STATE,KENT STATE,6,,59.5,,,,
77252,Daniel Bolden,LB,0,0,,2025,316,,,67.7,67.9,D31,0,0,1,0,7,0,8,5,1,0,TOLEDO,TOLEDO,21,,59.8,,,,
77266,Keye Thompson,LB,0,0,,2025,268,,,61.1,67.5,D38,0,0,1,0,1,2,0,0,1,0,PITTSBURGH,PITTSBURGH,4,,60,,,,
77307,Justin Holloway,LS,0,0,,2025,109,,,55,63,S31,1,0,1,3,0,0,0,3,0,0,ARIZONA,ARIZONA,6,60,,79.1,,,
77518,Marques Cox,T,0,0,2025,2025,202,,,60,62.1,69,0,0,1,2,0,0,0,0,0,0,KENTUCKY,KENTUCKY,2,60,,,,,
77680,Jace Ruder,LB,0,0,,2025,251,,,59.2,67.9,D03,0,0,1,0,0,0,8,3,4,0,N TEXAS,N TEXAS,15,,,,,,
77939,Anthony Torres,TE,0,0,2025,2025,316,,,60.8,60.9,88,0,0,1,4,0,0,0,0,0,0,TOLEDO,TOLEDO,4,60,,,,,
78573,Solomon Vanhorse,HB,0,0,,2026,190,,,61,69.5,18,0,0,1,0,0,0,4,4,4,0,INDIANA,INDIANA,12,,,,,58.9,
78578,Ty Son Lawton,HB,0,0,,2025,190,,,60,61.2,17,0,0,1,0,0,0,1,0,0,0,INDIANA,INDIANA,1,,,,,59.9,
78999,Marque Collins,CB,0,0,,2026,128,,,60.8,66.9,D02,0,0,1,0,2,0,0,0,2,0,BYU,BYU,4,,60,,,,
81249,Jayden McDonald,LB,0,0,,2025,146,,,61.5,64.7,D10,0,0,1,0,2,0,0,0,3,0,UCONN,UCONN,5,,60,,,,
81284,Jared Small,LB,0,0,,2026,109,,,63.1,67.7,D40,0,0,1,0,0,5,0,0,3,0,ARIZONA,ARIZONA,8,,,,,,
81437,Moroni Anae,ED,0,0,,2026,328,,,60,62.4,D24,0,0,1,0,0,1,0,0,0,0,UTAH,UTAH,1,,,,,,
81514,Brennen Milliron,LS,0,0,,2025,296,,,62.9,63.8,S39,0,0,1,4,0,0,0,7,0,0,SO MISS,SO MISS,11,60,,82.9,,,
81559,Spencer Lovell,G,0,0,,2025,239,,,60.6,61.5,76,0,0,1,2,0,0,0,0,0,0,NEVADA,NEVADA,2,60,,,,,
81809,Joe More,C,0,0,,2025,111,,,61.9,63.4,78,0,0,1,10,0,0,0,0,0,0,ARKANSAS,ARKANSAS,10,60.6,,,,,
81860,Tank Jenkins,G,0,0,,2025,182,,,61.1,65.7,72,0,0,1,3,0,0,0,0,0,0,HOUSTON,HOUSTON,3,60,,,,,
81883,Baraka Beckett,G,0,0,,2025,241,,,60.5,62.7,56,0,0,1,3,0,0,0,0,0,0,NEW MEXICO,NEW MEXICO,3,60,,,,,
82281,Ezekiel Holmes,DI,0,0,,2025,187,,,59.2,63.9,D33,0,0,1,0,5,0,0,0,0,0,ILLINOIS,ILLINOIS,5,,59.1,,,,
82408,Maurice Strong Jr.,DI,0,0,,2025,288,,,60,64.6,D55,0,0,1,0,2,0,0,0,1,0,S ALABAMA,S ALABAMA,3,,59.3,,,,
82557,Jacob Mangum-Farrar,ED,0,0,,2025,190,,,61.6,64.4,D07,0,0,1,0,0,5,0,0,0,0,INDIANA,INDIANA,5,,,,,,
82560,Raymond Scott,LB,0,0,,2025,197,,,65.3,66.5,D01,0,0,1,0,1,4,0,7,0,1,JAMES MAD,JAMES MAD,12,,60,,,,
83197,Dustin Johnson,S,0,0,,2025,259,,,59.9,61.7,D06,0,0,1,0,3,0,0,0,0,0,OHIO,OHIO,3,,59.8,,,,
83314,Jarvis Ware,CB,0,0,,2025,325,,,61.8,66.2,D13,0,0,1,0,4,0,0,0,4,0,UNLV,UNLV,8,,60,,,,
83838,Armani-Eli Adams,S,0,0,,2025,347,,,59.6,65.1,D30,0,0,1,0,2,0,0,3,0,0,W MICHIGAN,W MICHIGAN,5,,60,,,,
83944,Tyneil Hopper,TE,0,0,,2025,223,,,60.6,67,88,0,0,1,4,0,0,4,0,0,0,MICH STATE,MICH STATE,8,60,,,,,
85774,Gracen Halton,DI,0,0,2026,2026,261,,,59.3,63.3,D56,0,0,1,0,3,0,0,0,0,0,OKLAHOMA,OKLAHOMA,3,,59.2,,,,
86082,Jacob Bandes,DI,0,0,,2025,340,,,59.5,64.3,D55,0,0,1,0,4,0,0,0,1,0,WASHINGTON,WASHINGTON,5,,59,,,,
86142,Carson Lee,G,0,0,,2026,160,,,60,63.4,75,0,0,1,1,0,0,0,0,0,0,E MICHIGAN,E MICHIGAN,1,60,,,,,
86298,Blake Ruffin,S,0,0,,2027,210,,,62.2,67,D29,0,0,1,0,0,0,5,0,5,0,LOUISVILLE,LOUISVILLE,10,,,,,,
86345,Aaron Rodriguez,P,0,0,,2025,241,,,60,66.2,S10,0,0,1,0,0,0,0,3,0,0,NEW MEXICO,NEW MEXICO,3,,,,59.5,,
86461,Jonah Monheim,C,0,0,2025,2025,326,,,60,63.3,79,0,0,1,0,0,0,0,1,0,0,USC,USC,1,,,,,,
86527,Rodney Robinson,S,0,0,,2025,120,,,62.7,67.3,D04,0,0,1,0,2,7,0,0,3,0,BOISE ST,BOISE ST,12,,60,,,,
86729,Ozzie Nicholas,LB,0,0,,2025,154,,,60.1,62,D45,0,0,1,0,4,0,0,0,0,0,DUKE,DUKE,4,,60,,,,
86759,Joe Bowman,K,0,0,,2026,330,,60,60,64.2,S97,0,0,1,0,0,1,0,0,0,0,UTEP,UTEP,1,,,,,,
86773,Jackson Schulz,S,0,0,,2026,202,,,60,66,D29,0,0,1,0,0,0,5,0,0,0,KENTUCKY,KENTUCKY,5,,,,,,
86877,Ceyair Wright,CB,1,0,2026,2026,238,,,38.4,27.7,D15,1,1,1,0,4,0,0,6,1,0,NEBRASKA,NEBRASKA,11,,59.8,,,,
87618,Logan Taylor,LB,0,0,,2026,180,,,61,66.9,D16,0,0,1,0,2,3,2,0,0,0,HAWAII,HAWAII,7,,60,,,,
88001,Trevor Adams,LB,0,0,,2026,138,,,60,62.4,D37,0,0,1,0,0,1,0,0,0,0,CINCINNATI,CINCINNATI,1,,,,,,
88453,Dylan Brown,DI,0,0,,2025,196,,,60.1,62.6,D54,0,0,1,0,0,0,0,2,0,0,JVILLE ST,JVILLE ST,2,,,,,,
90079,David Reese,ED,0,0,,2026,130,,,60.2,63.8,D07,0,0,1,0,1,0,0,0,1,0,CAL,CAL,2,,60,,,,
90160,Davis Salom,LS,0,0,,2025,285,,,77.4,63.7,S40,0,0,1,3,0,0,0,5,0,1,S JOSE ST,S JOSE ST,8,60,,81.5,,,
90192,Dalton Norris,DI,0,0,,2025,221,,,62.3,63.1,D95,0,0,1,10,0,0,0,0,1,0,MIAMI OH,MIAMI OH,11,61.6,,,,,
90279,Nilay Upadhyayula,LS,0,0,,2026,268,,,65.3,63.5,S47,0,0,1,0,0,0,0,5,0,0,PITTSBURGH,PITTSBURGH,5,,,82.4,,,
90613,Skylar Loving-Black,TE,0,0,,2025,285,,,60.2,65.6,86,0,0,1,3,0,0,7,5,0,0,S JOSE ST,S JOSE ST,15,60,,,,,
90783,Tyrice Ivy Jr.,S,0,0,,2026,265,,,57.6,66.8,D12,0,0,1,0,3,0,4,0,0,0,OREGON ST,OREGON ST,7,,59.8,,,,
97105,Cam Ross,WR,0,0,2026,2026,197,,,60,61.6,01,0,0,1,0,0,0,2,0,0,0,JAMES MAD,JAMES MAD,2,,,,,84.9,
97125,Jacquez Stuart,HB,0,0,,2025,316,,,59.8,62.5,00,0,0,1,0,0,0,8,0,0,0,TOLEDO,TOLEDO,8,,,,,70.5,
97127,Samario Rudolph,WR,0,0,,2026,196,,,60,64.1,03,0,0,1,0,0,0,0,0,4,0,JVILLE ST,JVILLE ST,4,,,,,,64.5
97141,Antavious Lane,S,0,0,,2025,245,,,60.8,64.8,D01,0,0,1,0,2,0,1,0,2,0,N CAROLINA,N CAROLINA,5,,60,,,,
97143,Bralyn Lux,CB,0,0,2025,2025,315,,,60,61.4,D00,0,0,1,0,5,0,0,0,0,0,TEXAS TECH,TEXAS TECH,5,,60.2,,,,
97151,Michael Hayes,K,0,0,,2025,343,68.1,71.7,60.3,67.9,S22,0,0,1,5,0,6,0,0,0,0,W VIRGINIA,W VIRGINIA,11,,,,,,
97155,Jacob Barnes,K,0,0,,2026,319,69.2,,60,63.7,S35,0,0,1,6,0,0,0,0,0,0,TULANE,TULANE,6,,,,,,
97171,Alante Brown,WR,0,0,,2027,223,,,60,62.2,00,0,0,1,0,0,0,5,0,0,0,MICH STATE,MICH STATE,5,,,,,58.6,
97211,Christian Dremel,WR,0,0,,2025,278,,,60.1,63,80,0,0,1,0,0,0,6,0,2,0,RUTGERS,RUTGERS,8,,,,,58.3,61.9
97213,Taylor Morin,WR,0,0,2025,2025,339,,,60,63.2,02,0,0,1,0,0,0,1,0,3,0,WAKE,WAKE,4,,,,,,63.7
97220,Anthony Wilson,S,0,0,,2025,343,,,61.8,66.4,D12,0,0,1,0,3,6,0,0,1,0,W VIRGINIA,W VIRGINIA,10,,60,,,,
97225,Brandon Crossley,CB,0,0,2025,2025,287,,,66.8,68.6,D01,0,0,1,0,4,2,0,0,5,0,SMU,SMU,11,,60,,,,
97230,Marcus Harris,CB,0,0,2025,2025,130,,,62.2,66.7,D05,0,0,1,0,2,4,0,0,3,0,CAL,CAL,9,,59.9,,,,
97237,Rod Heard II,S,0,0,,2025,258,,,72.7,65.6,D02,0,0,1,0,0,9,0,1,1,0,NOTRE DAME,NOTRE DAME,11,,,,,,
97239,Chike Anigbogu,LB,0,0,,2025,275,,,62.8,69.8,D07,0,0,1,0,0,3,4,0,7,0,RICE,RICE,14,,,,,,
97243,Isaiah Essissima,CB,0,0,,2025,144,,,60.5,65.8,D01,0,0,1,0,0,0,0,0,2,0,COLO STATE,COLO STATE,2,,,,,,
97257,Will Goldberg,S,0,0,,2025,154,,,65.1,68.7,D35,0,0,1,0,0,4,0,0,1,0,DUKE,DUKE,5,,,,,,
97287,Trevor Wilson,WR,0,0,,2025,198,,,60.1,63.5,07,0,0,1,0,0,0,4,0,4,0,KANSAS,KANSAS,8,,,,,58.2,63.1
97305,Devyn Ford,HB,0,0,,2025,258,,,52.5,67.6,22,0,0,1,0,0,8,0,2,2,0,NOTRE DAME,NOTRE DAME,12,,,,,,
97308,Jerjuan Newton,WR,0,0,2025,2025,316,,,59.9,66.6,01,0,0,1,0,0,0,8,0,0,0,TOLEDO,TOLEDO,8,,,,,59.6,
97321,Ryan Davis,WR,0,0,,2026,241,,,60,62,18,0,0,1,0,0,0,4,0,0,0,NEW MEXICO,NEW MEXICO,4,,,,,59.2,
97329,Derrick Canteen,S,0,0,2025,2025,138,,,60,61.5,D10,0,0,1,0,2,0,0,0,0,0,CINCINNATI,CINCINNATI,2,,60,,,,
97341,Ken Robinson,S,0,0,,2025,331,,,60.1,61.7,D04,0,0,1,0,3,0,0,0,0,0,UTSA,UTSA,3,,60,,,,
97353,Coco Azema,S,0,0,,2025,256,,,73.6,66.3,D00,0,0,1,0,3,4,0,6,3,0,NWESTERN,NWESTERN,16,,60,,,,
97369,Sidney Porter,LB,0,0,,2025,200,,,60.2,63.8,D11,0,0,1,0,3,0,0,0,0,0,KENNESAW,KENNESAW,3,,60,,,,
97372,Reid Dedman,LB,0,0,,2025,174,,,62,69.9,D17,0,0,1,0,1,4,9,5,1,0,GA SOUTHRN,GA SOUTHRN,20,,60,,,,
97379,Woodi Washington,CB,0,0,,2025,261,,,61.9,64.7,D05,0,0,1,0,1,0,0,0,1,0,OKLAHOMA,OKLAHOMA,2,,60,,,,
97386,Solomon Brown,S,0,0,,2026,126,,,60.2,61.5,D07,0,0,1,0,7,0,0,0,0,0,BUFFALO,BUFFALO,7,,60.2,,,,
97392,Daton Montiel,K,0,0,,2025,166,,,60.4,67.5,S25,0,0,1,1,0,0,0,5,0,0,FIU,FIU,6,60,,,65.5,,
97397,Alex Raynor,K,0,0,,2025,202,60,,60,62.5,S16,0,0,1,2,0,0,0,0,0,0,KENTUCKY,KENTUCKY,2,,,,,,
97422,Dino Tomlin,WR,0,0,,2025,121,,,59.9,65.5,13,0,0,1,0,0,0,6,0,0,0,BOSTON COL,BOSTON COL,6,,,,,,
97427,Devin Voisin,WR,0,0,,2026,288,,,60,64.6,01,0,0,1,0,0,0,4,0,1,0,S ALABAMA,S ALABAMA,5,,,,,60,60.5
97433,Trey Sanders,HB,0,0,,2025,305,,,60.7,66.9,02,1,0,1,0,0,6,7,0,0,0,TCU,TCU,13,,,,,,
97453,Luis Cristobal Jr.,G,0,0,,2025,220,,,61.2,63.1,52,0,0,1,6,0,0,0,0,0,0,MIAMI FL,MIAMI FL,6,60,,,,,
97468,Trevon Booker,CB,0,0,,2025,136,,,61.4,68.5,D20,0,0,1,0,2,5,6,0,1,0,CHARLOTTE,CHARLOTTE,14,,59.8,,,,
97471,Roderick Roberson,S,0,0,,2025,208,,,61.9,69.2,D19,0,0,1,0,0,3,0,7,6,0,LA TECH,LA TECH,16,,,,,,
97475,Cameron Williams,S,0,0,,2025,174,,,60.4,62.8,D06,0,0,1,0,3,0,0,0,1,0,GA SOUTHRN,GA SOUTHRN,4,,59.9,,,,
97483,Dallas Gamble,CB,0,0,,2025,288,,,61.3,66.3,D04,0,0,1,0,0,8,0,0,0,0,S ALABAMA,S ALABAMA,8,,,,,,
97495,Dean Clark,S,0,0,2025,2025,169,,,61.6,67.9,D32,0,0,1,0,3,0,1,4,5,0,FRESNO ST,FRESNO ST,13,,59.7,,,,
97499,Caleb Tate,LB,0,0,,2025,126,,,59.8,63.9,D33,0,0,1,0,0,0,0,2,0,0,BUFFALO,BUFFALO,2,,,,,,
97506,Jaden Voisin,S,0,0,,2025,288,,,60.1,61.7,D02,0,0,1,0,3,0,0,0,0,0,S ALABAMA,S ALABAMA,3,,60,,,,
97517,Marvae Myers,CB,0,0,,2026,224,,,60.7,27.8,D06,0,1,1,0,6,5,0,4,0,1,MIDDLE TN,MIDDLE TN,15,,59.6,,,,
97520,Malik Dixon-Williams,S,0,0,2025,2025,146,,,60.6,63.6,D01,0,0,1,0,2,0,0,0,2,0,UCONN,UCONN,4,,60,,,,
97532,Malachi Langley,LB,0,0,,2025,169,,,60.2,63.3,D09,0,0,1,0,3,0,1,0,0,0,FRESNO ST,FRESNO ST,4,,60,,,,
97539,Quincy Riley,CB,0,0,2025,2025,210,,,30.1,25.9,D03,0,1,1,0,3,0,0,0,3,0,LOUISVILLE,LOUISVILLE,6,,60,,,,
97541,Chad Stephens,ED,0,0,,2025,156,,,59.8,63,D03,0,0,1,0,2,0,0,0,0,0,E CAROLINA,E CAROLINA,2,,59.6,,,,
97543,Jett Elad,S,0,0,,2026,325,,,60.2,68.2,D09,0,0,1,0,5,0,0,4,4,0,UNLV,UNLV,13,,59.7,,,,
97545,Jackson Barrow,LB,0,0,,2025,316,,,60.6,62.8,D05,0,0,1,0,7,0,0,0,1,0,TOLEDO,TOLEDO,8,,60,,,,
97546,Dorian Jones,LB,0,0,,2026,335,,,60.1,63.8,D11,0,0,1,0,4,0,1,0,0,0,VIRGINIA,VIRGINIA,5,,59.9,,,,
97560,Thomas Gore,DI,0,0,,2025,176,,,60.1,66,D59,0,0,1,0,0,0,4,0,0,0,GA TECH,GA TECH,4,,,,,,
97572,Javon Denis,DI,0,0,,2025,218,,,60.7,76.4,D08,0,0,1,0,4,0,0,0,0,0,MEMPHIS,MEMPHIS,4,,59.6,,,,
97578,Everett Hayes,K,0,0,,2025,265,60,65.8,60.3,67.2,S35,0,0,1,2,0,2,0,0,1,0,OREGON ST,OREGON ST,5,,,,,,
97585,Ethan Hudak,LS,0,0,,2025,319,,,65.5,63.2,S57,0,0,1,6,0,0,0,4,0,0,TULANE,TULANE,10,63.4,,79.8,,,
97589,Ivan Mora,P,0,0,,2025,339,,,60.7,64.9,S36,0,0,1,5,0,0,0,3,0,0,WAKE,WAKE,8,60,,,60.8,,
97609,Damari Roberson,S,0,0,,2025,347,,,60.5,63.7,D04,0,0,1,0,1,0,0,0,2,0,W MICHIGAN,W MICHIGAN,3,,60,,,,
97675,Terry Jones,CB,0,0,,2025,190,,,61.5,65.6,D12,0,0,1,0,3,4,0,0,0,0,INDIANA,INDIANA,7,,60.1,,,,
