playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesFgepDefense,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesKickoffKicker,gradesFgepOffense,gradesLongSnap,gradesKickReturn,gradesPuntReturn,gradesPunter,gradesFgepKicker
73697,Sioeli Helu,C,0,0,,2027,242,,61.4,63.1,58,0,0,1,4,0,0,0,0,0,0,NEW MEX ST,NEW MEX ST,4,,60,,,,,
73741,Aluma Nkele,T,0,0,,2026,225,,60.4,62.5,70,0,0,1,3,0,0,0,0,0,0,MINNESOTA,MINNESOTA,3,,60,,,,,
73860,Reis Stocksdale,WR,0,0,,2027,122,,60,64.8,06,0,0,1,0,0,0,1,0,0,0,BOWL GREEN,BOWL GREEN,1,,,,,,,
74152,Ryan Quintanar,LB,0,0,,2026,326,,64.6,64.3,D51,0,0,1,0,0,3,3,0,0,1,USC,USC,6,,,,,,,
74258,Justin Sinclair,S,0,0,,2026,180,,52.4,69.1,D21,0,0,1,0,0,6,2,6,4,0,HAWAII,HAWAII,18,,,,,,,
74395,Zion Branch,S,0,0,,2027,173,,60,62.4,D02,0,0,1,0,0,1,0,0,0,0,GEORGIA,GEORGIA,1,,,,,,,
74652,AJ Vaipulu,G,0,0,,2026,341,,60.5,63.4,66,0,0,1,2,0,0,0,0,0,0,WASH STATE,WASH STATE,2,,60,,,,,
75041,Jaymar Mundy,CB,0,0,,2026,259,60,60,64.5,D08,0,0,1,0,2,0,0,0,0,0,OHIO,OHIO,2,,,,,,,
75285,Aneesh Vyas,DI,0,0,,2026,351,90.2,91.5,63.7,D90,0,0,1,0,7,0,0,0,0,0,WYOMING,WYOMING,7,,,,,,,
75288,Tegra Tshabola,G,0,0,,2028,260,,62,65.5,77,0,0,1,7,0,0,0,0,0,0,OHIO STATE,OHIO STATE,7,,61.7,,,,,
76122,Bam Booker,ED,0,0,,2027,122,59.5,60.8,64.2,D45,0,0,1,5,2,0,0,6,0,0,BOWL GREEN,BOWL GREEN,13,,60,,,,,
78573,Solomon Vanhorse,HB,0,0,,2026,190,,61.6,70,18,0,0,1,0,0,0,0,1,9,0,INDIANA,INDIANA,10,,,,,,,
81437,Moroni Anae,LB,0,0,,2026,328,,57.8,64.2,D24,0,0,1,0,0,0,1,1,0,0,UTAH,UTAH,2,,,,,,,
83446,Brendon Harris,S,0,0,,2026,224,,72.5,68,D07,0,0,1,0,0,3,0,7,0,1,MIDDLE TN,MIDDLE TN,10,,,,,,,
85774,Gracen Halton,DI,0,0,2026,2026,261,,60,64.1,D56,0,0,1,0,0,0,0,0,1,0,OKLAHOMA,OKLAHOMA,1,,,,,,,
86142,Carson Lee,C,0,0,,2026,343,,61.2,63.1,55,0,0,1,6,0,0,0,0,0,0,W VIRGINIA,W VIRGINIA,6,,60,,,,,
86477,Koby Gross,TE,0,0,,2026,117,,60.8,61.3,06,0,0,1,4,0,0,0,0,0,0,BALL ST,BALL ST,4,,60,,,,,
86578,Jalil Tucker,CB,0,0,,2028,265,60,60,64.5,D22,0,0,1,0,2,0,0,0,0,0,OREGON ST,OREGON ST,2,,,,,,,
86773,Jackson Schulz,S,0,0,,2026,202,,60.5,66.6,D29,0,0,1,0,0,0,6,0,2,0,KENTUCKY,KENTUCKY,8,,,,,,,
90079,David Reese,ED,0,0,,2026,304,,60,64.7,D08,0,0,1,0,0,0,0,0,1,0,SYRACUSE,SYRACUSE,1,,,,,,,
90279,Nilay Upadhyayula,LS,0,0,,2026,268,,80.9,63.9,S47,0,0,1,0,0,0,0,7,0,1,PITTSBURGH,PITTSBURGH,7,,,70.4,,,,
90626,Beau Gardner,LS,0,0,2026,2026,173,,58.6,63,S60,0,0,1,6,0,0,0,3,0,0,GEORGIA,GEORGIA,9,,57.4,48.9,,,,
97105,Cam Ross,WR,0,0,2026,2026,335,,60.1,63.7,06,0,0,1,0,0,0,2,0,5,0,VIRGINIA,VIRGINIA,7,,,,61.8,63.8,,
97204,Juwaun Price,HB,0,0,,2026,216,,60.8,65.6,28,0,0,1,0,0,2,9,0,1,0,UMASS,UMASS,12,,,,,,,
97386,Solomon Brown,S,0,0,,2026,126,60,61.6,81.3,D07,0,0,1,0,3,0,0,0,2,0,BUFFALO,BUFFALO,5,,,,,,,
97427,Devin Voisin,WR,0,0,,2026,288,,60,62.8,01,0,0,1,0,0,0,0,0,2,0,S ALABAMA,S ALABAMA,2,,,,,60.2,,
97517,Marvae Myers,CB,0,0,,2026,214,59.8,60.5,64.3,D03,0,0,1,0,2,0,0,0,1,0,MARSHALL,MARSHALL,3,,,,,,,
97543,Jett Elad,S,0,0,,2026,278,60,92.6,68,D09,0,0,1,0,2,0,0,0,5,0,RUTGERS,RUTGERS,7,,,,,,,
97582,Logan Lupo,K,0,0,,2026,165,,60,66.2,S19,0,0,1,0,0,0,0,3,0,0,FAU,FAU,3,,,,,,64.3,
97751,Mohamed Toure,LB,0,0,,2027,220,59.8,61.9,65.5,D01,0,0,1,0,2,0,0,0,4,0,MIAMI FL,MIAMI FL,6,,,,,,,
97761,Zaylin Wood,DI,0,0,,2026,333,59.5,60.2,64.9,D15,0,0,1,0,2,0,0,0,1,0,VANDERBILT,VANDERBILT,3,,,,,,,
97918,Shammond Cooper,LB,0,0,,2026,102,59.9,60.5,63,D07,0,0,1,0,4,0,0,0,1,0,AKRON,AKRON,5,,,,,,,
97977,Jalar Holley,DI,0,0,,2026,136,59.5,59.7,62.4,D97,0,0,1,0,2,0,0,0,0,0,CHARLOTTE,CHARLOTTE,2,,,,,,,
98082,Demetris Allen,G,0,0,,2026,331,,61.6,63.4,73,0,0,1,8,0,0,0,0,0,0,UTSA,UTSA,8,,60,,,,,
98121,Richie Hagarty,ED,0,0,,2026,256,59.6,60.3,64,D52,0,0,1,0,2,0,0,0,1,0,NWESTERN,NWESTERN,3,,,,,,,
98122,Myles Farmer,S,0,0,,2026,108,59.9,62,67.6,D04,0,0,1,0,6,3,6,0,4,0,APP STATE,APP STATE,19,,,,,,,
98192,Immanuel Hickman Sr.,DI,0,0,,2026,337,59.4,59.6,62.5,D97,0,0,1,0,2,0,0,0,0,0,VA TECH,VA TECH,2,,,,,,,
98255,Jax Harrington,T,0,0,,2026,207,,60.5,63.4,70,0,0,1,2,0,0,0,0,0,0,LA LAFAYET,LA LAFAYET,2,,60,,,,,
98305,Zukudo Igwenagu,ED,0,0,,2026,216,59.8,60.4,66.7,D10,0,0,1,0,1,0,0,0,1,0,UMASS,UMASS,2,,,,,,,
98371,Brett Seither,TE,0,0,,2026,176,,59.9,64.9,80,0,0,1,0,0,0,4,0,0,0,GA TECH,GA TECH,4,,,,,,,
98867,Jalen Catalon,S,0,0,,2026,229,60,61.3,65.8,D06,0,0,1,0,2,6,0,0,0,0,MISSOURI,MISSOURI,8,,,,,,,
98952,Isaiah Gibson Sr.,DI,0,0,,2026,296,59.4,60.2,65.3,D07,0,0,1,0,3,0,1,0,1,0,SO MISS,SO MISS,5,,,,,,,
99030,Matthew Bailey,LS,0,0,,2026,316,,52.6,60.8,S47,0,0,1,1,0,0,0,0,0,0,TOLEDO,TOLEDO,1,,60,0,,,,
99041,Jakai Moore,T,0,0,,2026,245,,61.4,63.1,55,0,0,1,7,0,0,0,0,0,0,N CAROLINA,N CAROLINA,7,,60,,,,,
99105,Brandon Mack II,ED,0,0,,2027,182,59.5,59.7,62.4,D04,0,0,1,0,2,0,0,0,0,0,HOUSTON,HOUSTON,2,,,,,,,
99276,Will Jones II,S,0,0,,2026,251,60,60,60.8,D00,0,0,1,0,1,0,0,0,0,0,N TEXAS,N TEXAS,1,,,,,,,
99280,Logan Wilson,CB,0,0,,2026,138,,60,62.2,D07,0,0,1,0,0,0,1,0,1,0,CINCINNATI,CINCINNATI,2,,,,60,60.3,,
99481,Tony Mathis Jr.,HB,0,0,,2026,214,,62.8,68.7,24,0,0,1,0,0,0,0,0,9,0,MARSHALL,MARSHALL,9,,,,,,,
99726,Nate Temple,ED,0,0,,2026,268,,60.5,65,D06,0,0,1,0,0,0,0,0,3,0,PITTSBURGH,PITTSBURGH,3,,,,,,,
99745,Jordan Huff,S,0,0,,2026,175,60,60,61.4,D06,0,0,1,0,3,0,0,0,0,0,GA STATE,GA STATE,3,,,,,,,
99809,Rico Watson III,ED,0,0,,2026,327,59.7,59.7,63.7,D34,0,0,1,0,1,0,0,2,0,0,USF,USF,3,,,,,,,
100324,Blaine Spires,ED,0,0,,2026,268,60,60.2,65.9,D10,0,0,1,0,6,0,0,0,3,0,PITTSBURGH,PITTSBURGH,9,,,,,,,
100432,Siale Taupaki,DI,0,0,,2027,324,59.5,59.7,63.3,D92,0,0,1,0,2,0,0,0,0,0,UCLA,UCLA,2,,,,,,,
100437,Stephon Wright,DI,0,0,,2027,146,59.3,61.2,67.4,D92,0,0,1,0,2,0,0,0,3,0,UCONN,UCONN,5,,,,,,,
100457,Levani Damuni,LB,0,0,,2026,328,,60.1,63.1,D03,0,0,1,0,0,0,1,0,1,0,UTAH,UTAH,2,,,,,,,
100615,Briton Allen,S,0,0,,2026,220,,61,66.9,D40,0,0,1,0,0,4,0,0,0,0,MIAMI FL,MIAMI FL,4,,,,,,,
100658,Hudson Habermehl,TE,0,0,,2026,324,,59.7,66.2,81,0,0,1,2,0,0,0,5,0,0,UCLA,UCLA,7,,60,,,,,
101126,Christian Helms,WR,0,0,,2026,327,,60.9,69.4,85,0,0,1,0,0,0,8,0,0,0,USF,USF,8,,,,,,,
101408,Smith Vilbert,ED,0,0,2026,2026,245,59.8,60.3,64,D08,0,0,1,0,1,0,0,0,1,0,N CAROLINA,N CAROLINA,2,,,,,,,
101480,Joey Velazquez,LB,0,0,,2026,260,,61.9,67.8,D39,0,0,1,0,0,8,3,0,0,0,OHIO STATE,OHIO STATE,11,,,,,,,
101506,Derik LeCaptain,LB,0,0,,2026,225,59.7,70.1,66.5,D35,0,0,1,0,5,3,5,4,2,0,MINNESOTA,MINNESOTA,19,,,,59.9,,,
101613,Jack Bouwmeester,P,0,0,2026,2026,311,,60.8,65.6,S19,0,0,1,5,0,0,0,4,0,0,TEXAS,TEXAS,9,,60,,,,62.7,
101668,Tate Hallock,S,0,0,,2026,347,59.9,62.2,66.8,D03,0,0,1,0,4,1,0,0,4,0,W MICHIGAN,W MICHIGAN,9,,,,,,,
101808,Marlon Jones,CB,0,0,2026,2026,333,,53,65.1,D00,0,0,1,0,0,6,0,0,1,0,VANDERBILT,VANDERBILT,7,,,,,,,
101911,Rushawn Lawrence,DI,0,0,,2026,225,91,93,65.4,D16,0,0,1,0,4,0,0,0,2,0,MINNESOTA,MINNESOTA,6,,,,,,,
102309,Jordan Hall,G,0,0,,2026,319,,62,67.2,50,0,0,1,6,0,0,0,0,0,0,TULANE,TULANE,6,,61.5,,,,,
102324,Keagen Trost,T,0,0,2026,2026,229,,61.4,63.3,79,0,0,1,7,0,0,0,0,0,0,MISSOURI,MISSOURI,7,,60,,,,,
102848,Brendan Harrington,LB,0,0,,2026,174,60,60.1,61.8,D02,0,0,1,0,6,0,0,0,0,0,GA SOUTHRN,GA SOUTHRN,6,,,,,,,
103865,Evan Beerntsen,G,0,0,2026,2026,256,,60.6,61.5,60,0,0,1,2,0,0,0,0,0,0,NWESTERN,NWESTERN,2,,60,,,,,
104082,Marcus Bellon,WR,0,0,,2026,239,,60.2,64.7,18,0,0,1,0,0,0,0,0,7,0,NEVADA,NEVADA,7,,,,,65.7,,
104560,Noah Holmes,LB,0,0,,2026,156,60,43.5,67.3,D25,1,0,1,0,1,7,1,1,4,0,E CAROLINA,E CAROLINA,14,,,,,,,
106404,Jalen Bell,DI,0,0,,2026,218,59.8,60,62.7,D93,0,0,1,0,1,0,0,0,0,0,MEMPHIS,MEMPHIS,1,,,,,,,
108130,Marques White,ED,0,0,,2027,216,59.4,60.2,64.4,D16,0,0,1,0,4,2,0,0,0,0,UMASS,UMASS,6,,,,,,,
116043,Tra Thomas,ED,0,0,,2026,248,,40.2,27.3,D04,0,1,1,0,0,7,0,0,4,0,NC STATE,NC STATE,11,,,,,,,
121351,Sam Howard,LB,0,0,,2026,319,59.9,60.4,65.4,D15,0,0,1,0,5,0,2,0,0,0,TULANE,TULANE,7,,,,,,,
121358,Ethan Myers,LS,0,0,,2026,227,,57.8,62.4,S45,0,0,1,9,0,0,0,1,0,0,MISS STATE,MISS STATE,10,,58.6,40.1,,,,
121445,Keyshawn Woodyard,WR,0,0,,2026,288,,60,69.4,18,0,0,1,0,0,0,0,0,2,0,S ALABAMA,S ALABAMA,2,,,,,,,
121488,Zaire Flournoy,G,0,0,,2027,166,,62,67.2,51,0,0,1,6,0,0,0,0,0,0,FIU,FIU,6,,61.5,,,,,
121492,Justin Jones,HB,0,0,2026,2026,115,,66.9,66.1,35,0,0,1,0,0,6,4,0,1,1,AUBURN,AUBURN,11,,,,,,,
121534,Corbet Mims,ED,0,0,,2026,196,59.7,60,61.8,D47,0,0,1,0,1,0,0,0,0,0,JVILLE ST,JVILLE ST,1,,,,,,,
121537,Lincoln Pare,HB,0,0,2026,2026,314,,61,67.1,07,0,0,1,0,0,0,7,0,2,0,TEXAS ST,TEXAS ST,9,,,,,,,
121620,Reece Adkins,TE,0,0,,2027,216,,60,60.9,83,0,0,1,1,0,0,0,0,0,0,UMASS,UMASS,1,,60,,,,,
121668,Channing Canada,CB,0,0,2026,2026,305,59.9,60,63.5,D07,0,0,1,0,1,0,0,0,0,0,TCU,TCU,1,,,,,,,
121669,Isaiah Cash,CB,1,0,,2026,337,,73.9,68.7,D18,0,0,1,0,0,5,0,4,0,0,VA TECH,VA TECH,9,,,,,,,
121708,Tyson Thompson,TE,0,0,,2026,275,,60.3,65.7,11,0,0,1,0,0,0,4,0,5,0,RICE,RICE,9,,,,59.4,32.3,,
121734,EJ Horton Jr.,WR,0,0,2026,2026,273,,53.1,67.5,13,0,0,1,0,0,0,0,4,0,0,PURDUE,PURDUE,4,,,,,,,
121739,Kerion Martin,LB,0,0,,2026,214,59.8,60.3,64.2,D22,0,0,1,0,1,0,0,0,1,0,MARSHALL,MARSHALL,2,,,,,,,
121745,Zane Porter,LB,0,0,,2026,214,,59.3,69.7,D15,0,0,1,0,0,7,2,4,0,0,MARSHALL,MARSHALL,13,,,,,,,
121749,Daytione Smith,S,0,0,,2027,214,60,60,62.9,D17,0,0,1,0,1,0,0,0,0,0,MARSHALL,MARSHALL,1,,,,,,,
121757,An'Darius Coffey,S,0,0,,2026,273,,60.2,62.9,D24,0,0,1,0,0,2,0,0,0,0,PURDUE,PURDUE,2,,,,,,,
121781,Rodney Newsom Jr.,C,0,0,,2026,289,,60.1,63.3,65,0,0,1,2,0,0,0,0,0,0,S CAROLINA,S CAROLINA,2,,60,,,,,
121800,Devyn Curtis,LB,0,0,,2027,113,,60.2,66.4,D31,0,0,1,0,0,0,5,0,0,0,ARK STATE,ARK STATE,5,,,,,,,
121837,Jacob Busic,ED,0,0,,2026,324,59.7,58.6,67.6,D97,0,0,1,2,1,0,6,5,0,0,UCLA,UCLA,14,,60,,,,,
121916,Will Benton IV,LS,0,0,,2026,176,,62.8,62.6,S42,0,0,1,0,0,0,0,2,0,0,GA TECH,GA TECH,2,,,78.5,,,,
121971,Durham Harris,LS,0,0,,2026,333,,64.8,63,S46,0,0,1,5,0,0,0,3,0,0,VANDERBILT,VANDERBILT,8,,61.6,78.7,,,,
121982,David Nunez,P,0,0,,2026,314,,60.4,66.4,S38,0,0,1,2,0,1,0,3,0,0,TEXAS ST,TEXAS ST,6,60,60,,,,60.2,
121987,Trenton Scott,T,0,0,,2026,239,,61,62.9,52,0,0,1,5,0,0,0,0,0,0,NEVADA,NEVADA,5,,60,,,,,
122018,Josh Hancock,LS,0,0,,2026,330,,38.6,63.5,S39,0,0,1,2,0,0,0,5,0,1,UTEP,UTEP,7,,60,0,,,,
122144,DeMonte Capehart,DI,0,0,2026,2026,140,59.5,60.1,65.9,D19,0,0,1,1,4,0,1,0,0,0,CLEMSON,CLEMSON,6,,60,,,,,
122146,Fred Davis II,CB,0,0,2026,2026,256,60,61.1,68,D02,0,0,1,0,6,0,0,1,2,0,NWESTERN,NWESTERN,9,,,,,,,
122148,Malcolm Greene,CB,0,0,,2026,216,60,60.5,66.8,D01,0,0,1,0,6,0,0,1,0,0,UMASS,UMASS,7,,,,,,,
122163,Tyler Venables,S,0,0,,2026,140,,60.8,66.3,D24,0,0,1,0,0,4,0,3,0,0,CLEMSON,CLEMSON,7,,,,,,,
122164,E.J. Williams Jr.,WR,0,0,2026,2026,190,,76.8,69.9,07,0,0,1,0,0,0,1,0,8,0,INDIANA,INDIANA,9,,,,,,,
122173,Panda Askew,G,0,0,,2026,156,,61.9,68.5,53,0,0,1,7,0,0,0,0,0,0,E CAROLINA,E CAROLINA,7,,60,,,,,
122180,Colby Garfield,LS,0,0,,2026,136,,57.5,62.7,S39,0,0,1,6,0,0,0,2,0,0,CHARLOTTE,CHARLOTTE,8,,57.4,42.5,,,,
122234,Anderson Castle,HB,0,0,2026,2026,154,,61.5,65.8,04,0,0,1,0,0,4,0,0,0,0,DUKE,DUKE,4,,,,,,,
122261,Tony Anyanwu,ED,0,0,,2026,275,60,60.7,65.2,D26,0,0,1,0,1,0,0,0,2,0,RICE,RICE,3,,,,,,,
122269,Mike Harris,S,0,0,,2026,288,59.9,60.6,66,D08,0,0,1,0,3,3,0,1,0,0,S ALABAMA,S ALABAMA,7,,,,,,,
122274,A.J. McCarty,CB,0,0,,2026,315,,61.1,64.3,D01,0,0,1,0,0,7,0,0,0,0,TEXAS TECH,TEXAS TECH,7,,,,,,,
122319,Mason Bowers,T,0,0,,2026,136,,60,63.7,57,0,0,1,1,0,0,0,0,0,0,CHARLOTTE,CHARLOTTE,1,,60,,,,,
122323,Shane Bruce,LB,0,0,,2026,141,59.9,73.7,64,D01,0,0,1,0,5,0,0,3,0,1,COAST CAR,COAST CAR,8,,,,,,,
122381,Calib Perez,G,0,0,,2027,321,,61.8,67.2,75,0,0,1,5,0,0,0,0,0,0,UAB,UAB,5,,60.3,,,,,
122388,Gary Smith III,DI,0,0,2026,2026,324,58.8,59.2,64.5,D58,0,0,1,0,5,0,0,0,1,0,UCLA,UCLA,6,,,,,,,
122396,Stephen Dix Jr.,LB,0,0,2026,2026,111,60.1,61.7,75.1,D14,0,0,1,0,7,0,0,1,1,0,ARKANSAS,ARKANSAS,9,,,,,,,
122399,Jadarius Green-McKnight,S,0,0,,2026,214,,60.4,66.9,D04,0,0,1,0,0,7,0,4,0,0,MARSHALL,MARSHALL,11,,,,,,,
122413,Bryan Robinson,WR,0,0,,2026,214,,64,73.3,03,0,0,1,0,0,6,0,0,9,0,MARSHALL,MARSHALL,15,,,,,,,
122463,Jackson Wheeler,LS,0,0,,2026,174,,64.5,62.7,S89,0,0,1,7,0,0,0,2,0,0,GA SOUTHRN,GA SOUTHRN,9,,64.9,76.6,,,,
122491,Jason Moore,DI,0,0,,2026,176,59.3,61.4,66.6,D95,0,0,1,4,4,1,0,2,2,0,GA TECH,GA TECH,13,,60,,,,,
122526,Tyler Miller,T,0,0,2026,2026,193,,60.9,65.2,66,0,0,1,4,0,0,0,0,0,0,IOWA STATE,IOWA STATE,4,,60,,,,,
122563,Will Huggins,TE,0,0,,2026,261,,61.6,63.2,81,0,0,1,7,0,0,0,0,0,0,OKLAHOMA,OKLAHOMA,7,,60,,,,,
122572,Kyler Pearson,WR,0,0,,2027,156,,60,63.9,00,0,0,1,0,0,0,0,0,5,0,E CAROLINA,E CAROLINA,5,,,,,65.7,,
122574,Karon Prunty,CB,0,0,2026,2026,339,,60.5,66.5,D03,0,0,1,0,0,0,0,0,2,0,WAKE,WAKE,2,,,,,,,
122608,Christian Moore,TE,0,0,,2026,273,,61.4,73.2,44,0,0,1,0,0,0,8,0,0,0,PURDUE,PURDUE,8,,,,,,,
122610,Beau Palmer,LB,0,0,,2026,199,,61.9,68,D57,1,0,1,0,0,4,0,5,0,1,KANSAS ST,KANSAS ST,9,,,,,,,
122619,Cody Stufflebean,ED,0,0,,2026,199,59.1,59.5,64.2,D47,0,0,1,0,8,0,0,0,1,0,KANSAS ST,KANSAS ST,9,,,,,,,
122620,Will Swanson,TE,0,0,,2026,199,,60.5,60.4,83,0,0,1,3,0,0,0,0,0,0,KANSAS ST,KANSAS ST,3,,60,,,,,
122635,Courtline Flowers,CB,0,0,,2026,207,60,61,67.4,D07,0,0,1,0,7,0,0,0,1,0,LA LAFAYET,LA LAFAYET,8,,,,,,,
122645,Caleb Kibodi,LB,0,0,,2026,207,60,65.7,68.4,D45,0,0,1,0,1,0,7,9,0,0,LA LAFAYET,LA LAFAYET,17,,,,,,,
122647,Jordan Lawson,ED,0,0,,2026,207,59.3,59.5,63.8,D00,0,0,1,0,5,0,0,0,0,0,LA LAFAYET,LA LAFAYET,5,,,,,,,
122655,Dominique Ratcliff,DI,0,0,,2026,190,,60,65.2,D91,0,0,1,0,0,0,0,0,2,0,INDIANA,INDIANA,2,,,,,,,
122660,Tyree Skipper,S,0,0,,2026,207,59.8,59.9,62.4,D04,0,0,1,0,9,0,0,0,0,0,LA LAFAYET,LA LAFAYET,9,,,,,,,
122665,Ben Bell,ED,0,0,,2026,337,59.7,59.9,62.3,D33,0,0,1,0,2,0,0,0,0,0,VA TECH,VA TECH,2,,,,,,,
122670,Kershawn Fisher,ED,0,0,,2026,347,59.4,60.8,66,D20,0,0,1,0,4,1,0,0,4,0,W MICHIGAN,W MICHIGAN,9,,,,,,,
122680,Logan Klotz,K,0,0,,2027,207,,60,66,S40,0,0,1,0,0,2,0,0,0,0,LA LAFAYET,LA LAFAYET,2,62,,,,,,
122687,Keveion'ta Spears,DI,0,0,2026,2026,287,59.3,59.6,61.6,D40,0,0,1,0,1,0,0,0,0,0,SMU,SMU,1,,,,,,,
122690,Cedric Woods,CB,0,0,,2026,208,59.9,60,63.6,D11,0,0,1,0,1,0,0,0,0,0,LA TECH,LA TECH,1,,,,,,,
122696,Henry Bryant,DI,0,0,,2026,175,59.8,60,62.7,D10,0,0,1,0,1,0,0,0,0,0,GA STATE,GA STATE,1,,,,,,,
122721,Mason Reiger,ED,0,0,2026,2026,349,59.2,59.3,63.6,D22,0,0,1,0,6,0,0,0,0,0,WISCONSIN,WISCONSIN,6,,,,,,,
122740,Tahj Chambers,LB,0,0,2026,2026,226,60,60.8,64.7,D26,0,0,1,0,1,4,0,0,0,0,OLE MISS,OLE MISS,5,,,,,,,
122821,Kedrick Bingley-Jones,DI,0,0,,2027,227,59.6,60.2,64.6,D22,0,0,1,0,1,0,0,0,1,0,MISS STATE,MISS STATE,2,,,,,,,
122823,Jalen Brooks,LB,0,0,,2026,230,59.1,60.8,68.8,D19,0,0,1,0,3,3,3,6,4,0,MO STATE,MO STATE,19,,,,,,,
122825,Noah Burnette,K,0,0,,2026,258,,60,63.7,S98,0,0,1,6,0,0,0,0,0,0,NOTRE DAME,NOTRE DAME,6,,,,,,,68.2
122827,Ja'Qurious Conley,S,0,0,2026,2026,136,59.9,61.6,67.7,D06,0,0,1,0,3,7,0,2,0,0,CHARLOTTE,CHARLOTTE,12,,,,,,,
122837,Tony Grimes,CB,0,0,,2026,273,59.7,60.8,66.9,D00,0,0,1,0,8,4,0,0,0,0,PURDUE,PURDUE,12,,,,,,,
122849,Spencer Triplett,LS,0,0,2026,2026,245,,64.5,63,S42,0,0,1,7,0,0,0,2,0,0,N CAROLINA,N CAROLINA,9,,64.9,76.6,,,,
122855,Devan Boykin,S,0,0,2026,2026,190,,66.8,65.2,D12,0,0,1,0,0,11,0,1,0,1,INDIANA,INDIANA,12,,,,,,,
122867,Sean Hill,G,0,0,,2026,320,,61,61.8,65,0,0,1,3,0,0,0,0,0,0,TULSA,TULSA,3,,60,,,,,
122874,Matt McCabe,G,0,0,,2026,248,,61.6,67,66,0,0,1,6,0,0,0,6,0,0,NC STATE,NC STATE,12,,60,,,,,
122880,Josh Pierre-Louis,S,0,0,,2027,214,60,60.3,61.8,D11,0,0,1,0,2,0,0,0,1,0,MARSHALL,MARSHALL,3,,,,,,,
122883,Porter Rooks,WR,0,0,,2026,160,,61.1,71.1,09,0,0,1,0,0,0,9,0,0,0,E MICHIGAN,E MICHIGAN,9,,,,,,,
122903,Aidan Keanaaina,DI,0,0,2026,2026,130,59.5,60.1,63.2,D47,0,0,1,0,2,0,0,5,0,0,CAL,CAL,7,,,,,,,
122908,Caleb Offord,CB,0,0,2026,2026,200,59.8,59.7,66.9,D02,0,0,1,0,2,0,0,3,0,0,KENNESAW,KENNESAW,5,,,,,,,
122916,Nate Anderson,G,0,0,,2026,287,,61.2,62.7,69,0,0,1,5,0,0,0,5,0,0,SMU,SMU,10,,60,,,,,
